name,nickname,wins,losses,draws,age,nation,knockdown_avg,sig_str_accuracy,takedown_average,takedown_accuracy,subs_attempted_average,height,reach,stance,sig_str_landed_per_min,average_fight_time,sig_str_absorbed_per_min,sig_str_defense,takedown_defense
Hamdy Abdelwahab,The Hammer,5.0,0.0,0,31.0,104,1.0,0.52,3.0,0.75,0.0,74,72,1.0,3.87,15.0,3.13,0.59,0.0
Mansur AbdulMalik,1,6.0,0.0,0,27.0,8,0.0,0.53,0.0,0.0,0.0,74,79,0.0,5.38,8.916666666666666,5.16,0.54,0.75
Shamil Abdurakhimov,Abrek,20.0,8.0,0,43.0,32,0.29,0.44,1.01,0.23,0.1,75,76,0.0,2.41,9.45,3.02,0.55,0.45
Daichi Abe,2,6.0,2.0,0,32.0,11,0.33,0.33,0.33,0.5,0.0,71,71,0.0,3.8,15.0,4.49,0.56,0.0
Klidson Abreu,White Bear,15.0,4.0,0,31.0,23,0.0,0.4,0.64,0.2,0.0,72,74,0.0,2.05,11.716666666666667,2.9,0.55,0.8
John Adajar,The Outlaw,6.0,2.0,0,33.0,97,0.0,0.52,0.0,0.0,0.0,69,75,0.0,3.9,4.616666666666667,6.28,0.44,0.0
Juan Adams,The Kraken,5.0,3.0,0,32.0,8,0.0,0.55,0.91,0.66,0.0,77,80,0.0,7.09,6.6,4.06,0.34,0.57
Anthony Adams,Sugafoot,8.0,2.0,0,36.0,8,0.0,0.41,0.0,0.0,0.0,73,76,0.0,3.17,15.0,5.93,0.44,0.0
Zarrukh Adashev,The Lion,4.0,4.0,0,32.0,36,0.0,0.4,0.0,0.0,0.5,65,65,1.0,3.65,7.883333333333333,3.04,0.64,1.0
Israel Adesanya,The Last Stylebender,24.0,4.0,0,35.0,87,0.63,0.48,0.05,0.12,0.1,76,80,3.0,4.0,18.3,3.21,0.56,0.75
Mariya Agapova,Money Mashka,10.0,5.0,0,27.0,42,0.55,0.54,0.55,0.66,0.8,66,68,1.0,4.43,7.783333333333333,3.62,0.52,0.45
Jessica Aguilar,Jag,20.0,8.0,0,42.0,8,0.0,0.5,0.94,0.25,0.2,63,63,0.0,4.93,12.733333333333333,7.19,0.53,0.5
Kevin Aguilar,Angel of Death,17.0,5.0,0,36.0,8,0.32,0.4,0.16,0.16,0.0,67,73,0.0,3.96,13.333333333333334,4.81,0.52,0.78
Jesus Aguilar,5,11.0,2.0,0,28.0,65,0.44,0.51,1.75,0.33,1.8,64,62,0.0,1.46,6.833333333333333,1.26,0.58,0.36
Christian Aguilera,The Beast,14.0,8.0,0,32.0,8,0.0,0.37,0.0,0.0,0.0,69,72,3.0,2.54,3.55,4.04,0.48,0.6
Nick Aguirre,Slick,7.0,2.0,0,28.0,8,0.0,0.33,1.16,0.2,0.6,69,74,1.0,0.73,12.983333333333333,2.89,0.45,0.33
Ashiek Ajim,Peak Physique,6.0,2.0,0,30.0,97,0.0,0.4,0.0,0.0,0.0,68,71,3.0,5.0,0.8,11.25,0.25,0.0
Omari Akhmedov,Wolverine,21.0,6.0,1,37.0,32,0.17,0.34,2.58,0.45,0.2,72,73,0.0,2.97,12.016666666666667,2.84,0.55,0.65
Yoshihiro Akiyama,Sexyama,14.0,6.0,0,49.0,11,0.4,0.41,2.29,0.67,1.0,70,75,0.0,3.1,6.833333333333333,3.62,0.57,0.92
Rostem Akman,6,6.0,2.0,0,32.0,77,0.0,0.25,1.0,0.4,0.0,70,72,3.0,1.8,15.0,3.97,0.57,0.87
Herdem Alacabek,7,5.0,1.0,0,33.0,97,0.0,0.65,2.06,0.5,0.0,74,75,0.0,3.84,14.566666666666666,6.66,0.23,0.42
Alatengheili,The Mongolian Knight,17.0,9.0,2,32.0,59,0.14,0.32,1.99,0.45,0.0,65,66,0.0,2.64,13.216666666666667,4.67,0.57,0.75
John Albert,Prince,6.0,5.0,0,38.0,8,0.68,0.49,0.0,0.0,6.1,68,68,0.0,3.05,4.4,2.82,0.35,0.5
Junior Albini,Baby,14.0,6.0,0,33.0,23,0.51,0.51,1.54,0.37,0.0,75,74,0.0,3.98,5.833333333333333,6.08,0.52,1.0
Iuri Alcantara,Marajo,35.0,10.0,0,44.0,23,0.42,0.45,1.44,0.62,0.8,69,71,1.0,2.72,9.35,2.79,0.49,0.6
Ildemar Alcantara,Marajo,21.0,11.0,0,41.0,81,0.0,0.38,2.0,0.68,0.9,74,78,0.0,1.93,13.95,2.63,0.5,0.81
Irene Aldana,10,15.0,8.0,0,36.0,65,0.22,0.39,0.15,0.5,0.2,69,68,0.0,5.19,14.65,6.64,0.56,0.77
Hector Aldana,El Charro,4.0,3.0,0,36.0,65,0.0,0.38,0.93,1.0,0.0,71,72,0.0,3.59,10.766666666666667,5.08,0.59,0.0
Jose Alday,Pochito,14.0,6.0,1,33.0,65,0.0,0.44,0.0,0.0,0.0,67,68,0.0,3.13,15.0,3.13,0.58,0.57
Jose Aldo,11,32.0,9.0,0,38.0,23,0.39,0.46,0.49,0.53,0.1,67,70,0.0,3.62,14.25,3.72,0.6,0.92
JJ Aldrich,12,13.0,7.0,0,32.0,8,0.0,0.46,0.66,0.23,0.0,65,67,1.0,3.88,13.7,4.38,0.6,0.66
Irina Alekseeva,Russian Ronda,5.0,2.0,0,34.0,42,0.87,0.43,0.87,0.2,0.9,68,67,0.0,3.84,8.6,3.55,0.48,1.0
Talita Alencar,Problem Child,5.0,1.0,1,34.0,23,0.0,0.28,2.0,0.13,0.0,61,58,0.0,2.49,15.0,4.8,0.52,0.5
Jim Alers,The Beast,13.0,3.0,0,38.0,8,0.32,0.4,2.26,0.41,0.3,69,71,0.0,2.9,11.633333333333333,4.38,0.56,0.8
John Alessio,The Natural,35.0,17.0,0,45.0,8,0.12,0.39,1.85,0.38,1.2,70,72,0.0,2.1,9.983333333333333,2.91,0.54,0.7
Houston Alexander,The Assassin,17.0,15.0,1,52.0,8,1.78,0.54,1.19,0.57,0.0,72,72,0.0,3.06,4.216666666666667,3.2,0.52,0.33
Lucas Alexander,The Lion,8.0,4.0,0,29.0,23,0.81,0.55,0.0,0.0,0.0,71,73,0.0,5.23,6.183333333333334,1.83,0.71,0.57
Bill Algeo,Senor Perfecto,18.0,9.0,0,35.0,8,0.23,0.51,1.03,0.5,0.1,72,73,3.0,5.88,11.916666666666666,4.38,0.47,0.55
Sultan Aliev,16,15.0,3.0,0,40.0,32,0.0,0.45,1.76,0.38,0.0,71,74,0.0,1.41,10.683333333333334,2.2,0.56,1.0
Nurullo Aliev,Tajik Eagle,9.0,0.0,0,23.0,112,0.0,0.51,3.06,0.44,0.0,70,72,0.0,2.5,9.8,0.46,0.59,0.0
Ikram Aliskerov,17,15.0,2.0,0,31.0,32,3.64,0.6,1.82,0.33,1.8,72,76,1.0,7.03,2.066666666666667,7.27,0.36,0.0
Leon Aliu,The Albanian Lion,10.0,2.0,0,35.0,97,0.0,0.5,0.0,0.0,0.0,72,74,0.0,6.32,1.5833333333333335,10.11,0.38,0.0
John Allan,18,13.0,7.0,0,31.0,23,0.0,0.42,1.4,0.71,0.8,73,75,0.0,3.56,13.416666666666666,5.74,0.52,0.5
Arnold Allen,Almighty,20.0,3.0,0,30.0,4,0.25,0.41,0.93,0.47,0.3,68,70,1.0,3.45,13.616666666666667,2.88,0.61,0.75
Brendan Allen,All In,24.0,6.0,0,28.0,8,0.37,0.53,1.67,0.39,1.3,74,75,0.0,3.79,10.083333333333334,3.83,0.46,0.58
Asu Almabayev,Zulfikar,20.0,2.0,0,30.0,42,0.0,0.61,6.68,0.56,2.4,64,65,0.0,2.36,12.733333333333333,1.0,0.58,0.0
Bekzat Almakhan,The Turan Warrior,11.0,2.0,0,27.0,42,1.0,0.18,0.0,0.0,0.0,67,68,0.0,0.2,15.0,4.53,0.3,0.0
Ricardo Almeida,Big Dog,13.0,5.0,0,47.0,8,0.0,0.49,3.74,0.38,1.2,72,74,0.0,2.02,11.416666666666666,1.2,0.61,0.31
Thomas Almeida,Thominhas,22.0,5.0,0,33.0,23,0.5,0.43,0.17,0.14,0.0,67,70,1.0,4.84,9.0,4.93,0.61,0.75
Jailton Almeida,Malhadinho,21.0,3.0,0,33.0,23,0.0,0.64,6.85,0.59,2.6,75,79,0.0,2.46,7.05,0.72,0.4,0.75
Lucas Almeida,21,15.0,3.0,0,33.0,23,0.88,0.43,0.0,0.0,0.0,71,71,0.0,4.94,10.25,4.92,0.46,0.5
Cesar Almeida,Cesinha,6.0,1.0,0,36.0,23,0.0,0.57,0.0,0.0,0.3,73,74,0.0,4.12,13.05,2.18,0.47,0.57
Sarah Alpar,Too Sweet,9.0,6.0,0,33.0,8,0.0,0.44,1.61,0.26,0.4,64,63,1.0,2.36,12.416666666666666,6.06,0.38,0.2
Victor Altamirano,El Magnifico,12.0,5.0,0,33.0,65,0.16,0.53,2.88,0.38,0.0,68,70,3.0,4.58,13.383333333333333,3.82,0.53,0.63
Patricia Alujas,The Angel,9.0,3.0,0,28.0,102,0.0,0.31,0.0,0.0,0.0,64,64,0.0,5.83,9.083333333333334,9.25,0.44,0.0
Eddie Alvarez,The Underground King,29.0,6.0,0,40.0,8,0.47,0.41,2.92,0.36,0.5,69,69,0.0,4.32,9.883333333333333,4.39,0.55,0.92
Jaime Alvarez,23,6.0,1.0,0,36.0,8,0.0,0.4,1.0,0.33,0.0,68,69,0.0,2.73,15.0,4.53,0.56,0.5
Joel Alvarez,El Fenomeno,21.0,3.0,0,31.0,52,0.25,0.52,0.0,0.0,1.2,75,77,0.0,4.39,7.6,3.36,0.51,0.42
Thiago Alves,Pitbull,23.0,15.0,0,41.0,23,0.66,0.41,0.71,0.6,0.3,69,70,0.0,3.73,10.983333333333333,3.42,0.62,0.63
Warlley Alves,24,15.0,8.0,0,33.0,23,0.28,0.48,1.22,0.5,0.8,71,72,0.0,3.04,9.95,3.95,0.5,0.62
Rafael Alves,The Turn,20.0,12.0,0,33.0,23,0.29,0.48,0.29,0.25,1.5,68,68,0.0,1.85,10.25,3.3,0.58,0.44
Sam Alvey,SmileN,33.0,18.0,1,38.0,8,0.45,0.44,0.06,0.14,0.1,74,75,1.0,3.28,9.633333333333333,3.63,0.52,0.82
Adlan Amagov,Borz,14.0,2.0,1,37.0,32,1.3,0.47,5.84,0.56,0.0,74,76,0.0,3.29,6.35,0.82,0.78,1.0
Alen Amedovski,25,8.0,4.0,0,36.0,33,0.0,0.3,0.0,0.0,0.0,70,74,0.0,0.99,5.066666666666666,3.85,0.46,0.0
Hyder Amil,The Hurricane,10.0,0.0,0,34.0,48,0.64,0.57,0.64,0.33,1.9,69,70,3.0,6.31,7.766666666666667,2.23,0.61,0.78
Makwan Amirkhani,Mr Finland,17.0,9.0,0,35.0,68,0.12,0.44,3.96,0.43,1.1,70,72,1.0,1.33,9.2,2.98,0.46,0.35
Jaqueline Amorim,26,9.0,1.0,0,29.0,23,0.0,0.52,1.78,0.28,5.3,63,68,0.0,3.05,8.45,1.72,0.63,0.0
Eryk Anders,Ya Boi,16.0,8.0,0,37.0,8,0.5,0.47,1.79,0.26,0.1,73,75,1.0,3.41,12.316666666666666,4.17,0.5,0.79
Corey Anderson,Overtime,14.0,5.0,0,35.0,8,0.09,0.46,4.89,0.5,0.0,75,79,0.0,4.43,10.85,2.22,0.59,0.83
Megan Anderson,29,11.0,5.0,0,34.0,13,0.52,0.46,0.52,0.25,0.5,72,72,0.0,1.76,4.816666666666666,3.35,0.37,0.53
Jessica Andrade,Bate Estaca,26.0,13.0,0,33.0,23,0.39,0.5,2.23,0.54,0.3,61,62,0.0,6.44,9.6,5.51,0.54,0.72
Viscardi Andrade,30,19.0,6.0,0,40.0,23,0.64,0.42,1.93,0.5,0.3,71,75,0.0,3.26,11.65,2.77,0.63,0.66
Juan Andres Luna,32,12.0,1.0,0,29.0,97,0.0,0.31,0.0,0.0,0.0,67,72,0.0,3.27,15.0,3.0,0.65,0.0
Dylan Andrews,The Villain,18.0,7.0,0,44.0,13,1.21,0.5,2.83,0.5,0.4,73,74,3.0,2.21,7.416666666666667,2.72,0.46,0.57
Collin Anglin,34,8.0,3.0,0,31.0,8,0.0,0.48,2.28,0.66,0.0,69,71,0.0,4.59,8.783333333333333,5.54,0.51,1.0
Chad Anheliger,The Monster,13.0,7.0,0,37.0,60,0.61,0.45,0.82,0.3,0.6,66,64,0.0,3.6,14.666666666666666,3.11,0.53,0.42
Magomed Ankalaev,35,19.0,1.0,1,32.0,32,0.71,0.53,1.02,0.31,0.0,75,75,0.0,3.64,11.35,2.25,0.59,0.86
Gadzhimurad Antigulov,36,20.0,8.0,0,37.0,32,0.0,0.55,5.08,0.36,1.4,71,70,0.0,2.08,3.45,4.21,0.4,0.0
Adam Antolin,Captain Chaos,12.0,3.0,0,42.0,8,0.0,0.52,0.0,0.0,0.0,65,63,0.0,5.73,5.75,5.0,0.69,1.0
Shinsho Anzai,Animal,10.0,3.0,0,38.0,11,0.0,0.58,1.83,0.16,0.0,67,70,0.0,3.23,8.2,3.75,0.45,0.75
Aoriqileng,The Mongolian Murderer,25.0,12.0,0,31.0,59,0.34,0.49,1.2,0.46,0.0,67,69,0.0,4.65,10.916666666666666,5.46,0.48,0.58
Felipe Arantes,Sertanejo,18.0,10.0,1,36.0,23,0.1,0.45,0.93,0.47,0.7,68,73,0.0,2.37,12.05,2.66,0.64,0.41
Igor Araujo,39,25.0,9.0,0,43.0,8,0.0,0.42,0.86,0.15,0.6,73,77,0.0,1.52,13.133333333333333,2.86,0.49,0.22
Viviane Araujo,Vivi,12.0,6.0,0,37.0,23,0.09,0.47,1.76,0.4,0.6,64,68,0.0,4.11,15.533333333333333,4.96,0.56,0.78
Julio Arce,40,19.0,6.0,0,34.0,8,0.35,0.36,0.46,0.28,0.3,67,70,1.0,4.36,11.8,3.05,0.68,0.96
Alice Ardelean,41,9.0,6.0,0,32.0,86,0.0,0.54,2.0,0.5,0.0,63,62,0.0,3.8,15.0,5.13,0.54,1.0
Dan Argueta,The Determined,9.0,2.0,0,31.0,8,0.0,0.45,4.45,0.48,1.6,67,68,1.0,2.18,11.466666666666667,1.9,0.51,0.57
Hashem Arkhagha,42,6.0,1.0,0,35.0,97,0.0,0.44,0.0,0.0,0.0,74,75,0.0,1.84,4.35,8.97,0.43,0.5
Andrei Arlovski,The Pitbull,34.0,24.0,0,45.0,8,0.4,0.45,0.37,0.35,0.2,75,77,0.0,3.82,9.4,3.22,0.57,0.76
Garrett Armfield,43,10.0,4.0,0,28.0,8,0.76,0.55,0.0,0.0,0.4,66,70,0.0,5.59,9.833333333333334,3.3,0.57,0.6
Austin Arnett,Golden Boy,16.0,6.0,0,32.0,8,0.0,0.41,0.44,0.18,0.2,72,72,0.0,4.52,13.766666666666667,6.38,0.62,0.57
Eli Aronov,The Israeli Tank,6.0,1.0,0,28.0,35,0.0,0.68,12.16,1.0,0.0,70,72,0.0,8.92,1.2333333333333334,6.49,0.38,0.0
Akbarh Arreola,El Caballero,23.0,11.0,1,41.0,65,0.72,0.45,1.07,1.0,0.4,70,71,1.0,2.32,10.466666666666667,4.01,0.56,0.33
Matt Arroyo,No Regard,3.0,3.0,0,42.0,8,0.0,0.47,2.12,0.36,5.3,70,72,0.0,1.62,9.45,2.01,0.58,1.0
Antonio Arroyo,44,9.0,5.0,0,35.0,23,0.23,0.66,1.14,0.41,0.2,75,73,0.0,2.82,13.183333333333334,2.02,0.5,0.41
Teddy Ash,Bear,14.0,5.0,0,34.0,60,0.0,0.61,0.0,0.0,0.0,73,73,3.0,7.27,15.0,6.8,0.28,1.0
Yanal Ashmouz,Red Fox,8.0,1.0,0,29.0,35,0.0,0.5,4.8,0.5,0.0,69,69,0.0,2.94,10.416666666666666,4.54,0.55,0.6
Askar Askarov,Bullet,14.0,1.0,1,32.0,32,0.0,0.54,2.6,0.24,0.4,66,67,0.0,3.05,15.0,2.8,0.57,0.66
Cyril Asker,Silverback,9.0,4.0,0,38.0,10,0.0,0.39,4.41,0.62,0.9,72,74,0.0,3.35,3.4,5.82,0.35,1.0
Khusein Askhabov,Nohcho,23.0,1.0,0,29.0,32,0.0,0.26,0.0,0.0,0.0,68,69,0.0,2.0,15.0,4.13,0.56,0.66
Scott Askham,45,14.0,4.0,0,36.0,96,0.89,0.46,0.44,0.18,0.7,75,75,1.0,3.03,11.266666666666667,3.52,0.52,0.65
Ben Askren,Funky,19.0,2.0,0,40.0,8,0.0,0.49,4.33,0.55,0.9,71,73,0.0,3.64,5.766666666666667,5.66,0.36,0.0
Ibo Aslan,The Last Ottoman,13.0,1.0,0,28.0,113,2.16,0.45,0.0,0.0,0.0,75,77,0.0,6.83,6.95,4.53,0.64,1.0
Tom Aspinall,46,15.0,3.0,0,31.0,4,4.09,0.67,3.27,1.0,1.6,77,78,0.0,8.07,2.033333333333333,2.89,0.65,1.0
Junior Assuncao,47,16.0,6.0,0,43.0,23,0.35,0.62,2.43,0.24,0.7,69,72,0.0,3.31,8.633333333333333,2.06,0.44,0.66
Raphael Assuncao,48,28.0,10.0,0,42.0,23,0.15,0.42,1.65,0.39,0.2,65,66,0.0,3.22,12.533333333333333,2.5,0.66,0.78
Rich Attonito,The Raging Bull,10.0,5.0,0,47.0,8,0.5,0.47,0.74,0.37,0.0,70,72,0.0,2.28,12.116666666666667,2.13,0.59,0.75
Olivier AubinMercier,The Canadian Gangster,11.0,5.0,0,35.0,60,0.21,0.51,2.36,0.33,0.5,69,70,1.0,2.48,12.183333333333334,2.97,0.55,0.7
Marcus Aurelio,Maximus,22.0,10.0,0,51.0,23,0.23,0.33,1.69,0.27,1.3,70,74,0.0,1.42,10.8,2.27,0.59,0.27
Julia Avila,Raging Panda,9.0,3.0,0,36.0,8,0.27,0.43,0.54,0.33,0.3,67,68,0.0,2.59,11.183333333333334,2.86,0.5,0.5
Jessin Ayari,50,16.0,6.0,0,32.0,37,0.0,0.37,0.0,0.0,0.3,72,73,0.0,3.53,11.55,3.59,0.58,0.5
Abu Azaitar,Captain Morocco,14.0,4.0,1,38.0,89,0.0,0.43,1.0,0.37,0.0,69,76,0.0,4.38,14.983333333333333,4.32,0.51,0.42
Ottman Azaitar,Bulldozer,13.0,2.0,0,34.0,89,1.28,0.51,0.0,0.0,0.0,68,71,3.0,5.73,2.9166666666666665,4.96,0.48,1.0
Hunter Azure,51,9.0,2.0,0,32.0,8,0.22,0.53,1.97,0.34,1.3,68,69,0.0,3.92,13.733333333333333,2.08,0.58,0.67
Seth Baczynski,The Polish Pistola,20.0,14.0,0,42.0,8,0.3,0.31,0.89,0.16,0.8,75,75,0.0,3.08,9.15,3.14,0.51,0.48
Ryan Bader,Darth,23.0,5.0,0,41.0,8,0.51,0.43,3.37,0.44,0.4,74,74,0.0,2.82,10.233333333333333,1.39,0.71,0.8
Miguel Baeza,Caramel Thunder,10.0,4.0,0,32.0,8,0.9,0.49,0.36,0.22,2.0,74,74,0.0,4.09,10.366666666666667,5.92,0.46,0.54
Ali Bagautinov,Puncher,15.0,6.0,0,39.0,32,0.26,0.42,2.51,0.36,0.3,64,65,0.0,2.85,16.216666666666665,3.09,0.52,0.65
Melsik Baghdasaryan,The Gun,8.0,2.0,0,32.0,58,0.25,0.61,0.0,0.0,0.0,69,70,1.0,5.28,11.766666666666667,3.06,0.58,0.72
Siyar Bahadurzada,The Great,24.0,8.0,1,40.0,9,0.83,0.4,1.32,0.61,0.3,71,73,0.0,2.91,11.333333333333334,3.23,0.49,0.62
Ignacio Bahamondes,La Jaula,16.0,5.0,0,27.0,64,0.87,0.47,0.0,0.0,0.3,75,75,0.0,7.17,10.833333333333334,4.41,0.57,0.85
Bahatebole Batebolati,Lion King,10.0,1.0,1,27.0,59,0.0,0.45,1.34,0.66,0.0,68,71,1.0,4.02,11.183333333333334,4.83,0.61,1.0
Shamar Bailey,54,16.0,11.0,0,42.0,8,0.0,0.2,1.5,0.33,0.0,69,75,1.0,1.56,12.966666666666667,3.91,0.69,0.37
Oluwale Bamgbose,Holy War Angel,6.0,4.0,0,37.0,8,0.94,0.48,0.94,0.33,0.0,71,78,3.0,2.45,6.366666666666666,2.7,0.55,0.37
Humberto Bandenay,56,14.0,7.0,0,30.0,34,0.48,0.41,2.9,0.46,0.5,71,71,1.0,2.22,7.766666666666667,4.79,0.41,0.62
Tae Hyun Bang,Supernatural,18.0,10.0,0,41.0,93,0.74,0.38,0.49,0.33,0.5,69,71,3.0,2.72,12.183333333333334,2.07,0.66,0.57
Shauna Bannon,Mama B,6.0,1.0,0,30.0,12,0.0,0.41,0.0,0.0,0.0,65,65,3.0,4.37,15.0,3.77,0.42,0.42
Antonio Banuelos,57,20.0,11.0,1,45.0,8,0.45,0.33,1.62,0.62,0.4,65,63,0.0,2.69,11.933333333333334,3.15,0.58,0.86
Renan Barao,The Baron,34.0,9.0,0,37.0,23,0.24,0.36,1.49,0.41,0.5,66,70,0.0,3.78,13.233333333333333,3.9,0.57,0.91
Maycee Barber,The Future,14.0,2.0,0,26.0,8,0.0,0.53,1.44,0.43,0.1,65,65,3.0,4.7,12.166666666666666,2.9,0.54,0.53
Bryan Barberena,Bam Bam,18.0,12.0,0,35.0,8,0.4,0.48,0.13,0.22,0.3,72,72,1.0,5.35,11.716666666666667,4.59,0.44,0.5
Dione Barbosa,The Witch,7.0,3.0,0,32.0,23,0.0,0.48,1.73,0.28,2.2,66,66,0.0,1.85,11.533333333333333,2.49,0.66,0.42
Edson Barboza,Junior,24.0,12.0,0,38.0,23,0.66,0.44,0.45,0.5,0.1,71,75,0.0,4.11,12.2,4.65,0.56,0.72
Raoni Barcelos,58,18.0,5.0,0,37.0,23,0.55,0.51,1.86,0.32,0.6,67,67,0.0,5.22,12.483333333333333,4.79,0.61,0.85
Daniel Barez,59,17.0,6.0,0,35.0,52,0.9,0.52,2.24,0.31,0.9,66,66,0.0,4.1,11.15,5.05,0.57,0.92
Danny Barlow,LeftHandGod,9.0,0.0,0,29.0,8,0.54,0.5,0.0,0.0,0.0,74,79,1.0,5.72,9.2,3.48,0.52,1.0
Luke Barnatt,The Bigslow,13.0,4.0,0,36.0,8,0.42,0.36,0.63,0.42,0.4,78,77,0.0,4.43,11.933333333333334,3.87,0.59,0.63
James Barnes,Mooka,14.0,5.0,0,42.0,8,0.0,0.34,1.08,0.16,0.0,68,71,0.0,0.57,7.816666666666666,3.02,0.39,0.4
Shonte Barnes,Shyne,6.0,2.0,1,37.0,8,0.0,0.38,0.0,0.0,0.0,71,76,1.0,2.32,7.766666666666667,1.55,0.67,0.6
Josh Barnett,The Warmaster,35.0,8.0,0,46.0,8,0.18,0.5,1.26,0.55,1.4,75,78,0.0,3.2,9.616666666666667,2.11,0.57,0.55
Chris Barnett,Beastboy,23.0,8.0,0,38.0,52,0.45,0.48,0.0,0.0,0.0,69,75,0.0,4.41,8.383333333333333,5.87,0.4,0.33
Phil Baroni,The New York Bad Ass,15.0,18.0,0,48.0,8,0.65,0.45,1.46,0.47,0.5,69,72,0.0,2.77,9.233333333333333,3.93,0.4,0.6
Peter Barrett,Slippery,11.0,5.0,0,38.0,8,0.0,0.61,1.39,0.22,0.0,70,73,1.0,4.18,14.35,4.32,0.42,0.66
MarcAndre Barriault,Powerbar,16.0,8.0,0,34.0,60,0.32,0.47,0.21,0.25,0.1,73,74,0.0,6.12,10.783333333333333,5.67,0.52,0.67
Francimar Barroso,Bodao,19.0,7.0,0,44.0,8,0.0,0.52,2.22,0.24,0.0,73,75,0.0,2.77,12.75,3.07,0.59,0.83
Pat Barry,HD,8.0,7.0,0,45.0,8,1.74,0.52,0.0,0.0,0.2,71,74,0.0,2.72,5.766666666666667,3.54,0.59,0.76
Dean Barry,The Sniper,4.0,2.0,0,32.0,97,3.88,0.4,0.0,0.0,0.0,70,72,0.0,9.31,3.8666666666666667,4.66,0.51,1.0
Enrique Barzola,El Fuerte,17.0,5.0,2,35.0,34,0.0,0.41,4.2,0.45,0.3,67,70,0.0,3.91,15.0,2.97,0.68,0.66
Javid Basharat,The Snow Leopard,14.0,1.0,0,29.0,9,0.0,0.53,1.7,0.4,0.2,69,69,0.0,5.42,13.25,2.97,0.62,0.85
Farid Basharat,Ferocious,12.0,0.0,0,27.0,9,0.0,0.58,3.96,0.41,0.6,68,71,0.0,4.47,12.316666666666666,2.44,0.57,0.83
Austin Bashi,61,13.0,0.0,0,23.0,8,0.0,0.52,18.18,0.66,3.6,66,70,0.0,2.67,8.25,2.3,0.47,0.75
Bryan Battle,The Butcher,12.0,2.0,0,30.0,8,0.48,0.53,0.96,0.23,0.5,73,77,0.0,5.44,7.816666666666666,4.14,0.43,0.52
Alan Baudot,The Black Samourai,8.0,3.0,0,36.0,10,0.48,0.58,0.0,0.0,0.0,75,79,0.0,5.36,7.783333333333333,4.82,0.46,0.62
Mario Bautista,62,15.0,2.0,0,31.0,8,0.15,0.47,1.92,0.33,0.9,69,69,3.0,5.33,9.233333333333333,3.91,0.54,0.66
Chris Beal,Real Deal,10.0,5.0,0,39.0,8,0.23,0.35,1.6,0.58,0.2,67,69,0.0,3.45,13.1,3.18,0.61,0.78
Ariel Beck,63,4.0,5.0,0,34.0,8,0.0,0.34,0.0,0.0,0.0,66,66,1.0,4.44,7.883333333333333,4.31,0.64,0.0
Johnny Bedford,Brutal,21.0,13.0,1,41.0,8,1.1,0.5,1.83,0.62,0.0,70,71,0.0,4.53,6.85,1.75,0.63,0.62
Rolando Bedoya,The Machine,14.0,4.0,0,27.0,34,0.0,0.49,0.0,0.0,0.0,71,74,0.0,7.29,15.0,6.38,0.52,0.33
Allan Begosso,Mini,7.0,2.0,1,28.0,97,0.0,0.4,0.0,0.0,2.0,65,66,0.0,1.8,15.0,7.73,0.34,0.25
Mirsad Bektic,64,13.0,4.0,0,33.0,114,0.29,0.41,3.98,0.52,0.4,68,70,0.0,2.43,10.166666666666666,1.8,0.57,0.92
Diana Belbita,The Warrior Princess,15.0,9.0,0,28.0,86,0.18,0.42,0.91,0.62,0.0,67,68,0.0,6.54,11.816666666666666,6.55,0.51,0.65
Alan Belcher,The Talent,18.0,8.0,0,40.0,8,0.33,0.41,0.44,0.26,0.9,74,75,0.0,2.7,9.183333333333334,3.1,0.59,0.55
Vitor Belfort,The Phenom,26.0,14.0,0,47.0,23,0.75,0.46,1.02,0.6,0.6,72,74,1.0,1.59,7.35,2.83,0.5,0.53
Yousri Belgaroui,65,8.0,3.0,0,32.0,97,0.54,0.6,0.0,0.0,0.0,77,79,0.0,4.43,13.783333333333333,2.65,0.57,0.81
Rodolfo Bellato,Trator,12.0,2.0,0,28.0,23,0.54,0.61,1.09,0.25,0.5,75,77,0.0,6.47,9.216666666666667,5.9,0.44,1.0
Danilo Belluardo,Caterpillar,12.0,5.0,0,30.0,46,0.0,0.61,3.5,1.0,0.0,72,74,1.0,1.52,4.283333333333333,4.79,0.41,0.5
Joey Beltran,The Mexicutioner,17.0,14.0,0,42.0,8,0.0,0.36,0.48,0.18,0.0,73,75,0.0,4.92,12.733333333333333,5.27,0.54,0.75
Marco Beltran,Psycho,8.0,6.0,0,38.0,65,0.23,0.37,0.7,0.5,0.2,68,69,0.0,2.07,10.783333333333333,1.93,0.63,0.46
Joseph Benavidez,66,28.0,8.0,0,40.0,8,0.36,0.34,1.41,0.3,0.6,64,65,1.0,3.52,11.383333333333333,2.67,0.61,0.62
Gabriel Benitez,Moggly,23.0,13.0,0,36.0,65,0.43,0.41,0.22,0.5,0.9,68,71,1.0,5.26,9.266666666666667,4.49,0.63,0.55
DeAnna Bennett,The Argentine Assassin,8.0,3.0,1,39.0,8,0.0,0.58,0.0,0.0,1.0,64,68,0.0,3.13,15.0,3.27,0.58,0.0
Lance Benoist,67,7.0,2.0,0,36.0,8,0.25,0.51,1.5,0.33,0.0,71,72,1.0,3.68,15.0,2.7,0.56,0.61
