name,nickname,wins,losses,draws,age,nation,knockdown_avg,sig_str_accuracy,takedown_average,takedown_accuracy,subs_attempted_average,height,reach,stance,sig_str_landed_per_min,average_fight_time,sig_str_absorbed_per_min,sig_str_defense,takedown_defense
Carlos Hernandez,310,9,3,0,30,49,0,0.46,1.11,0.15,0.3,68,67,0,4.95,10.83333333,4.54,0.46,0.65
Carlos Huachin,Perro Malo,10,5,1,27,66,0,0.21,0,0,0,64,67,1,2.1,12.41666667,4.8,0.5,0.66
Carlos Prates,The Nightmare,17,6,0,30,18,2.41,0.63,0,0,0,73,78,3,4.81,6.233333333,3.69,0.47,0
Carlos Ulberg,Black Jag,10,1,0,33,44,1.59,0.59,0.95,0.75,0.3,76,77,0,7.29,6.75,3.59,0.52,0.75
Carls John De Tomas,CJ,6,2,0,27,100,0,0.37,1.37,0.33,0,65,71,1,1.74,10.95,3.93,0.44,0.66
Carlston Harris,Mocambique,19,5,0,36,33,0.41,0.49,2.05,0.29,0.8,72,76,0,2.93,7.3,2.44,0.53,0.55
Carmelo Marrero,The Fury,16,6,0,43,49,0,0.34,3.21,0.36,0.9,72,73,0,0.84,10.3,2.04,0.54,0.36
Caros Fodor,The Future,11,6,0,40,49,0,0.54,2.1,0.25,0,69,74,0,2.76,15,2.83,0.54,0.5
Casey Kenney,5003,16,4,1,32,49,0,0.42,1.09,0.35,0.4,67,68,1,4.85,13.8,4.67,0.58,0.61
Casey ONeill,King,9,2,0,26,81,0,0.54,1.77,0.38,0.7,66,69,0,8.41,11.28333333,6.3,0.56,0.66
Cathal Pendred,The Punisher,17,4,1,36,49,0,0.44,2.46,0.23,0.4,73,75,0,2.49,12.2,3.01,0.55,0.83
Cesar Almeida,Cesinha,4,0,0,35,18,0,0.61,0,0,0,73,74,0,4.73,15,1.87,0.48,0.7
Cezar Ferreira,Mutante,13,8,0,38,18,0.19,0.42,2.69,0.53,0.5,73,78,1,1.9,10.41666667,2.44,0.53,0.84
Chad Anheliger,The Monster,12,7,0,37,11,0.77,0.42,1.03,0.36,0.8,66,64,0,3.07,14.6,3.55,0.51,0.47
Chad Griggs,The Grave Digger,11,3,0,45,49,1.51,0.5,1.51,0.66,0,73,73,0,2.67,3.966666667,2.22,0.46,0.41
Chad Hanekom,Superman,9,3,0,33,100,0,0.47,0,0,1,76,74,0,0.73,15,1.47,0.33,0.71
Chad Johnson,Big Rigg,6,2,0,37,49,0,0.68,0,0,0,74,80,0,5.92,3.716666667,7.8,0.4,0
Chad Laprise,The Disciple,13,4,0,37,11,0.52,0.42,1.05,0.54,0,70,71,0,4.78,8.583333333,3.59,0.65,0.78
Chael Sonnen,670,29,15,1,46,49,0,0.43,3.81,0.59,0.4,73,73,1,3.08,10.96666667,1.1,0.62,0.66
Chan Sung Jung,The Korean Zombie,17,8,0,36,7,0.43,0.41,0.7,0.44,0.6,67,72,0,3.93,12.33333333,4.52,0.52,0.72
Chance Rencountre,Black Eagle,14,4,0,37,49,0,0.2,1.35,0.26,0.3,74,75,1,1.1,11.11666667,3.62,0.49,0.16
Chandler Cole,The Hammer,10,4,0,29,100,0,0.6,0,0,0,70,72,0,2.45,6.133333333,3.59,0.26,0
Chang Ho Lee,5004,9,1,0,29,7,0,0.69,4.3,0.35,0,68,69,0,4.3,8.733333333,1.03,0.47,0.25
Charalampos Grigoriou,Ferocious,8,3,0,31,91,15,0.65,0,0,0,67,67,0,13,1,4,0.63,0
Charles Byrd,Kid Dynamite,10,7,0,40,49,0,0.55,2.5,0.5,1.5,70,73,0,3.43,5,2.63,0.55,0.4
Charles Johnson,InnerG,13,6,0,33,49,0,0.55,0.19,0.14,0.2,69,70,3,4.34,13.26666667,3.27,0.54,0.62
Charles Jourdain,Air,15,7,1,28,11,0.55,0.48,0.09,0.1,0.6,69,69,3,5.56,12.51666667,4.31,0.57,0.48
Charles McCarthy,Chainsaw,10,5,0,43,49,0,0.12,2.67,0.6,2.7,70,71,0,0.18,5.633333333,4.03,0.56,0
Charles Oliveira,Do Bronxs,34,9,0,34,18,0.55,0.53,2.32,0.4,2.7,70,74,0,3.54,6.866666667,3.19,0.51,0.55
Charles Rosa,Boston Strong,14,8,0,37,49,0,0.36,1.67,0.35,1,69,69,3,3.08,13.8,3.86,0.47,0.38
Charlie Brenneman,The Spaniard,19,8,0,42,49,0,0.56,4.23,0.42,0,70,70,0,1.52,7.733333333,1.55,0.46,0.72
Charlie Campbell,The Cannibal,8,2,0,28,49,2.8,0.54,0,0,0,72,72,0,11.03,2.683333333,5.42,0.6,1
Charlie Ontiveros,American Bad Boy,11,9,0,32,49,1.83,0.41,0,0,0,74,74,3,1.89,4.1,5.86,0.31,0.3
Charlie Valencia,734,12,7,0,49,49,0.7,0.37,1.4,0.53,0.5,63,64,0,2.58,8.583333333,2.61,0.77,0.75
Chas Skelly,The Scrapper,19,3,0,38,49,0.27,0.4,1.74,0.34,2.3,71,72,0,2.01,9.35,3.21,0.49,0.39
Chase Gibson,El Guero,9,5,0,33,49,0,0.54,0,0,0,70,72,0,3.13,15,6.4,0.52,0
Chase Hooper,The Dream,13,3,1,24,49,0,0.51,1.42,0.22,2.2,73,74,1,4.86,10.56666667,3.59,0.36,0.55
Chase Sherman,The Vanilla Gorilla,16,12,0,34,49,0.28,0.45,0.09,0.5,0,76,78,0,6.04,10.68333333,6.65,0.52,0.74
Chase Waldon,753,11,2,0,37,49,0,0.28,7.76,0.33,0,73,75,0,1.03,1.933333333,6.72,0.38,0
Cheick Kongo,391,27,10,2,48,87,0.37,0.56,2.3,0.56,0.2,76,82,0,3.33,9.083333333,1.28,0.54,0.52
Chelsea Chandler,123,5,2,0,33,49,0,0.45,0.78,0.33,0,68,68,1,3.12,9.633333333,3.06,0.42,0.33
Chelsea Hackett,Hammer,3,1,1,25,34,0,0.51,0,0,0,64,66,3,2.58,9.683333333,4.85,0.46,0.57
Chepe Mariscal,Machine Gun,15,6,1,31,49,0,0.53,3.22,0.38,0.6,67,69,0,4.67,11.66666667,3.95,0.52,1
Cheyanne Vlismas,The Warrior Princess,7,3,0,28,49,0.25,0.5,0.25,0.33,0.2,63,63,3,4.93,12.2,2.57,0.64,0.66
Cheyden Leialoha,Steadfast,6,0,0,29,49,0,0.28,2,0.33,0,68,73,0,1.87,15,3.2,0.53,0.71
Chico Camus,The King,17,7,0,39,49,0,0.41,0.77,0.4,0.4,66,66,0,2.58,14.6,2.46,0.64,0.72
Chris Barnett,Beastboy,23,8,0,37,4,0.45,0.48,0,0,0,69,75,0,4.41,8.383333333,5.87,0.4,0.33
Chris Beal,Real Deal,10,5,0,38,49,0.23,0.35,1.6,0.58,0.2,67,69,0,3.45,13.1,3.18,0.61,0.78
Chris Camozzi,110,24,13,0,37,49,0.07,0.44,0.27,0.19,0.5,74,75,0,3.57,11.8,2.96,0.56,0.57
Chris Cariaso,Kamikaze,17,8,0,42,49,0,0.43,1.11,0.39,0.8,63,64,1,3.35,12.46666667,2.23,0.61,0.57
Chris Clements,The Menace,12,6,0,47,11,0.58,0.49,0,0,0.3,70,70,0,3.2,10.31666667,2.37,0.44,0.32
Chris Cope,CMurder,8,4,0,40,49,0,0.26,0,0,0,72,72,0,3.96,7.333333333,4.82,0.5,0.8
Chris Curtis,ActionMan,31,10,0,36,49,0.61,0.51,0,0,0,70,75,0,5.96,10.98333333,6.58,0.53,0.92
Chris Daukaus,156,12,7,0,34,49,3.54,0.5,0,0,0,75,76,0,6.05,3.183333333,4.64,0.55,1
Chris De La Rocha,5005,5,3,0,44,49,0,0.45,2.02,0.3,1,75,80,0,4.08,7.416666667,6.37,0.43,0.33
Chris Dempsey,164,11,5,0,36,49,0,0.32,2.64,0.23,0,70,72,0,2.25,5.683333333,2.82,0.65,0.16
Chris Duncan,The Problem,11,1,0,30,81,0.4,0.46,3.63,0.39,0,70,71,0,5.08,9.3,3.74,0.49,1
Chris Fishgold,231,18,4,1,31,81,0,0.32,2.59,0.46,1.3,68,68,0,2.01,8.7,2.7,0.46,0.44
Chris Gruetzemacher,Gritz,15,5,0,37,49,0,0.57,0.21,0.5,0,68,68,0,6.18,9.75,4.96,0.52,0.65
Chris Gutierrez,El Guapo,20,6,2,32,49,0.47,0.58,0.28,0.3,0.1,69,67,0,4.8,13.18333333,2.79,0.63,0.69
Chris Hofmann,316,9,2,0,34,62,1.14,0.45,3.42,0.42,0,72,72,0,4.78,13.16666667,4.63,0.35,0
Chris Kelades,The Greek Assassin,9,3,0,42,11,0,0.43,1.04,0.18,0.3,67,68,0,2.4,14.48333333,2.64,0.48,0.53
Chris Leben,The Crippler,22,11,0,43,49,0.51,0.42,1.14,0.41,0.8,71,73,1,2.87,8.666666667,2.87,0.52,0.53
Chris Lytle,Lights Out,31,18,5,49,49,0.13,0.45,0.7,0.55,2.4,71,68,0,3.76,10.66666667,3.03,0.58,0.55
Chris Tuchscherer,The Crowbar,21,4,0,48,49,0,0.31,1.19,0.18,0.6,74,76,0,1.35,6.316666667,3.17,0.47,0
Chris Wade,752,12,3,0,36,49,0.19,0.53,2.6,0.51,1.1,70,70,0,1.7,11.53333333,1.75,0.51,0.55
Chris Weidman,The AllAmerican,15,7,0,39,49,0.25,0.43,3.6,0.43,0.8,74,78,0,2.98,9.966666667,3.27,0.5,0.65
Chris Wilson,The Professor,18,10,0,46,49,0.79,0.5,1.31,0.5,1.6,73,75,0,2.32,14.31666667,1.36,0.55,0.6
Christian Aguilera,The Beast,14,8,0,32,49,0,0.37,0,0,0,69,72,3,2.54,3.55,4.04,0.48,0.6
Christian Leroy Duncan,CLD,9,1,0,28,81,0.57,0.59,0,0,0,74,79,3,5.06,8.75,4.68,0.47,0.5
Christian Lohsen,Hollywood,4,2,0,29,49,0,0.49,0,0,2,74,77,1,5.27,15,6.93,0.44,0
Christian Ocon,The Don,2,1,0,27,49,0,0.53,0,0,0,68,69,0,1.73,15,5.27,0.34,0.63
Christian Rodriguez,583,10,1,0,26,49,0,0.46,1.4,0.54,1.4,67,71,0,3.51,12.81666667,2.46,0.58,0.7
Christian Wellisch,The Hungarian Nightmare,8,5,0,48,102,0.41,0.27,1.22,0.42,1.2,74,77,0,3.12,7.383333333,3.04,0.56,0.45
Christina Marks,464,8,9,0,38,49,0,0.58,7.5,1,0,67,69,0,5,2,3,0.64,0
Christos Giagos,The Spartan,20,11,0,34,49,0.13,0.42,2.93,0.37,0.4,70,71,0,2.98,8.666666667,2.95,0.51,0.52
Chuck Liddell,The Iceman,21,8,0,54,100,1.17,0.35,0.44,0.75,0,74,76,0,2.97,8.916666667,2.71,0.56,0.81
Ciryl Gane,Bon Gamin,12,2,0,33,87,0.29,0.6,0.58,0.21,0.5,76,81,0,5.49,14.16666667,2.19,0.63,0.5
Claude Patrick,The Prince,14,2,0,43,11,0,0.55,2.32,0.53,1.7,71,75,0,1.8,12.95,0.89,0.69,0.84
Claudia Gadelha,Claudinha,18,5,0,35,18,0.08,0.41,3.03,0.42,0.7,64,63,0,3.31,14.83333333,4.57,0.57,0.58
Claudia Leite,423,8,3,0,27,100,0,0.47,1,0.25,1,63,64,0,1.27,15,1.73,0.57,0
Claudio Puelles,Prince of Peru,13,3,0,27,66,0,0.49,2.41,0.3,1.4,70,72,1,1.82,10.68333333,2.93,0.47,0.6
Claudio Ribeiro,573,11,4,0,31,18,1.52,0.57,0.76,0.5,0,73,77,0,4.65,4.95,3.34,0.31,0.75
Claudio Silva,Hannibal,14,4,0,41,18,0,0.42,2.85,0.26,1.1,71,71,1,2.48,11.83333333,3,0.46,0.44
Clay Collard,Cassius,14,7,0,30,49,0.51,0.32,2.81,0.39,0.5,71,73,0,4.22,14.7,5,0.5,0.71
Clay Guida,The Carpenter,38,21,0,42,49,0.19,0.33,3.13,0.36,0.6,67,70,0,2.64,12.43333333,3.01,0.61,0.67
Clay Harvison,Bushwacker,13,6,0,43,49,0,0.48,0.66,1,1.3,73,74,0,3.29,7.583333333,3.91,0.58,0.68
Clayton Carpenter,118,7,0,0,27,49,0,0.51,2.47,0.5,2.5,66,66,0,4.5,9.116666667,2.85,0.6,0
Clifford Starks,677,13,3,0,42,49,0,0.33,1.94,1,0,72,78,0,1.94,7.75,2.49,0.58,0.6
Clint Hester,Headbussa,11,6,0,37,49,0.61,0.42,1.02,0.35,0,74,77,0,3.36,10.55,3.44,0.56,0.6
Cody Brundage,98,10,5,0,29,49,0.54,0.55,2.69,0.52,1.1,72,72,0,1.8,6.183333333,2.51,0.43,0.73
Cody Donovan,Donnybrook,8,5,0,42,49,1.67,0.59,1.67,0.28,1.7,75,74,0,5.61,4.5,5.44,0.45,0
Cody Durden,196,16,5,1,32,49,0.17,0.51,4.84,0.5,0.3,67,67,1,3.16,9.983333333,2.89,0.51,0.66
Cody Garbrandt,No Love,14,5,0,32,49,1.21,0.4,1.1,0.34,0,68,65,0,3.06,9.75,3.91,0.6,0.8
Cody Gibson,The Renegade,20,9,0,36,49,0.54,0.45,1.35,0.35,0.3,70,71,0,4.75,11.11666667,4.73,0.55,0.64
Cody McKenzie,483,16,10,0,36,49,0,0.34,2.5,0.25,2.5,72,72,3,1.74,7.716666667,2.5,0.67,0.14
Cody Pfister,The Fist,13,6,1,33,49,0,0.25,2.82,0.3,0,70,73,0,1.41,10.63333333,2.8,0.51,0
Cody Stamann,The Spartan,21,6,1,34,49,0.19,0.47,2.34,0.39,0,66,64,0,4.39,12.35,3.63,0.62,0.76
Colby Covington,Chaos,17,4,0,35,49,0.05,0.38,3.79,0.44,0.2,71,72,0,3.88,17.08333333,2.98,0.55,0.67
Cole Escovedo,Apache Kid,17,9,0,42,49,0.22,0.43,0.43,0.33,0,67,72,0,1.77,8.916666667,4.32,0.49,0.13
Cole Smith,The Cole Train,7,2,0,34,11,0,0.35,1.67,0.33,1.7,71,67,0,1.78,15,1.96,0.49,0.45
Cole Williams,Havoc,11,3,0,40,49,0,0.27,0,0,0,72,73,0,0.31,4.866666667,5.34,0.23,0.25
Collin Anglin,35,8,3,0,30,49,0,0.48,2.28,0.66,0,69,71,0,4.59,8.783333333,5.54,0.51,1
Collin Huckbody,All In,8,2,0,29,49,0,0.6,10.23,1,20.4,75,76,0,2.05,1.466666667,2.73,0.42,0
Colton Smith,663,7,4,0,36,49,0.45,0.41,4.09,0.36,1.4,72,71,0,1.64,8.25,2.3,0.51,0.25
Connor Matthews,The Controller,7,1,0,31,49,0,0.44,3.5,0.58,1,68,71,3,5.13,15,5.57,0.55,0.5
Conor McGregor,The Notorious,22,6,0,35,51,1.73,0.49,0.67,0.55,0.1,69,74,1,5.32,8.033333333,4.66,0.54,0.66
Corey Anderson,Overtime,14,5,0,34,49,0.09,0.46,4.89,0.5,0,75,79,0,4.43,10.85,2.22,0.59,0.83
Corey Hill,The Real Deal,6,9,0,45,49,0,0.46,3.02,0.8,0,76,80,0,3.57,6.633333333,1.61,0.7,1
Cortney Casey,Cast Iron,10,10,0,36,49,0,0.39,0.39,0.31,0.5,67,67,0,4.29,12.68333333,4,0.55,0.39
Cory McKenna,Poppins,8,2,0,24,81,0,0.4,2.04,0.56,0.5,63,58,0,3.01,13.21666667,3.22,0.48,0.71
Cory Sandhagen,Sandman,17,4,0,31,49,0.34,0.44,1.36,0.33,0.3,71,70,3,5.33,13.56666667,3.4,0.58,0.64
Costas Philippou,5007,13,5,0,44,49,0.67,0.35,0.4,0.42,0.3,71,73,0,2.19,11.16666667,2.73,0.54,0.65
Court McGee,The Crusher,22,12,0,39,49,0.17,0.37,1.89,0.25,0.4,71,75,0,4.63,12.85,3.68,0.6,0.69
Craig White,The Thundercat,14,9,0,33,81,0.77,0.4,0,0,0.8,74,76,0,1.23,9.766666667,3.28,0.39,0.5
Cristian Quinonez,Problema,18,4,0,27,47,0.73,0.42,0.73,1,0,68,70,0,5.23,6.883333333,5.13,0.59,0.85
Cristiane Justino,Cyborg,21,2,0,38,18,1.32,0.52,0.66,0.55,0.4,68,68,0,7.28,8.083333333,2.25,0.64,0.94
Cristiano Marcello,461,13,6,0,46,18,0,0.33,0.44,0.11,0.9,69,72,0,2.56,13.21666667,3.61,0.58,0.2
Cub Swanson,695,29,13,0,40,49,0.38,0.5,1.09,0.52,0.4,68,70,0,4.7,11.56666667,3.84,0.59,0.61
Cung Le,416,9,3,0,51,107,0.35,0.48,1.37,0.71,0.3,69,70,1,4.36,10.76666667,2.98,0.66,0.88
Curtis Blaydes,Razor,17,4,0,32,49,0.19,0.49,5.93,0.53,0,76,80,0,3.56,9.233333333,1.89,0.59,0.33
Cynthia Calvillo,109,9,6,1,36,49,0,0.38,1.8,0.44,0.8,64,64,0,4.41,12.83333333,4.12,0.64,0.77
Cyril Asker,Silverback,9,4,0,38,87,0,0.39,4.41,0.62,0.9,72,74,0,3.35,3.4,5.82,0.35,1
Cyrille Diabate,The Snake,19,10,1,50,87,0.7,0.71,1.17,0.83,0.2,78,81,1,4.06,7.1,1.78,0.6,0.53
Da Woon Jung,Sseda,15,5,1,30,7,0.57,0.43,1.9,0.5,0.2,76,78,0,3.49,9.9,3.89,0.51,0.77
DaMarques Johnson,Darkness,15,15,0,41,49,0.47,0.37,1.18,0.55,0.7,73,75,0,2.11,6.35,3.75,0.51,0.19
DaMon Blackshear,The Monster,14,6,1,29,49,0,0.47,2.34,0.37,0.8,70,72,3,4.28,11.53333333,4.09,0.48,0.66
Daermisi Zhawupasi,151,7,1,0,23,25,0,0.51,6.19,0.75,2.1,68,68,3,1.24,7.283333333,2.75,0.34,0.64
Daichi Abe,1,6,2,0,32,64,0.33,0.33,0.33,0.5,0,71,71,0,3.8,15,4.49,0.56,0
Dakota Bush,Hairy,8,4,0,29,49,0,0.38,2.4,0.33,0,70,73,0,2.77,9.4,4.42,0.41,0
Dalcha Lungiambula,Champion,11,6,0,36,113,0.21,0.45,2.14,0.45,0,68,76,0,3.07,10,3.93,0.52,0.77
Dale Hartt,303,6,3,0,44,49,0,0.35,1.22,1,2.5,70,69,0,1.14,4.083333333,1.55,0.66,0.25
Damian Grabowski,The Polish Pitbull,20,5,0,43,17,0,0.36,0,0,0,73,75,0,4,5.833333333,7.65,0.51,0
Damian Stasiak,Webster,10,6,0,33,17,0,0.36,2.64,0.35,0.6,65,70,0,1.86,12.31666667,3.1,0.52,0.43
Damien Brown,Beatdown,17,12,0,39,100,0.45,0.38,0.68,0.27,0.7,70,68,0,3.66,11.01666667,4.86,0.5,0.53
Damir Hadzovic,The Bosnian Bomber,14,7,0,37,112,0.31,0.48,0.78,0.55,0.2,69,70,0,3.36,10.73333333,3.26,0.62,0.34
Damir Ismagulov,Qazaq,24,3,0,33,71,0.14,0.42,1,0.28,0,70,74,0,3.36,15,2.44,0.61,0.7
Damon Jackson,The Leech,22,6,1,35,49,0,0.4,2.44,0.34,1.6,71,71,3,3.02,9.5,3.46,0.5,0.4
Dan Argueta,The Determined,9,1,0,30,49,0,0.47,2.54,0.5,1.9,67,68,1,2.35,11.83333333,1.9,0.52,0.6
Dan Hardy,The Outlaw,25,10,0,41,81,0.36,0.35,0.73,0.35,0.4,72,74,0,2.46,12.36666667,3.44,0.51,0.35
Dan Henderson,Hendo,32,15,0,53,49,0.71,0.47,1.52,0.52,0.3,71,74,0,2.44,11.65,2.7,0.51,0.57
Dan Hooker,The Hangman,23,12,0,33,44,0.64,0.48,0.79,0.34,0.4,72,75,3,5.08,9.983333333,4.76,0.51,0.8
Dan Ige,K,17,7,0,32,49,0.43,0.45,1.07,0.26,0.3,67,71,0,3.76,13.13333333,3.53,0.57,0.58
Daniel Barez,59,16,6,0,35,4,0.81,0.53,4.07,0.31,1.6,66,66,0,3.8,9.216666667,5.32,0.55,0.91
Daniel Cormier,DC,22,3,0,44,49,0.26,0.52,1.83,0.44,0.4,71,72,0,4.25,12.45,2.92,0.54,0.8
Daniel Jolly,The Werewolf of Texas,5,3,0,39,49,0,0.46,2.83,0.33,0,73,75,0,1.32,3.533333333,3.39,0.44,0.5
Daniel Kelly,376,13,4,0,46,34,0,0.38,1.86,0.34,0.3,72,70,1,3.62,9.666666667,4.64,0.61,0.78
Daniel Lacerda,Miojo,11,5,0,27,18,1.91,0.47,1.91,0.42,1.3,66,70,3,4.16,4.716666667,8.7,0.34,0
Daniel Marcos,Soncora,15,0,0,30,66,0.8,0.46,0.4,0.5,0,67,69,0,4.88,12.43333333,3.7,0.69,0.89
Daniel Omielanczuk,500,19,8,1,41,17,0.28,0.57,0.56,0.26,0.1,72,74,1,3.09,11.91666667,3.29,0.47,0.68
Daniel Pineda,The Pit,28,15,0,38,49,0.31,0.49,1.71,0.25,1.7,67,69,0,3.09,8.583333333,3.18,0.46,0.48
Daniel Roberts,Ninja,15,7,0,43,49,0,0.2,2.46,0.44,2.5,70,74,1,0.73,9.566666667,2.27,0.46,0.4
Daniel Rodriguez,DRod,17,4,0,37,49,0.49,0.5,0.62,0.5,0.1,73,74,1,7.3,11.03333333,5.28,0.56,0.63
Daniel Santos,Willycat,12,2,0,28,18,0.38,0.37,1.9,0.5,0,67,67,0,4.26,13.15,5.12,0.5,0.73
Daniel Spitz,Daddy Long Legs,6,3,0,33,49,0,0.35,0.74,0.66,0,79,82,0,2.6,10.1,5.3,0.46,0
Daniel Spohn,Dragon,15,6,0,39,49,0,0.49,0,0,2.5,76,79,1,2.42,9.083333333,1.6,0.53,0.28
Daniel Swain,694,20,10,1,33,49,0,0.44,0,0,6,69,70,0,0.8,5,3.2,0.4,0
Daniel Teymur,Kid Dynamite,7,4,0,36,45,0,0.46,0.56,0.18,0.3,65,69,0,3.08,10.73333333,3.93,0.56,0.6
Daniel Zellhuber,Golden Boy,14,1,0,24,47,0.28,0.39,0.28,0.33,0.3,73,77,3,5.26,13.36666667,4.79,0.53,0.94
Danielle Taylor,Dynamite,9,4,0,34,49,0,0.29,0.2,0.2,0.2,60,60,0,2.75,15,3.31,0.71,0.7
Danilo Belluardo,Caterpillar,12,5,0,29,0,0,0.61,3.5,1,0,72,74,1,1.52,4.283333333,4.79,0.41,0.5
Danilo Marques,465,11,4,0,38,18,0,0.79,3.93,0.28,0.8,78,77,0,1.44,9.533333333,2.52,0.52,0
Danny Barlow,LeftHandGod,7,0,0,28,49,0,0.57,0,0,0,74,79,1,12.15,1.316666667,5.32,0.61,0
Danny Castillo,Last Call,17,10,0,44,49,0.19,0.42,2.95,0.38,0.2,69,71,0,2.57,10.88333333,1.96,0.62,0.63
Danny Chavez,The Colombian Warrior,11,5,1,36,49,0,0.38,1.95,0.6,0,68,67,0,2.86,11.55,3.83,0.5,0.87
Danny Downes,Danny Boy,8,3,0,37,49,0,0.34,0,0,0.5,72,72,0,1.66,14.03333333,3.53,0.37,0.37
Danny Henry,The Hatchet,12,4,0,35,81,1.49,0.51,0.74,0.33,2.2,72,73,0,5.2,5.05,4.16,0.45,0.5
Danny Martinez,The Gremlin,21,8,0,38,49,0.2,0.28,3,0.45,0,66,67,0,2.73,15,3.77,0.63,0.36
Danny Roberts,Hot Chocolate,18,8,0,36,81,0.35,0.39,0.24,0.09,0.2,73,74,1,3.18,9.083333333,3.73,0.5,0.57
Danny Sabatello,Italian Gangster,9,1,0,30,49,0,0.57,3,0.75,1,70,71,0,2.07,15,0.2,0.25,1
Danny Silva,El Puma,8,1,0,27,49,1,0.64,2,0.66,0,71,70,3,13.6,15,13.13,0.59,1
Danyelle Wolf,768,1,1,0,40,49,0,0.25,0,0,0.5,71,70,0,2.37,15,4.57,0.47,0.77
Darian Weeks,757,5,3,0,30,49,0,0.51,2,0.3,0,71,72,0,4.49,15,4.56,0.51,1
Darko Stosic,683,13,4,0,31,22,0,0.45,3.42,0.5,0,72,76,0,2.61,12.05,4.04,0.58,0.83
Daron Cruickshank,Detroit Superstar,18,10,0,38,49,0.57,0.38,2.04,0.41,0.2,68,72,3,2.88,10.18333333,2.98,0.57,0.6
Darrell Horcher,The Saint,13,4,0,36,49,0,0.44,0.35,0.5,0.7,70,70,1,2.05,10.86666667,4.21,0.39,0.47
Darren Elkins,The Damage,28,11,0,39,49,0.09,0.38,2.85,0.35,1.1,70,71,0,3.44,11.83333333,3.27,0.52,0.56
Darren Stewart,The Dentist,12,8,0,33,81,0.23,0.45,1.75,0.45,0.1,72,74,0,3.05,9.166666667,3.29,0.48,0.67
Darren Till,The Gorilla,18,5,1,31,81,0.46,0.46,0.55,0.46,0,72,74,1,2.3,13.6,3.31,0.56,0.69
Darren Uyenoyama,BC,10,6,0,44,49,0,0.39,1.42,0.33,0.7,66,65,0,1.34,10.11666667,2.21,0.66,0.35
Darrius Flowers,Beast Mode,12,6,1,29,49,0,0.56,1.7,0.33,0,69,71,0,4.19,4.416666667,7.02,0.4,1
Dave Herman,308,22,6,0,39,49,1,0.6,1.49,1,0,76,77,0,4.98,5.033333333,3.78,0.48,0.58
Davey Grant,Dangerous,15,7,0,38,81,0.42,0.42,1.26,0.41,0.2,68,69,0,4.77,11.86666667,3.82,0.55,0.61
Davi Ramos,Tasmanian Devil,10,4,0,37,18,0,0.37,1.95,0.4,0.6,66,70,0,2.64,11,3.44,0.56,0.83
David Bielkheden,71,24,12,0,44,45,0,0.57,2.65,0.63,0,70,71,0,1.11,9.916666667,1.64,0.54,0.14
David Branch,91,22,6,0,42,49,0.18,0.39,2.55,0.32,0,73,78,0,1.66,9.15,1.91,0.56,0.43
David Dvorak,Undertaker,20,6,0,31,114,0,0.43,0.58,0.3,0.2,65,68,0,3.48,12.88333333,3.29,0.59,0.7
David Heath,305,18,7,0,47,49,0,0.3,0.33,0.5,1,71,72,0,1.48,9.183333333,5.16,0.49,0.57
David Loiseau,The Crow,23,11,0,44,11,0.57,0.44,0.43,0.42,0.1,72,76,0,1.59,11.6,3.64,0.43,0.36
David Onama,501,11,2,0,29,39,0.87,0.46,0.87,0.18,0.3,71,74,0,5.38,10.36666667,5.48,0.51,0.45
David Teymur,714,8,2,0,34,45,0.71,0.43,0.94,0.33,0,69,73,1,4.69,10.63333333,3.53,0.55,0.77
David Zawada,Sagat,17,7,0,33,76,0.24,0.41,0.97,0.33,1.7,72,75,0,3.84,12.38333333,4.54,0.55,0.57
DeAnna Bennett,The Argentine Assassin,8,3,1,39,49,0,0.58,0,0,1,64,68,0,3.13,15,3.27,0.58,0
Dean Barry,The Sniper,4,2,0,31,100,3.88,0.4,0,0,0,70,72,0,9.31,3.866666667,4.66,0.51,1
Dean Lister,The Boogeyman,13,7,0,47,49,0,0.35,1.58,0.15,1.1,73,75,0,1.26,11.03333333,1.89,0.61,0.5
Deiveson Figueiredo,Deus da Guerra,22,3,1,36,18,0.91,0.55,1.65,0.44,1.6,65,68,0,3.08,12.13333333,3.46,0.51,0.58
Demetrious Johnson,Mighty Mouse,27,3,1,37,49,0.16,0.54,3.35,0.56,0.5,63,66,0,3.43,17.93333333,1.66,0.67,0.65
Demian Maia,455,28,11,0,46,18,0.04,0.43,2.49,0.24,1,73,72,1,1.8,12.41666667,2.07,0.63,0.61
Denis Kang,366,35,16,2,46,87,0.44,0.35,2.51,0.65,1.2,71,77,0,2.27,11.33333333,1.65,0.67,0.38
Denis Tiuliulin,721,10,9,0,35,71,0.94,0.41,0,0,0,73,77,0,4.5,6.4,6.15,0.36,0.73
Denise Gomes,Dee,8,3,0,24,18,0.57,0.48,1.13,0.33,0.8,62,63,0,4.81,10.6,3.66,0.49,0.47
Dennis Bermudez,The Menace,17,9,0,37,49,0.38,0.46,3.89,0.4,1.1,66,66,0,4.42,11.58333333,3.07,0.59,0.82
Dennis Buzukja,The Great,8,4,0,26,49,0.33,0.43,0.98,0.3,0.3,69,70,3,3.3,11.45,4.93,0.4,0.73
Dennis Hallman,Superman,53,20,2,48,49,0.18,0.44,1.79,0.3,2.1,69,72,0,1.12,7.466666667,1.96,0.43,0.25
