redCorner,blueCorner,winner,redCorner_wins,blueCorner_wins,redCorner_losses,blueCorner_losses,redCorner_draws,blueCorner_draws,redCorner_age,blueCorner_age,redCorner_nation,blueCorner_nation,redCorner_knockdowns,blueCorner_knockdowns,redCorner_sig_str_percentage,blueCorner_sig_str_percentage,redCorner_takedowns,blueCorner_takedowns,redCorner_takedown_percentage,blueCorner_takedown_percentage,redCorner_subs_attempted,blueCorner_subs_attempted,redCorner_height,blueCorner_height,redCorner_reach,blueCorner_reach,redCorner_stance,blueCorner_stance,redCorner_sig_str_landed_per_minute,blueCorner_sig_str_landed_per_minute,redCorner_fightTime,blueCorner_fightTime,redCorner_sig_str_absorbed_per_minute,blueCorner_sig_str_absorbed_per_minute,redCorner_sig_str_defense,blueCorner_sig_str_defense,redCorner_takedown_defense,blueCorner_takedown_defense
0,1,0,14.0,16.0,9.0,12.0,0.0,0.0,38.0,34.0,49.0,49.0,0.0,0.28,0.5,0.45,1.35,0.09,0.26,0.5,0.5,0.0,72.0,76.0,75.0,78.0,0.0,0.0,6.55,6.04,7.4,10.683333333333334,6.32,6.65,0.51,0.52,0.66,0.74
0,1,1,13.0,10.0,10.0,3.0,0.0,0.0,33.0,28.0,49.0,16.0,0.41,0.0,0.37,0.51,0.62,6.63,0.15,0.48,0.2,1.9,67.0,68.0,70.0,69.0,1.0,0.0,2.13,2.05,12.066666666666666,12.833333333333334,4.29,0.88,0.39,0.58,0.6,0.83
0,1,0,14.0,16.0,3.0,7.0,0.0,0.0,41.0,32.0,49.0,49.0,0.13,0.0,0.47,0.46,3.0,1.55,0.54,0.52,0.2,0.0,70.0,70.0,72.0,71.0,0.0,0.0,3.56,3.83,12.0,12.066666666666666,2.5,3.37,0.58,0.56,0.23,0.63
0,1,0,27.0,15.0,5.0,7.0,0.0,0.0,33.0,31.0,18.0,49.0,0.35,0.64,0.49,0.43,2.2,0.43,0.48,0.66,1.0,1.5,65.0,69.0,67.0,68.0,0.0,1.0,4.32,3.8,12.166666666666666,8.783333333333333,3.9,3.05,0.5,0.45,0.67,0.4
0,1,0,9.0,16.0,3.0,7.0,0.0,1.0,29.0,33.0,49.0,49.0,0.43,0.64,0.37,0.5,0.43,0.64,0.66,0.17,0.0,0.2,70.0,71.0,70.0,73.0,0.0,0.0,3.86,5.16,13.833333333333334,14.15,4.86,3.65,0.57,0.6,0.75,0.44
0,1,0,24.0,8.0,15.0,3.0,0.0,0.0,37.0,34.0,49.0,49.0,0.35,0.0,0.41,0.47,1.74,1.2,0.41,0.42,0.7,0.8,66.0,72.0,66.0,73.0,3.0,1.0,3.39,1.31,8.1,9.383333333333333,4.64,2.96,0.54,0.4,0.6,0.54
0,1,1,4.0,10.0,1.0,1.0,0.0,0.0,32.0,30.0,45.0,18.0,0.0,1.29,0.46,0.44,0.0,0.0,0.0,0.0,1.1,0.0,69.0,62.0,74.0,67.0,0.0,1.0,6.84,7.22,8.966666666666667,11.633333333333333,6.96,5.85,0.62,0.52,0.78,0.7
0,1,0,11.0,7.0,5.0,4.0,0.0,0.0,35.0,29.0,49.0,49.0,0.27,0.0,0.56,0.4,1.78,0.0,0.4,0.0,0.4,0.0,70.0,73.0,73.0,74.0,0.0,1.0,2.62,1.35,12.133333333333333,6.483333333333333,3.3,4.89,0.35,0.38,0.48,0.0
0,1,1,12.0,14.0,5.0,5.0,0.0,0.0,29.0,26.0,49.0,6.0,0.0,0.38,0.44,0.46,1.39,0.0,0.29,0.0,0.9,0.4,74.0,75.0,73.0,75.0,0.0,0.0,3.05,6.97,8.65,13.183333333333334,3.12,4.36,0.52,0.57,0.52,0.85
0,1,1,6.0,10.0,4.0,4.0,0.0,0.0,34.0,31.0,100.0,49.0,0.0,0.0,0.53,0.41,0.72,1.9,1.0,0.66,0.0,2.4,73.0,70.0,72.0,72.0,3.0,0.0,6.69,2.47,6.916666666666667,7.916666666666667,5.44,4.08,0.52,0.5,0.7,0.58
0,1,1,27.0,12.0,12.0,2.0,0.0,0.0,38.0,33.0,49.0,87.0,0.53,0.29,0.5,0.6,0.53,0.58,0.26,0.21,0.0,0.5,75.0,76.0,79.0,81.0,0.0,0.0,2.43,5.49,9.083333333333334,14.166666666666666,2.48,2.19,0.4,0.63,0.53,0.5
0,1,1,18.0,22.0,7.0,9.0,0.0,1.0,36.0,32.0,49.0,49.0,0.09,0.74,0.4,0.52,3.33,1.04,0.5,0.6,1.0,0.7,73.0,71.0,75.0,75.0,1.0,0.0,1.87,5.17,9.5,10.116666666666667,1.7,5.15,0.54,0.52,0.6,0.62
0,1,0,13.0,16.0,6.0,13.0,0.0,0.0,34.0,39.0,49.0,49.0,0.07,0.13,0.48,0.5,0.66,0.73,0.14,0.34,0.1,0.1,61.0,63.0,60.0,64.0,0.0,0.0,4.74,5.44,13.733333333333333,14.516666666666667,3.59,4.94,0.61,0.61,0.61,0.75
0,1,0,21.0,16.0,7.0,4.0,1.0,1.0,26.0,32.0,25.0,49.0,0.63,0.0,0.42,0.42,0.63,1.09,0.58,0.35,0.2,0.4,68.0,67.0,67.0,68.0,0.0,1.0,4.38,4.85,12.783333333333331,13.8,3.73,4.67,0.57,0.58,0.73,0.61
0,1,1,31.0,12.0,15.0,3.0,1.0,0.0,37.0,30.0,49.0,14.0,0.26,0.29,0.52,0.51,1.2,0.29,0.37,0.4,0.3,0.0,70.0,68.0,71.0,71.0,0.0,3.0,6.14,4.9,11.266666666666667,11.683333333333334,3.74,4.97,0.62,0.49,0.74,0.89
0,1,1,16.0,14.0,7.0,8.0,0.0,0.0,38.0,41.0,17.0,49.0,0.0,0.0,0.43,0.31,0.36,1.32,0.26,0.21,0.2,0.6,63.0,65.0,64.0,67.0,0.0,0.0,5.92,2.52,13.033333333333331,11.383333333333333,5.55,4.75,0.59,0.46,0.74,0.36
0,1,0,19.0,12.0,6.0,6.0,0.0,0.0,30.0,32.0,118.0,8.0,1.09,0.55,0.54,0.39,0.65,1.37,0.37,0.27,0.4,0.3,65.0,67.0,68.0,73.0,1.0,1.0,5.12,3.74,11.466666666666669,6.083333333333333,4.51,4.41,0.59,0.45,0.77,0.68
0,1,1,9.0,8.0,6.0,2.0,0.0,2.0,33.0,27.0,49.0,18.0,0.0,0.3,0.39,0.48,1.6,1.18,0.27,0.21,0.0,0.3,65.0,65.0,64.0,69.0,0.0,0.0,3.27,3.98,9.35,12.683333333333334,4.7,3.13,0.46,0.54,0.71,0.63
0,1,1,18.0,28.0,11.0,6.0,0.0,0.0,39.0,32.0,8.0,49.0,0.61,0.28,0.48,0.41,0.54,0.85,0.38,0.64,0.1,0.2,72.0,73.0,79.0,76.0,0.0,0.0,3.23,5.91,10.316666666666666,15.2,3.85,4.33,0.54,0.62,0.64,0.77
0,1,0,7.0,6.0,3.0,5.0,0.0,0.0,28.0,28.0,49.0,18.0,0.25,0.0,0.5,0.53,0.25,0.74,0.33,0.37,0.2,0.5,63.0,65.0,63.0,67.0,3.0,0.0,4.93,4.89,12.2,12.2,2.57,3.77,0.64,0.66,0.66,0.65
0,1,1,12.0,23.0,6.0,9.0,0.0,0.0,31.0,30.0,76.0,49.0,0.0,0.22,0.48,0.49,0.66,0.67,1.0,1.0,0.7,0.2,73.0,72.0,74.0,77.0,3.0,0.0,2.12,5.08,7.55,11.216666666666669,2.25,6.68,0.49,0.48,0.55,0.65
0,1,1,8.0,8.0,3.0,2.0,0.0,0.0,30.0,32.0,49.0,67.0,0.0,0.25,0.48,0.61,2.28,0.0,0.66,0.0,0.0,0.0,69.0,69.0,71.0,70.0,0.0,1.0,4.59,5.28,8.783333333333333,11.766666666666667,5.54,3.06,0.51,0.58,1.0,0.72
0,1,1,18.0,19.0,11.0,9.0,0.0,0.0,34.0,37.0,49.0,49.0,0.42,0.46,0.48,0.44,0.14,6.9,0.22,0.48,0.3,0.9,72.0,70.0,72.0,70.0,1.0,0.0,5.53,2.15,11.85,5.433333333333334,4.74,2.54,0.44,0.52,0.49,1.0
0,1,0,15.0,16.0,5.0,3.0,0.0,0.0,37.0,29.0,49.0,49.0,0.0,0.0,0.57,0.42,0.21,3.61,0.5,0.44,0.0,0.3,68.0,67.0,68.0,70.0,0.0,0.0,6.18,4.19,9.75,14.266666666666667,4.96,4.21,0.52,0.61,0.65,0.79
0,1,0,11.0,8.0,10.0,9.0,0.0,0.0,38.0,36.0,49.0,49.0,0.0,0.09,0.43,0.39,1.02,1.09,0.36,0.27,0.3,0.6,63.0,67.0,65.0,69.0,1.0,1.0,2.97,3.42,12.9,15.0,4.23,4.13,0.52,0.47,0.9,0.66
0,1,1,10.0,4.0,8.0,4.0,0.0,0.0,34.0,31.0,49.0,16.0,0.71,0.0,0.39,0.4,0.28,0.0,0.22,0.0,0.4,0.5,65.0,65.0,68.0,65.0,0.0,1.0,2.88,3.65,11.816666666666666,7.883333333333333,3.65,3.04,0.58,0.64,0.72,1.0
0,1,0,10.0,8.0,4.0,2.0,0.0,0.0,33.0,29.0,49.0,49.0,0.64,0.0,0.52,0.53,0.85,1.92,0.4,0.4,0.4,0.0,75.0,71.0,80.0,71.0,0.0,3.0,3.94,2.77,11.716666666666669,11.75,4.32,4.02,0.54,0.44,0.59,0.61
0,1,1,17.0,18.0,4.0,5.0,0.0,0.0,31.0,37.0,49.0,49.0,0.34,0.61,0.44,0.41,1.36,1.56,0.33,0.3,0.3,0.8,71.0,66.0,70.0,67.0,3.0,0.0,5.33,5.09,13.566666666666666,12.266666666666667,3.4,3.47,0.58,0.62,0.64,0.77
0,1,1,11.0,21.0,2.0,5.0,0.0,0.0,28.0,28.0,49.0,18.0,0.57,0.16,0.46,0.42,2.87,0.65,0.46,0.23,0.6,0.2,68.0,68.0,72.0,69.0,0.0,0.0,5.36,4.14,11.183333333333334,11.55,3.36,5.01,0.61,0.48,0.7,0.77
0,1,1,14.0,13.0,5.0,2.0,0.0,0.0,26.0,25.0,49.0,49.0,0.0,0.0,0.46,0.52,2.41,1.14,0.48,0.35,0.5,0.1,63.0,65.0,65.0,65.0,1.0,3.0,3.71,4.6,12.433333333333334,11.916666666666666,2.62,2.72,0.59,0.54,0.42,0.45
0,1,0,16.0,6.0,5.0,4.0,0.0,0.0,30.0,29.0,49.0,49.0,1.79,1.69,0.39,0.46,0.0,0.0,0.0,0.0,0.0,0.0,67.0,69.0,70.0,73.0,0.0,3.0,6.15,6.53,6.283333333333333,4.433333333333334,5.73,7.58,0.57,0.58,1.0,0.5
0,1,1,9.0,23.0,4.0,5.0,0.0,0.0,31.0,28.0,49.0,49.0,0.99,0.49,0.45,0.54,0.79,1.36,0.4,0.47,0.0,1.7,71.0,74.0,72.0,75.0,1.0,0.0,3.96,3.87,9.5,8.666666666666666,4.55,3.6,0.48,0.46,0.33,0.58
0,1,0,12.0,14.0,4.0,5.0,0.0,0.0,28.0,35.0,71.0,49.0,0.0,0.34,0.53,0.5,1.09,1.02,0.31,0.17,1.7,0.7,75.0,71.0,75.0,72.0,0.0,0.0,4.55,3.25,13.733333333333333,11.0,3.76,2.98,0.58,0.59,0.72,0.59
0,1,0,7.0,9.0,5.0,6.0,0.0,0.0,32.0,33.0,49.0,49.0,0.35,0.28,0.46,0.5,1.21,1.11,0.3,0.5,1.9,0.0,74.0,73.0,74.0,75.0,3.0,1.0,2.94,5.83,7.883333333333333,8.983333333333333,4.25,5.46,0.49,0.35,0.36,0.85
0,1,0,18.0,17.0,6.0,9.0,0.0,0.0,34.0,36.0,49.0,49.0,0.12,0.12,0.36,0.4,0.49,0.36,0.3,0.75,0.4,0.1,67.0,68.0,70.0,75.0,1.0,1.0,4.38,4.28,12.266666666666667,14.033333333333331,3.1,4.87,0.68,0.51,0.95,0.72
0,1,0,8.0,7.0,7.0,4.0,0.0,0.0,38.0,31.0,49.0,49.0,0.11,0.19,0.43,0.49,1.9,0.58,0.44,0.6,0.3,0.0,64.0,63.0,67.0,63.0,0.0,0.0,4.3,2.66,13.45,11.0,3.43,3.06,0.57,0.52,0.66,0.42
0,1,0,15.0,6.0,8.0,4.0,0.0,0.0,27.0,31.0,24.0,49.0,0.19,0.0,0.42,0.47,0.97,0.66,0.62,0.12,0.0,0.2,67.0,64.0,68.0,61.0,0.0,0.0,6.59,5.19,12.95,11.366666666666667,6.43,4.67,0.51,0.5,0.69,0.54
0,1,1,9.0,20.0,8.0,9.0,1.0,0.0,46.0,37.0,49.0,49.0,0.0,0.06,0.41,0.45,0.62,2.02,0.63,0.31,0.8,1.3,66.0,66.0,68.0,65.0,0.0,0.0,3.2,2.62,13.1,12.716666666666669,3.52,2.98,0.59,0.51,0.5,0.55
0,1,1,28.0,23.0,19.0,2.0,0.0,0.0,37.0,33.0,49.0,17.0,0.69,0.16,0.4,0.5,1.16,4.36,0.38,0.3,0.4,0.2,69.0,70.0,71.0,70.0,0.0,1.0,3.17,2.97,11.45,11.616666666666667,3.05,3.17,0.58,0.6,0.65,0.9
0,1,0,9.0,15.0,2.0,5.0,0.0,0.0,34.0,32.0,18.0,49.0,0.0,0.22,0.54,0.44,3.7,2.4,0.26,0.4,1.4,0.7,72.0,72.0,73.0,75.0,0.0,0.0,3.36,3.49,8.783333333333333,9.816666666666666,4.84,3.29,0.48,0.48,1.0,0.46
0,1,1,23.0,18.0,12.0,5.0,0.0,0.0,35.0,35.0,47.0,49.0,0.48,0.26,0.41,0.57,0.24,1.31,0.5,0.23,1.0,1.2,68.0,70.0,71.0,70.0,1.0,0.0,4.92,7.71,8.866666666666667,11.45,4.26,5.61,0.62,0.43,0.55,0.63
0,1,0,17.0,11.0,4.0,4.0,0.0,0.0,37.0,28.0,49.0,49.0,0.49,0.0,0.5,0.55,0.62,4.3,0.5,0.43,0.1,3.1,73.0,71.0,74.0,71.0,1.0,0.0,7.3,3.83,11.033333333333331,12.2,5.28,3.18,0.56,0.51,0.63,0.8
0,1,0,13.0,10.0,3.0,4.0,1.0,0.0,36.0,31.0,18.0,47.0,0.82,0.0,0.55,0.27,0.82,2.05,0.55,0.83,0.8,0.8,64.0,60.0,65.0,61.0,1.0,1.0,3.54,0.79,9.183333333333334,9.133333333333333,4.66,4.96,0.42,0.37,0.55,0.33
0,1,1,13.0,14.0,5.0,8.0,1.0,0.0,34.0,33.0,18.0,11.0,0.0,0.0,0.61,0.45,2.51,1.72,0.75,0.35,0.4,1.0,66.0,67.0,68.0,71.0,1.0,3.0,2.04,2.5,8.966666666666667,6.216666666666667,2.59,2.0,0.61,0.43,0.76,0.26
0,1,0,29.0,22.0,8.0,6.0,0.0,0.0,35.0,35.0,49.0,51.0,0.63,1.73,0.5,0.49,1.36,0.67,0.36,0.55,1.2,0.1,69.0,69.0,72.0,74.0,1.0,1.0,5.49,5.32,9.966666666666669,8.033333333333333,4.3,4.66,0.53,0.54,0.63,0.66
0,1,0,22.0,17.0,6.0,7.0,0.0,1.0,37.0,40.0,18.0,49.0,0.24,0.51,0.48,0.46,1.95,0.26,0.35,0.41,0.5,0.0,70.0,72.0,71.0,75.0,0.0,0.0,3.36,4.11,12.1,14.616666666666667,3.34,3.03,0.54,0.54,0.47,0.65
0,1,0,15.0,7.0,6.0,5.0,0.0,0.0,30.0,35.0,34.0,49.0,1.24,0.59,0.49,0.5,0.0,0.2,0.0,0.33,0.0,0.0,74.0,77.0,75.0,80.0,1.0,0.0,3.98,4.79,6.9,6.316666666666666,4.98,3.31,0.43,0.55,0.54,0.64
0,1,0,15.0,14.0,7.0,8.0,0.0,0.0,35.0,34.0,47.0,71.0,0.24,0.0,0.4,0.56,0.16,1.11,0.5,0.53,0.2,0.1,69.0,66.0,68.0,68.0,0.0,0.0,5.24,4.16,14.633333333333333,12.066666666666666,6.33,3.03,0.57,0.5,0.76,0.42
0,1,1,32.0,19.0,14.0,10.0,0.0,0.0,39.0,38.0,49.0,49.0,0.39,0.62,0.39,0.49,0.59,1.48,0.46,0.41,1.0,0.3,74.0,71.0,75.0,76.0,0.0,0.0,3.66,4.09,12.166666666666666,12.833333333333334,2.67,3.94,0.55,0.57,0.38,0.69
0,1,1,15.0,29.0,7.0,11.0,0.0,0.0,34.0,30.0,49.0,18.0,0.58,0.43,0.42,0.53,0.7,1.56,0.2,0.55,0.7,0.6,72.0,73.0,76.0,73.0,0.0,0.0,5.46,5.09,8.033333333333333,11.75,5.6,3.74,0.48,0.58,0.64,0.94
0,1,1,9.0,14.0,2.0,0.0,0.0,0.0,38.0,27.0,49.0,76.0,0.44,0.97,0.5,0.46,0.22,2.19,0.09,0.56,2.2,1.5,70.0,67.0,70.0,69.0,1.0,0.0,2.38,4.44,11.266666666666667,10.283333333333331,1.33,3.05,0.65,0.67,0.0,0.92
0,1,1,16.0,21.0,5.0,2.0,0.0,0.0,31.0,30.0,49.0,48.0,0.35,0.75,0.53,0.5,1.27,3.0,0.55,0.51,0.3,0.8,72.0,73.0,74.0,76.0,0.0,3.0,2.97,6.49,10.8,11.45,2.09,4.77,0.59,0.55,0.71,0.4
0,1,0,21.0,15.0,10.0,11.0,1.0,0.0,35.0,37.0,18.0,49.0,0.0,0.0,0.38,0.37,0.42,0.58,0.27,0.4,0.1,0.5,64.0,66.0,64.0,66.0,0.0,0.0,4.35,3.86,14.95,14.5,4.52,4.19,0.55,0.55,0.58,0.57
0,1,1,21.0,20.0,6.0,9.0,1.0,0.0,36.0,36.0,71.0,49.0,0.17,0.2,0.34,0.43,2.58,0.81,0.45,0.26,0.2,0.0,72.0,73.0,73.0,74.0,0.0,0.0,2.97,3.38,12.016666666666667,12.9,2.84,3.03,0.55,0.56,0.65,0.82
0,1,0,12.0,37.0,2.0,10.0,0.0,0.0,33.0,35.0,87.0,71.0,0.29,0.28,0.6,0.57,0.58,0.49,0.21,0.63,0.5,0.2,76.0,79.0,81.0,80.0,0.0,0.0,5.49,5.1,14.166666666666666,12.716666666666669,2.19,3.0,0.63,0.54,0.5,0.73
0,1,0,21.0,26.0,10.0,17.0,1.0,0.0,32.0,40.0,11.0,49.0,0.27,0.43,0.52,0.47,0.0,1.15,0.0,0.38,0.0,0.5,74.0,75.0,75.0,80.0,0.0,1.0,4.7,2.71,10.983333333333333,9.5,2.75,3.14,0.58,0.46,0.63,0.66
0,1,1,17.0,18.0,5.0,3.0,0.0,0.0,36.0,34.0,18.0,71.0,0.6,0.29,0.51,0.53,1.8,1.73,0.37,0.4,0.4,0.3,67.0,66.0,67.0,67.0,0.0,0.0,5.38,5.19,12.516666666666667,13.0,5.03,3.33,0.61,0.45,0.9,0.55
0,1,0,33.0,23.0,15.0,4.0,1.0,1.0,39.0,39.0,49.0,58.0,0.58,0.09,0.49,0.43,1.16,1.11,0.42,0.3,0.2,0.1,74.0,71.0,75.0,74.0,0.0,0.0,5.1,4.03,10.133333333333333,13.533333333333331,3.65,3.43,0.6,0.52,0.65,0.6
0,1,0,12.0,11.0,4.0,4.0,0.0,0.0,31.0,38.0,49.0,18.0,0.41,0.0,0.46,0.79,0.68,3.93,0.5,0.28,0.3,0.8,77.0,78.0,83.0,77.0,1.0,0.0,4.86,1.44,9.166666666666666,9.533333333333331,4.27,2.52,0.51,0.52,0.8,0.0
0,1,0,18.0,26.0,0.0,4.0,0.0,0.0,29.0,42.0,16.0,18.0,0.3,0.18,0.61,0.47,1.49,3.94,0.29,0.36,1.8,0.6,73.0,66.0,77.0,67.0,0.0,0.0,4.12,2.38,8.366666666666667,12.233333333333333,2.41,2.51,0.51,0.57,1.0,0.47
0,1,1,15.0,12.0,7.0,3.0,0.0,1.0,33.0,37.0,18.0,49.0,0.31,0.78,0.48,0.45,1.35,3.89,0.5,0.43,0.9,1.2,71.0,69.0,72.0,74.0,0.0,3.0,3.25,2.52,9.616666666666667,7.7,4.21,1.14,0.5,0.47,0.8,1.0
0,1,0,16.0,18.0,7.0,14.0,0.0,0.0,35.0,39.0,17.0,49.0,0.2,0.6,0.55,0.38,0.0,0.6,0.0,0.5,0.0,0.0,75.0,73.0,74.0,73.0,0.0,0.0,5.39,3.66,9.3,4.183333333333334,3.25,7.24,0.53,0.36,0.54,1.0
0,1,0,9.0,11.0,3.0,8.0,0.0,2.0,35.0,30.0,49.0,72.0,0.27,0.0,0.43,0.4,0.54,0.91,0.33,0.3,0.3,1.4,67.0,67.0,68.0,66.0,0.0,0.0,2.59,2.81,11.183333333333334,9.45,2.86,4.56,0.5,0.44,0.5,0.62
0,1,0,14.0,16.0,8.0,8.0,0.0,0.0,37.0,34.0,49.0,49.0,0.0,0.75,0.36,0.44,1.67,0.75,0.35,0.4,1.0,1.1,69.0,67.0,69.0,68.0,3.0,0.0,3.08,3.34,13.8,8.033333333333333,3.86,5.33,0.47,0.62,0.38,0.2
0,1,1,15.0,14.0,8.0,7.0,0.0,0.0,36.0,37.0,49.0,112.0,0.98,0.31,0.37,0.48,0.33,0.78,0.5,0.55,0.7,0.2,70.0,69.0,75.0,70.0,0.0,0.0,4.36,3.36,8.466666666666667,10.733333333333333,5.67,3.26,0.47,0.62,0.73,0.34
0,1,0,17.0,17.0,8.0,7.0,0.0,0.0,36.0,32.0,7.0,49.0,0.43,0.43,0.41,0.45,0.7,1.07,0.44,0.26,0.6,0.3,67.0,67.0,72.0,71.0,0.0,0.0,3.93,3.76,12.333333333333334,13.133333333333333,4.52,3.53,0.52,0.57,0.72,0.58
0,1,1,60.0,16.0,17.0,4.0,1.0,0.0,46.0,29.0,71.0,38.0,0.26,0.0,0.48,0.49,1.82,4.56,0.46,0.64,1.9,0.5,74.0,75.0,80.0,78.0,0.0,0.0,3.29,3.54,6.8,8.083333333333334,3.8,3.79,0.44,0.49,0.37,0.7
0,1,0,21.0,15.0,8.0,7.0,1.0,0.0,31.0,38.0,10.0,81.0,0.63,0.42,0.5,0.42,0.58,1.26,0.39,0.41,0.9,0.2,68.0,68.0,70.0,69.0,3.0,0.0,4.37,4.77,12.9,11.866666666666667,5.16,3.82,0.51,0.55,0.7,0.61
0,1,1,28.0,11.0,12.0,6.0,0.0,0.0,34.0,31.0,49.0,7.0,0.26,0.73,0.48,0.38,1.66,0.87,0.46,0.54,0.6,0.0,73.0,72.0,74.0,74.0,1.0,0.0,6.22,3.48,8.383333333333333,11.466666666666669,6.35,3.02,0.47,0.47,0.61,0.69
0,1,1,18.0,23.0,8.0,10.0,0.0,0.0,27.0,34.0,18.0,18.0,0.0,0.44,0.51,0.51,1.55,1.09,0.2,0.27,0.8,0.0,72.0,72.0,72.0,74.0,0.0,0.0,3.23,4.43,10.733333333333333,8.583333333333334,4.17,5.33,0.45,0.43,0.42,0.73
0,1,0,26.0,17.0,19.0,9.0,0.0,0.0,43.0,35.0,49.0,49.0,0.6,0.32,0.55,0.39,1.68,1.26,0.46,0.34,1.3,0.6,72.0,74.0,75.0,75.0,0.0,0.0,3.76,3.12,9.216666666666669,8.666666666666666,2.92,3.88,0.55,0.58,0.63,0.73
0,1,0,14.0,11.0,3.0,7.0,0.0,0.0,29.0,31.0,49.0,49.0,0.83,1.27,0.39,0.43,0.0,1.02,0.0,0.57,0.0,0.4,72.0,73.0,77.0,75.0,0.0,3.0,5.77,3.78,10.283333333333331,11.816666666666666,5.33,4.21,0.42,0.54,0.8,0.45
0,1,0,15.0,15.0,7.0,8.0,0.0,2.0,34.0,37.0,49.0,49.0,0.4,0.0,0.48,0.53,0.99,0.38,0.33,0.5,0.2,0.4,76.0,70.0,79.0,72.0,0.0,0.0,4.54,3.28,9.483333333333333,13.116666666666667,4.81,4.9,0.41,0.56,0.46,0.53
0,1,1,13.0,22.0,5.0,8.0,0.0,2.0,34.0,34.0,18.0,49.0,0.3,0.41,0.41,0.43,0.45,0.55,0.6,0.13,0.7,0.4,68.0,72.0,69.0,70.0,1.0,1.0,3.61,3.94,10.1,10.983333333333333,4.51,4.1,0.54,0.51,0.64,0.68
0,1,0,24.0,19.0,3.0,7.0,0.0,1.0,34.0,30.0,69.0,0.0,0.67,0.06,0.48,0.45,0.05,1.66,0.14,0.45,0.1,0.5,76.0,72.0,80.0,74.0,3.0,1.0,3.93,4.56,18.266666666666666,16.916666666666668,3.11,4.24,0.56,0.56,0.77,0.69
0,1,0,22.0,22.0,3.0,13.0,0.0,0.0,32.0,38.0,8.0,49.0,0.26,0.16,0.53,0.45,1.25,1.05,0.34,0.3,0.4,1.3,74.0,72.0,74.0,76.0,1.0,1.0,2.75,4.57,16.916666666666668,11.583333333333334,2.34,3.77,0.54,0.52,0.7,0.41
0,1,0,17.0,12.0,7.0,1.0,1.0,0.0,36.0,32.0,81.0,49.0,0.11,0.72,0.46,0.54,1.76,0.0,0.22,0.0,1.6,0.0,75.0,76.0,76.0,79.0,0.0,1.0,2.42,7.31,8.0,9.233333333333333,2.86,3.35,0.45,0.47,0.37,0.73
0,1,1,27.0,10.0,12.0,4.0,0.0,0.0,35.0,32.0,49.0,44.0,0.77,0.2,0.4,0.53,0.68,1.77,0.17,0.36,0.1,0.0,68.0,67.0,70.0,71.0,1.0,0.0,4.58,4.71,7.65,10.916666666666666,4.46,3.53,0.51,0.53,0.56,0.63
0,1,0,15.0,12.0,8.0,8.0,0.0,0.0,36.0,33.0,49.0,81.0,0.54,0.23,0.47,0.45,1.54,1.75,0.24,0.45,0.1,0.1,73.0,72.0,75.0,74.0,1.0,0.0,3.56,3.05,12.15,9.166666666666666,4.39,3.29,0.5,0.48,0.79,0.67
0,1,0,18.0,13.0,0.0,4.0,0.0,1.0,29.0,32.0,71.0,11.0,0.0,0.11,0.48,0.5,4.75,0.0,0.46,0.0,0.2,0.0,67.0,68.0,72.0,73.0,0.0,0.0,4.43,5.45,15.0,13.483333333333333,2.89,3.37,0.61,0.56,0.71,0.65
0,1,0,17.0,21.0,7.0,11.0,0.0,0.0,32.0,39.0,45.0,11.0,0.0,0.0,0.49,0.49,0.35,0.95,0.3,0.44,0.1,0.7,67.0,66.0,66.0,68.0,0.0,0.0,4.87,4.63,14.133333333333333,13.0,3.75,4.45,0.53,0.54,0.71,0.34
0,1,1,11.0,15.0,4.0,6.0,1.0,0.0,33.0,29.0,49.0,49.0,1.3,1.51,0.42,0.52,2.59,3.52,0.4,0.36,0.9,1.0,69.0,70.0,71.0,73.0,0.0,3.0,3.71,4.46,7.366666666666666,3.3166666666666664,3.57,2.51,0.59,0.44,0.42,0.85
0,1,1,13.0,19.0,3.0,11.0,1.0,0.0,24.0,33.0,49.0,49.0,0.0,0.12,0.51,0.4,1.42,1.42,0.22,0.26,2.2,0.7,73.0,70.0,74.0,70.0,1.0,0.0,4.86,4.76,10.566666666666666,14.05,3.59,5.94,0.36,0.53,0.55,0.64
0,1,0,11.0,13.0,2.0,10.0,0.0,0.0,29.0,35.0,18.0,49.0,0.0,0.3,0.45,0.44,0.0,0.71,0.0,0.33,0.0,0.6,72.0,75.0,75.0,78.0,0.0,0.0,4.88,5.8,15.0,10.6,5.6,5.08,0.5,0.5,0.72,0.67
0,1,0,13.0,16.0,5.0,5.0,0.0,1.0,35.0,32.0,40.0,18.0,1.14,0.34,0.45,0.49,0.0,0.23,0.0,0.4,0.0,0.0,74.0,75.0,78.0,77.0,0.0,0.0,2.81,4.6,7.65,11.066666666666666,3.15,3.83,0.45,0.48,0.73,0.56
0,1,1,13.0,24.0,10.0,8.0,0.0,0.0,40.0,38.0,49.0,17.0,1.3,0.07,0.39,0.48,0.29,1.39,0.28,0.33,0.1,0.1,77.0,75.0,77.0,78.0,1.0,0.0,3.05,3.55,6.5,12.033333333333331,3.33,3.35,0.54,0.55,0.7,0.79
0,1,0,12.0,9.0,2.0,5.0,0.0,0.0,35.0,30.0,56.0,50.0,0.76,0.0,0.44,0.34,1.72,0.83,0.5,0.26,1.7,0.0,74.0,73.0,76.0,71.0,0.0,0.0,3.02,3.31,9.833333333333334,15.0,3.01,3.73,0.55,0.54,0.33,0.48
