redCorner,blueCorner,winner,redCorner_wins,blueCorner_wins,redCorner_losses,blueCorner_losses,redCorner_draws,blueCorner_draws,redCorner_age,blueCorner_age,redCorner_nation,blueCorner_nation,redCorner_knockdowns,blueCorner_knockdowns,redCorner_sig_str_percentage,blueCorner_sig_str_percentage,redCorner_takedowns,blueCorner_takedowns,redCorner_takedown_percentage,blueCorner_takedown_percentage,redCorner_subs_attempted,blueCorner_subs_attempted,redCorner_height,blueCorner_height,redCorner_reach,blueCorner_reach,redCorner_stance,blueCorner_stance,redCorner_sig_str_landed_per_minute,blueCorner_sig_str_landed_per_minute,redCorner_fightTime,blueCorner_fightTime,redCorner_sig_str_absorbed_per_minute,blueCorner_sig_str_absorbed_per_minute,redCorner_sig_str_defense,blueCorner_sig_str_defense,redCorner_takedown_defense,blueCorner_takedown_defense
0,1,0,13.0,15.0,7.0,10.0,0.0,0.0,35.0,43.0,49.0,49.0,0.35,0.18,0.43,0.55,2.55,1.7,0.36,0.32,0.0,0.7,73.0,75.0,74.0,75.0,0.0,0.0,4.3,3.29,12.966666666666669,10.983333333333333,5.1,3.31,0.5,0.51,1.0,0.6
0,1,1,10.0,17.0,4.0,7.0,0.0,0.0,34.0,30.0,49.0,113.0,0.35,0.16,0.41,0.4,1.75,3.29,0.41,0.43,0.3,0.0,71.0,70.0,73.0,73.0,0.0,0.0,1.64,2.54,10.7,12.133333333333333,2.17,2.64,0.54,0.52,0.5,0.66
0,1,0,9.0,13.0,5.0,6.0,0.0,0.0,41.0,31.0,18.0,49.0,0.0,0.0,0.44,0.46,1.72,0.71,0.31,0.25,0.0,0.0,65.0,65.0,65.0,67.0,0.0,1.0,1.94,4.05,13.7,13.6,2.11,4.53,0.55,0.6,0.7,0.66
0,1,0,27.0,21.0,3.0,13.0,1.0,1.0,37.0,37.0,49.0,49.0,0.16,0.12,0.54,0.44,3.35,3.73,0.56,0.47,0.5,1.0,63.0,67.0,66.0,66.0,0.0,1.0,3.43,3.39,17.933333333333334,12.25,1.66,2.66,0.67,0.56,0.65,0.59
0,1,0,28.0,16.0,8.0,3.0,0.0,0.0,39.0,36.0,49.0,49.0,0.36,0.43,0.34,0.47,1.41,2.07,0.3,0.34,0.6,0.2,64.0,64.0,65.0,64.0,1.0,0.0,3.52,3.93,11.383333333333333,13.35,2.67,3.15,0.61,0.6,0.62,0.83
0,1,1,31.0,35.0,15.0,17.0,0.0,0.0,38.0,39.0,49.0,49.0,0.98,0.43,0.39,0.47,2.04,1.38,0.47,0.59,0.4,0.3,69.0,71.0,71.0,74.0,0.0,0.0,2.47,4.05,8.05,13.583333333333334,2.83,3.05,0.6,0.64,0.86,0.72
0,1,1,17.0,17.0,9.0,6.0,1.0,0.0,30.0,39.0,38.0,49.0,0.28,0.36,0.43,0.52,4.75,0.44,0.58,0.42,0.0,0.0,73.0,71.0,75.0,77.0,1.0,3.0,4.63,4.68,7.166666666666667,12.883333333333333,3.29,4.13,0.48,0.59,0.77,0.63
0,1,0,13.0,21.0,6.0,11.0,0.0,0.0,43.0,39.0,49.0,11.0,0.08,0.0,0.46,0.49,4.38,0.95,0.65,0.44,0.5,0.7,66.0,66.0,66.0,68.0,0.0,0.0,2.26,4.63,10.683333333333334,13.0,1.92,4.45,0.47,0.54,0.5,0.34
0,1,1,13.0,9.0,7.0,2.0,1.0,0.0,44.0,38.0,49.0,49.0,0.35,0.44,0.32,0.5,2.91,0.22,0.47,0.09,0.7,2.2,69.0,70.0,70.0,70.0,0.0,1.0,1.92,2.38,12.866666666666667,11.266666666666667,2.64,1.33,0.66,0.65,0.81,0.0
0,1,0,20.0,16.0,8.0,7.0,0.0,0.0,36.0,34.0,49.0,49.0,0.48,0.16,0.45,0.39,0.89,0.63,0.35,0.44,0.3,1.1,68.0,68.0,71.0,70.0,0.0,0.0,5.53,4.24,12.833333333333334,7.966666666666667,3.65,4.46,0.56,0.55,0.46,0.46
0,1,0,16.0,6.0,11.0,3.0,3.0,0.0,35.0,36.0,7.0,34.0,0.3,0.0,0.41,0.47,1.27,2.22,0.53,0.43,0.0,0.6,71.0,67.0,70.0,69.0,0.0,0.0,2.84,1.9,11.083333333333334,11.816666666666666,4.1,2.77,0.54,0.39,0.33,0.36
0,1,0,25.0,23.0,7.0,9.0,0.0,0.0,33.0,40.0,34.0,49.0,0.53,0.54,0.42,0.47,0.85,3.14,0.39,0.33,0.0,0.6,72.0,73.0,73.0,77.0,0.0,1.0,4.47,3.51,14.066666666666666,8.616666666666667,3.39,3.05,0.6,0.51,0.82,0.85
0,1,1,19.0,12.0,7.0,3.0,0.0,0.0,29.0,37.0,34.0,49.0,0.35,0.0,0.45,0.49,1.59,0.85,0.4,0.18,0.6,2.1,71.0,71.0,73.0,70.0,0.0,1.0,3.3,2.2,11.383333333333333,7.083333333333333,2.56,3.0,0.6,0.54,0.62,0.1
0,1,1,14.0,10.0,5.0,4.0,0.0,0.0,33.0,32.0,49.0,34.0,1.66,1.17,0.39,0.61,0.0,0.94,0.0,0.36,0.1,0.9,73.0,75.0,76.0,79.0,1.0,0.0,3.84,3.11,7.833333333333333,6.4,4.18,2.53,0.5,0.54,0.58,0.52
0,1,0,13.0,24.0,4.0,13.0,0.0,0.0,46.0,37.0,34.0,49.0,0.0,0.07,0.38,0.44,1.86,0.27,0.34,0.19,0.3,0.5,72.0,74.0,70.0,75.0,1.0,0.0,3.62,3.57,9.666666666666666,11.8,4.64,2.96,0.61,0.56,0.78,0.57
0,1,0,17.0,10.0,12.0,5.0,0.0,0.0,39.0,39.0,100.0,49.0,0.45,0.28,0.38,0.4,0.68,0.42,0.27,0.33,0.7,1.0,70.0,71.0,68.0,73.0,0.0,0.0,3.66,3.0,11.016666666666667,11.983333333333333,4.86,3.74,0.5,0.6,0.53,0.5
0,1,1,23.0,20.0,12.0,5.0,0.0,0.0,33.0,31.0,44.0,49.0,0.64,0.39,0.48,0.33,0.79,1.31,0.34,0.31,0.4,1.7,72.0,70.0,75.0,71.0,3.0,0.0,5.08,2.95,9.983333333333333,12.733333333333333,4.76,3.02,0.51,0.51,0.8,0.47
0,1,0,18.0,10.0,5.0,10.0,0.0,0.0,35.0,36.0,18.0,49.0,0.08,0.0,0.41,0.39,3.03,0.39,0.42,0.31,0.7,0.5,64.0,67.0,63.0,67.0,0.0,0.0,3.31,4.29,14.833333333333334,12.683333333333334,4.57,4.0,0.57,0.55,0.58,0.39
0,1,1,28.0,24.0,9.0,6.0,0.0,0.0,42.0,34.0,18.0,17.0,0.23,0.14,0.4,0.42,2.1,1.33,0.27,0.39,1.1,0.1,73.0,73.0,78.0,77.0,0.0,1.0,2.13,2.98,12.566666666666666,12.65,2.99,2.23,0.52,0.57,0.3,0.82
0,1,1,15.0,20.0,7.0,4.0,0.0,0.0,33.0,36.0,18.0,69.0,0.31,0.48,0.48,0.52,1.35,2.82,0.5,0.45,0.9,0.1,71.0,72.0,72.0,76.0,0.0,3.0,3.25,4.36,9.616666666666667,17.45,4.21,2.74,0.5,0.54,0.8,0.89
0,1,0,13.0,23.0,8.0,8.0,0.0,0.0,38.0,35.0,18.0,45.0,0.19,0.0,0.42,0.44,2.69,1.66,0.53,0.29,0.5,0.4,73.0,73.0,78.0,77.0,1.0,0.0,1.9,5.13,10.416666666666666,10.7,2.44,3.69,0.53,0.55,0.84,0.75
0,1,1,21.0,20.0,10.0,8.0,1.0,0.0,38.0,36.0,18.0,71.0,0.81,0.0,0.56,0.55,1.34,5.08,0.47,0.36,0.5,1.4,73.0,71.0,75.0,70.0,0.0,0.0,3.61,2.08,6.2,3.45,2.96,4.21,0.51,0.4,0.59,0.0
0,1,0,28.0,15.0,13.0,10.0,0.0,0.0,45.0,42.0,18.0,67.0,0.43,0.16,0.39,0.41,0.22,3.26,0.2,0.34,0.4,0.7,67.0,65.0,71.0,67.0,0.0,0.0,2.95,2.13,8.65,9.683333333333334,3.22,2.83,0.63,0.55,0.58,0.69
0,1,1,20.0,23.0,16.0,9.0,0.0,0.0,39.0,33.0,81.0,81.0,0.3,0.12,0.4,0.44,0.74,0.75,0.35,0.46,0.0,0.6,68.0,70.0,69.0,70.0,0.0,1.0,3.68,3.73,11.65,10.933333333333334,4.09,2.93,0.62,0.54,0.75,0.55
0,1,0,13.0,10.0,15.0,7.0,1.0,2.0,37.0,32.0,71.0,64.0,0.0,1.33,0.41,0.44,0.39,0.5,0.25,0.16,0.0,0.0,69.0,67.0,65.0,69.0,1.0,1.0,3.52,3.26,16.433333333333334,10.066666666666666,4.82,3.63,0.5,0.53,0.52,0.3
0,1,1,14.0,23.0,5.0,10.0,0.0,0.0,41.0,34.0,45.0,81.0,0.32,0.55,0.51,0.25,2.87,0.0,0.64,0.0,1.0,0.0,77.0,72.0,79.0,73.0,0.0,0.0,2.38,2.74,7.85,10.216666666666669,3.02,4.19,0.4,0.56,0.66,0.2
0,1,0,19.0,15.0,2.0,6.0,0.0,0.0,33.0,38.0,64.0,71.0,0.53,0.26,0.45,0.42,2.0,2.51,0.44,0.36,0.0,0.3,65.0,64.0,66.0,65.0,0.0,0.0,3.6,2.85,14.083333333333334,16.216666666666665,2.45,3.09,0.62,0.52,0.55,0.65
0,1,0,9.0,13.0,4.0,4.0,0.0,0.0,35.0,40.0,49.0,81.0,0.0,0.0,0.39,0.53,0.23,0.0,0.5,0.0,0.2,0.0,76.0,76.0,80.0,77.0,0.0,0.0,3.35,3.97,9.3,7.816666666666666,4.82,3.3,0.49,0.54,0.42,0.28
0,1,0,25.0,24.0,7.0,10.0,0.0,1.0,39.0,39.0,49.0,71.0,0.71,0.3,0.35,0.47,0.62,1.66,0.28,0.35,0.6,0.1,72.0,75.0,75.0,74.0,1.0,1.0,2.96,1.74,11.283333333333331,11.016666666666667,2.91,2.41,0.55,0.58,0.66,0.72
0,1,1,29.0,22.0,6.0,6.0,0.0,0.0,40.0,35.0,49.0,51.0,0.47,1.73,0.41,0.49,2.92,0.67,0.36,0.55,0.5,0.1,69.0,69.0,69.0,74.0,0.0,1.0,4.32,5.32,9.883333333333333,8.033333333333333,4.39,4.66,0.55,0.54,0.92,0.66
0,1,0,16.0,16.0,5.0,7.0,0.0,0.0,36.0,38.0,17.0,17.0,0.05,0.0,0.48,0.43,0.27,0.36,0.62,0.26,0.1,0.2,66.0,63.0,65.0,64.0,0.0,0.0,6.28,5.92,18.616666666666667,13.033333333333331,3.25,5.55,0.62,0.59,0.8,0.74
0,1,1,15.0,13.0,7.0,5.0,0.0,0.0,39.0,46.0,49.0,63.0,0.25,0.75,0.43,0.49,3.6,1.57,0.43,0.3,0.8,0.0,74.0,72.0,78.0,73.0,0.0,1.0,2.98,3.44,9.966666666666669,14.366666666666667,3.27,3.05,0.5,0.6,0.65,0.78
0,1,1,20.0,16.0,9.0,9.0,0.0,0.0,37.0,35.0,49.0,49.0,0.06,0.0,0.45,0.52,2.02,0.9,0.31,0.27,1.3,0.7,66.0,67.0,65.0,67.0,0.0,0.0,2.62,4.14,12.716666666666669,14.766666666666667,2.98,3.29,0.51,0.6,0.55,0.63
0,1,0,23.0,28.0,11.0,19.0,1.0,0.0,42.0,37.0,49.0,49.0,0.09,0.69,0.4,0.4,2.29,1.16,0.31,0.38,0.3,0.4,66.0,69.0,68.0,71.0,0.0,0.0,3.77,3.17,15.9,11.45,2.82,3.05,0.65,0.58,0.65,0.65
0,1,0,29.0,22.0,0.0,19.0,0.0,0.0,35.0,37.0,71.0,49.0,0.17,0.51,0.48,0.39,5.32,0.46,0.48,0.38,0.8,0.1,70.0,70.0,70.0,73.0,0.0,1.0,4.1,4.28,13.216666666666669,11.533333333333331,1.75,3.91,0.65,0.58,0.84,0.8
0,1,0,13.0,18.0,7.0,5.0,0.0,0.0,39.0,35.0,49.0,49.0,0.0,0.07,0.54,0.34,2.57,0.27,0.51,0.15,0.3,0.3,66.0,69.0,66.0,68.0,0.0,0.0,2.78,4.59,13.766666666666667,14.116666666666667,2.51,4.41,0.61,0.63,0.65,0.54
0,1,1,32.0,26.0,15.0,10.0,0.0,0.0,39.0,39.0,18.0,49.0,0.18,0.17,0.47,0.45,2.01,0.39,0.35,0.35,0.6,0.9,68.0,71.0,70.0,76.0,1.0,0.0,3.52,4.94,14.9,11.65,3.19,4.41,0.6,0.55,0.56,0.67
0,1,0,31.0,23.0,13.0,7.0,0.0,0.0,42.0,32.0,49.0,17.0,0.25,0.0,0.37,0.34,1.51,2.46,0.24,0.46,0.8,1.3,70.0,69.0,72.0,71.0,1.0,0.0,2.69,1.41,11.9,15.216666666666669,3.02,2.02,0.56,0.47,0.46,0.37
0,1,0,20.0,34.0,8.0,9.0,0.0,0.0,41.0,34.0,49.0,18.0,0.19,0.55,0.47,0.53,1.84,2.32,0.33,0.4,0.9,2.7,68.0,70.0,71.0,74.0,0.0,0.0,3.13,3.54,10.283333333333331,6.866666666666667,2.87,3.19,0.57,0.51,0.46,0.55
0,1,0,11.0,13.0,3.0,3.0,0.0,0.0,30.0,27.0,47.0,66.0,0.52,0.0,0.39,0.49,2.6,2.41,0.35,0.3,0.0,1.4,68.0,70.0,71.0,72.0,1.0,1.0,7.66,1.82,7.216666666666667,10.683333333333334,5.72,2.93,0.51,0.47,0.85,0.6
0,1,0,22.0,20.0,6.0,2.0,1.0,0.0,34.0,39.0,36.0,71.0,0.51,0.83,0.48,0.49,1.9,0.67,0.34,0.57,0.9,0.2,70.0,69.0,72.0,70.0,1.0,0.0,3.78,4.4,8.9,15.0,2.65,3.05,0.57,0.54,0.8,0.89
0,1,0,17.0,18.0,6.0,10.0,0.0,1.0,34.0,35.0,47.0,18.0,0.5,0.1,0.4,0.45,3.16,0.93,0.55,0.47,0.2,0.7,68.0,68.0,68.0,73.0,0.0,0.0,3.16,2.37,10.033333333333331,12.05,2.09,2.66,0.66,0.64,0.69,0.41
0,1,1,8.0,18.0,6.0,7.0,0.0,0.0,37.0,36.0,47.0,49.0,0.23,0.0,0.37,0.41,0.7,0.85,0.5,0.21,0.2,1.9,68.0,66.0,69.0,65.0,0.0,0.0,2.07,3.36,10.783333333333331,8.85,1.93,5.37,0.63,0.67,0.46,0.7
0,1,1,16.0,29.0,8.0,5.0,1.0,0.0,43.0,38.0,47.0,18.0,0.29,0.61,0.42,0.38,0.0,0.61,0.0,0.46,0.6,0.2,68.0,67.0,69.0,68.0,0.0,0.0,3.47,3.66,10.266666666666667,12.3,4.68,3.99,0.53,0.58,0.52,0.7
0,1,0,30.0,32.0,9.0,15.0,0.0,0.0,44.0,53.0,81.0,49.0,0.4,0.71,0.38,0.47,1.05,1.52,0.43,0.52,0.3,0.3,73.0,71.0,75.0,74.0,0.0,0.0,4.33,2.44,11.616666666666667,11.65,2.71,2.7,0.65,0.51,0.63,0.57
0,1,1,26.0,17.0,17.0,6.0,0.0,0.0,40.0,43.0,49.0,49.0,0.43,0.53,0.47,0.54,1.15,0.53,0.38,0.18,0.5,0.4,75.0,73.0,80.0,79.0,1.0,0.0,2.71,3.43,9.5,7.033333333333333,3.14,3.97,0.46,0.49,0.66,0.7
0,1,0,33.0,19.0,13.0,8.0,0.0,1.0,35.0,41.0,41.0,17.0,0.24,0.28,0.47,0.57,0.56,0.56,0.46,0.26,1.7,0.1,83.0,72.0,84.0,74.0,0.0,1.0,3.12,3.09,7.816666666666666,11.916666666666666,4.04,3.29,0.46,0.47,0.55,0.68
0,1,0,13.0,15.0,4.0,8.0,0.0,0.0,32.0,37.0,112.0,49.0,0.29,0.38,0.41,0.4,3.98,2.11,0.52,0.45,0.4,0.8,68.0,67.0,70.0,70.0,0.0,0.0,2.43,1.75,10.166666666666666,9.766666666666667,1.8,1.68,0.57,0.53,0.92,0.52
0,1,1,25.0,35.0,14.0,10.0,0.0,0.0,45.0,43.0,81.0,18.0,0.22,0.42,0.31,0.45,2.47,1.44,0.44,0.62,0.4,0.8,66.0,69.0,68.0,71.0,0.0,1.0,3.02,2.72,11.466666666666669,9.35,4.63,2.79,0.55,0.49,0.58,0.6
0,1,1,15.0,10.0,7.0,6.0,0.0,0.0,38.0,33.0,81.0,17.0,0.42,0.0,0.42,0.36,1.26,2.64,0.41,0.35,0.2,0.6,68.0,65.0,69.0,70.0,0.0,0.0,4.77,1.86,11.866666666666667,12.316666666666666,3.82,3.1,0.55,0.52,0.61,0.43
0,1,0,22.0,18.0,3.0,4.0,0.0,0.0,32.0,32.0,8.0,71.0,0.26,1.01,0.53,0.42,1.25,0.2,0.34,0.2,0.4,0.0,74.0,71.0,74.0,73.0,1.0,0.0,2.75,3.76,16.916666666666668,9.266666666666667,2.34,3.34,0.54,0.58,0.7,0.75
0,1,1,13.0,17.0,3.0,7.0,0.0,0.0,33.0,30.0,17.0,113.0,0.0,0.16,0.35,0.4,1.01,3.29,0.25,0.43,0.0,0.0,68.0,70.0,71.0,73.0,0.0,0.0,2.06,2.54,9.866666666666667,12.133333333333333,3.88,2.64,0.57,0.52,0.66,0.66
0,1,1,18.0,14.0,8.0,8.0,0.0,0.0,36.0,32.0,81.0,49.0,0.35,0.72,0.39,0.47,0.24,0.81,0.09,0.4,0.2,0.2,73.0,70.0,74.0,71.0,1.0,0.0,3.18,4.32,9.083333333333334,11.133333333333333,3.73,5.16,0.5,0.52,0.57,0.78
0,1,0,18.0,28.0,7.0,9.0,1.0,0.0,43.0,41.0,18.0,18.0,0.38,0.62,0.46,0.38,0.88,0.83,0.25,0.8,0.2,0.4,72.0,70.0,75.0,72.0,0.0,1.0,2.82,1.8,10.833333333333334,9.716666666666669,3.4,2.14,0.54,0.65,0.86,0.81
0,1,0,31.0,22.0,9.0,12.0,0.0,0.0,33.0,39.0,18.0,49.0,0.96,0.71,0.4,0.4,0.56,0.71,0.58,0.28,0.6,0.0,63.0,63.0,67.0,66.0,0.0,0.0,5.36,3.2,11.766666666666667,13.616666666666667,4.27,3.58,0.56,0.61,0.67,0.82
0,1,1,18.0,22.0,4.0,12.0,0.0,1.0,37.0,35.0,49.0,18.0,0.0,0.43,0.59,0.51,2.08,2.35,0.51,0.38,0.3,0.6,70.0,71.0,72.0,76.0,0.0,0.0,4.26,2.99,14.45,9.566666666666666,2.54,2.55,0.56,0.46,0.82,0.63
0,1,1,28.0,17.0,16.0,7.0,0.0,0.0,43.0,37.0,49.0,49.0,0.15,0.39,0.43,0.36,2.53,0.97,0.36,0.29,0.3,0.4,70.0,71.0,72.0,72.0,0.0,0.0,2.69,2.63,10.616666666666667,9.666666666666666,3.13,2.73,0.51,0.58,0.72,0.57
0,1,0,14.0,14.0,5.0,6.0,0.0,0.0,34.0,45.0,18.0,58.0,0.0,1.22,0.6,0.41,0.25,0.0,0.14,0.0,0.2,0.0,75.0,75.0,76.0,76.0,0.0,0.0,3.89,3.78,8.716666666666667,6.166666666666667,5.28,3.29,0.4,0.46,0.22,0.0
0,1,1,23.0,23.0,6.0,10.0,1.0,0.0,39.0,33.0,18.0,49.0,0.0,0.4,0.41,0.37,2.5,2.19,0.39,0.47,0.5,0.3,68.0,71.0,69.0,74.0,0.0,0.0,2.08,3.86,15.0,10.783333333333331,3.31,4.11,0.55,0.51,0.76,0.69
0,1,0,20.0,13.0,8.0,10.0,0.0,0.0,42.0,40.0,71.0,49.0,0.29,1.3,0.44,0.39,1.01,0.29,0.23,0.28,0.1,0.1,75.0,77.0,76.0,77.0,0.0,1.0,2.41,3.05,9.45,6.5,3.02,3.33,0.55,0.54,0.45,0.7
0,1,0,35.0,14.0,19.0,5.0,2.0,0.0,44.0,37.0,49.0,49.0,0.69,0.0,0.49,0.49,1.87,2.28,0.51,0.5,0.8,2.5,72.0,76.0,74.0,76.0,0.0,3.0,2.71,2.07,10.4,7.9,2.32,1.6,0.55,0.46,0.7,0.33
0,1,1,7.0,17.0,3.0,9.0,0.0,1.0,36.0,30.0,49.0,38.0,0.75,0.28,0.48,0.43,0.37,4.75,1.0,0.58,0.0,0.0,74.0,73.0,75.0,75.0,1.0,1.0,2.92,4.63,10.0,7.166666666666667,5.65,3.29,0.56,0.48,0.8,0.77
0,1,0,28.0,17.0,9.0,6.0,0.0,0.0,45.0,39.0,18.0,49.0,0.23,0.22,0.45,0.44,0.98,0.29,0.42,0.28,0.5,0.2,69.0,71.0,70.0,70.0,1.0,0.0,3.13,3.7,12.383333333333333,13.75,2.67,3.44,0.6,0.48,0.6,0.64
0,1,1,22.0,12.0,11.0,6.0,0.0,0.0,40.0,37.0,18.0,49.0,0.88,0.0,0.48,0.45,0.88,1.31,0.33,0.2,0.1,1.0,74.0,73.0,76.0,73.0,0.0,0.0,3.72,3.71,9.95,6.55,2.57,5.72,0.53,0.55,0.65,0.75
0,1,1,22.0,26.0,6.0,4.0,0.0,0.0,37.0,42.0,18.0,18.0,0.24,0.18,0.48,0.47,1.95,3.94,0.35,0.36,0.5,0.6,70.0,66.0,71.0,67.0,0.0,0.0,3.36,2.38,12.1,12.233333333333333,3.34,2.51,0.54,0.57,0.47,0.47
0,1,0,28.0,11.0,11.0,3.0,1.0,0.0,39.0,33.0,18.0,64.0,0.0,0.0,0.37,0.37,2.86,2.4,0.32,0.38,1.9,0.2,66.0,65.0,67.0,67.0,0.0,0.0,1.59,1.97,9.916666666666666,15.0,1.77,1.99,0.5,0.5,0.24,0.43
0,1,0,23.0,19.0,8.0,8.0,0.0,0.0,38.0,35.0,18.0,49.0,0.17,0.17,0.39,0.44,1.82,3.01,0.35,0.36,0.6,0.1,65.0,65.0,67.0,65.0,0.0,0.0,1.42,2.94,11.3,11.95,2.34,2.17,0.64,0.56,0.87,0.52
0,1,0,19.0,15.0,9.0,3.0,0.0,1.0,39.0,30.0,18.0,18.0,0.42,1.29,0.48,0.47,0.85,0.32,0.35,0.12,1.4,0.3,72.0,72.0,74.0,75.0,0.0,0.0,2.5,4.16,7.066666666666666,11.6,4.18,3.19,0.49,0.62,0.56,0.85
0,1,0,15.0,23.0,4.0,9.0,0.0,0.0,40.0,33.0,18.0,81.0,0.13,0.12,0.4,0.44,3.01,0.75,0.33,0.46,0.3,0.6,71.0,70.0,74.0,70.0,1.0,1.0,1.82,3.73,11.466666666666669,10.933333333333334,2.95,2.93,0.43,0.54,0.43,0.55
0,1,0,22.0,17.0,9.0,10.0,1.0,1.0,32.0,36.0,49.0,47.0,0.74,0.0,0.52,0.38,1.04,0.0,0.6,0.0,0.7,3.8,71.0,71.0,75.0,73.0,0.0,0.0,5.17,0.97,10.116666666666667,6.55,5.15,2.44,0.52,0.39,0.62,0.38
0,1,1,15.0,14.0,5.0,1.0,0.0,0.0,32.0,37.0,18.0,49.0,0.0,0.51,0.42,0.52,2.68,6.86,0.42,0.48,0.3,0.8,72.0,67.0,77.0,71.0,0.0,0.0,2.35,3.74,14.916666666666666,7.383333333333334,3.46,2.3,0.47,0.57,0.76,1.0
0,1,1,29.0,22.0,8.0,19.0,0.0,0.0,35.0,37.0,49.0,49.0,0.63,0.51,0.5,0.39,1.36,0.46,0.36,0.38,1.2,0.1,69.0,70.0,72.0,73.0,1.0,1.0,5.49,4.28,9.966666666666669,11.533333333333331,4.3,3.91,0.53,0.58,0.63,0.8
0,1,1,18.0,23.0,11.0,9.0,0.0,0.0,39.0,40.0,8.0,49.0,0.61,0.54,0.48,0.47,0.54,3.14,0.38,0.33,0.1,0.6,72.0,73.0,79.0,77.0,0.0,1.0,3.23,3.51,10.316666666666666,8.616666666666667,3.85,3.05,0.54,0.51,0.64,0.85
0,1,0,18.0,22.0,9.0,8.0,1.0,2.0,42.0,34.0,49.0,49.0,0.13,0.41,0.39,0.43,1.82,0.55,0.33,0.13,1.0,0.4,70.0,72.0,70.0,70.0,1.0,1.0,5.33,3.94,10.966666666666669,10.983333333333333,3.54,4.1,0.61,0.51,0.79,0.68
0,1,0,21.0,15.0,11.0,5.0,0.0,0.0,45.0,39.0,18.0,49.0,0.0,0.34,0.46,0.47,3.05,1.37,0.42,0.26,1.4,0.8,71.0,70.0,76.0,74.0,0.0,0.0,1.46,3.72,9.333333333333334,9.766666666666667,1.82,3.02,0.62,0.52,0.83,0.57
0,1,1,12.0,25.0,3.0,1.0,0.0,0.0,36.0,32.0,49.0,71.0,0.19,0.41,0.53,0.6,2.6,3.17,0.51,0.6,1.1,1.0,70.0,70.0,70.0,70.0,0.0,1.0,1.7,2.46,11.533333333333331,9.766666666666667,1.75,1.27,0.51,0.61,0.55,0.9
0,1,0,19.0,12.0,3.0,8.0,0.0,1.0,38.0,40.0,49.0,73.0,0.27,0.34,0.4,0.44,1.74,1.85,0.34,0.36,2.3,0.3,71.0,68.0,72.0,71.0,0.0,0.0,2.01,4.11,9.35,8.9,3.21,3.19,0.49,0.66,0.39,0.63
0,1,0,23.0,15.0,12.0,8.0,0.0,0.0,35.0,38.0,47.0,49.0,0.48,0.14,0.41,0.33,0.24,1.45,0.5,0.43,1.0,0.9,68.0,68.0,71.0,67.0,1.0,0.0,4.92,2.46,8.866666666666667,8.65,4.26,3.55,0.62,0.59,0.55,0.7
0,1,0,9.0,6.0,5.0,2.0,0.0,0.0,33.0,37.0,47.0,49.0,0.48,0.62,0.45,0.28,2.7,0.62,0.47,1.0,0.6,0.0,68.0,70.0,69.0,73.0,1.0,0.0,3.6,2.44,10.516666666666667,12.116666666666667,3.0,4.46,0.64,0.55,0.42,0.5
0,1,0,24.0,18.0,9.0,7.0,1.0,1.0,46.0,41.0,18.0,49.0,0.31,0.66,0.52,0.41,1.75,1.21,0.31,0.68,1.2,0.2,76.0,78.0,77.0,79.0,0.0,0.0,3.59,2.93,10.466666666666669,8.033333333333333,2.64,4.31,0.55,0.42,0.31,0.75
0,1,1,0.0,7.0,1.0,5.0,0.0,0.0,45.0,32.0,49.0,49.0,0.0,0.35,0.23,0.46,0.87,1.21,0.11,0.3,0.0,1.9,73.0,74.0,73.0,74.0,0.0,3.0,1.1,2.94,8.616666666666667,7.883333333333333,4.87,4.25,0.4,0.49,0.0,0.36
0,1,1,35.0,23.0,11.0,5.0,0.0,0.0,44.0,34.0,49.0,49.0,0.36,0.33,0.4,0.4,1.54,0.88,0.3,0.27,0.8,0.1,66.0,64.0,67.0,68.0,0.0,0.0,2.65,4.03,12.333333333333334,12.45,2.59,3.9,0.64,0.6,0.58,0.92
0,1,0,25.0,16.0,12.0,8.0,0.0,0.0,32.0,38.0,18.0,81.0,0.44,0.26,0.5,0.51,2.45,1.57,0.54,0.54,0.4,0.3,61.0,66.0,62.0,65.0,0.0,0.0,6.67,6.93,9.183333333333334,10.75,5.36,4.72,0.54,0.51,0.72,0.59
0,1,1,15.0,11.0,11.0,6.0,0.0,1.0,37.0,40.0,49.0,18.0,0.0,0.0,0.37,0.43,0.58,0.39,0.4,0.18,0.5,0.0,66.0,65.0,66.0,64.0,0.0,0.0,3.86,4.37,14.5,12.666666666666666,4.19,4.93,0.55,0.56,0.57,0.85
0,1,0,20.0,10.0,9.0,3.0,0.0,0.0,36.0,36.0,49.0,18.0,0.2,0.53,0.43,0.4,0.81,1.05,0.26,0.15,0.0,1.6,73.0,73.0,74.0,73.0,0.0,0.0,3.38,2.27,12.9,8.133333333333333,3.03,2.78,0.56,0.56,0.82,0.58
0,1,0,27.0,11.0,12.0,5.0,0.0,0.0,35.0,33.0,49.0,49.0,0.77,0.0,0.4,0.39,0.68,0.0,0.17,0.0,0.1,1.0,68.0,74.0,70.0,74.0,1.0,1.0,4.58,3.06,7.65,3.7666666666666666,4.46,3.13,0.51,0.58,0.56,0.3
0,1,0,15.0,12.0,8.0,6.0,0.0,0.0,36.0,36.0,49.0,49.0,0.98,0.42,0.37,0.32,0.33,0.14,0.5,0.33,0.7,0.0,70.0,70.0,75.0,74.0,0.0,0.0,4.36,4.24,8.466666666666667,13.433333333333334,5.67,4.02,0.47,0.6,0.73,0.68
