,name,nickname,wins,losses,draws,age,nation,knockdown_avg,sig_str_accuracy,takedown_average,takedown_accuracy,subs_attempted_average,height,reach,stance,sig_str_landed_per_min,average_fight_time,sig_str_absorbed_per_min,sig_str_defense,takedown_defense
2264,Sean Sherk,The Muscle Shark,36.0,4.0,1,50.0,69,0.0,0.35,4.09,0.46,0.4,66,67,0.0,2.17,15.533333333333333,2.71,0.55,0.56
2265,Sean Soriano,672,14.0,8.0,0,34.0,69,0.0,0.61,1.33,0.55,0.0,69,70,0.0,3.18,11.3,2.14,0.56,0.52
2266,Sean Spencer,Black Magic,12.0,6.0,0,36.0,69,0.42,0.32,0.14,0.33,0.0,70,74,0.0,4.24,13.433333333333334,4.02,0.6,0.68
2267,Sean Strickland,686,28.0,6.0,0,32.0,69,0.28,0.41,0.85,0.64,0.2,73,76,0.0,5.91,15.2,4.33,0.62,0.77
2268,Sean Woodson,The Sniper,11.0,1.0,1,31.0,69,0.45,0.46,0.76,0.62,0.5,74,78,0.0,5.4,12.383333333333333,4.0,0.58,0.84
2269,Sedriques Dumas,The Reaper,9.0,1.0,0,28.0,69,0.0,0.49,0.77,0.5,0.4,74,79,0.0,1.88,9.7,2.01,0.56,0.4
2271,Seohee Ham,5027,17.0,8.0,0,36.0,24,0.0,0.39,0.0,0.0,0.2,62,62,1.0,4.2,15.0,5.15,0.61,0.66
2272,SeongChan Hong,Honey Badger,9.0,2.0,0,34.0,24,0.0,0.55,0.0,0.0,0.0,67,69,0.0,6.57,2.283333333333333,8.76,0.47,0.0
2273,Sergei Pavlovich,524,18.0,2.0,0,31.0,0,5.9,0.48,0.0,0.0,0.0,75,84,1.0,8.21,2.216666666666667,4.61,0.55,0.75
2274,Sergey Khandozhko,Honda,28.0,6.0,1,31.0,0,1.15,0.41,0.76,0.28,0.0,73,74,0.0,3.41,13.083333333333334,2.37,0.6,0.61
2275,Serghei Spivac,Polar Bear,16.0,4.0,0,29.0,80,0.0,0.49,4.56,0.64,0.5,75,78,0.0,3.54,8.083333333333334,3.79,0.49,0.7
2276,Sergio Pettis,538,18.0,5.0,0,30.0,69,0.07,0.37,0.85,0.4,0.4,66,69,0.0,3.88,15.083333333333334,2.91,0.65,0.67
2277,Serhiy Sidey,650,10.0,2.0,0,27.0,33,0.86,0.35,0.0,0.0,0.0,71,72,3.0,5.16,8.716666666666667,4.19,0.56,0.0
2278,Seth Baczynski,The Polish Pistola,20.0,14.0,0,42.0,69,0.3,0.31,0.89,0.16,0.8,75,75,0.0,3.08,9.15,3.14,0.51,0.48
2279,Seth Petruzelli,The Silverback,14.0,8.0,0,44.0,69,0.92,0.41,0.46,0.5,2.3,72,76,0.0,2.17,8.133333333333333,2.08,0.55,0.47
2280,SeungGuk Choi,127,7.0,3.0,0,27.0,24,0.26,0.42,1.02,0.27,0.0,66,64,0.0,2.69,14.633333333333333,2.69,0.65,0.74
2281,SeungWoo Choi,Sting,11.0,6.0,0,31.0,24,0.73,0.38,0.87,0.54,0.0,72,74,0.0,3.48,11.466666666666667,3.02,0.47,0.69
2282,Shaheen Santana,Shazam,6.0,1.0,0,32.0,69,0.0,0.42,0.0,0.0,2.8,73,75,0.0,0.82,10.916666666666666,1.65,0.4,0.0
2283,Shamar Bailey,54,16.0,11.0,0,41.0,69,0.0,0.2,1.5,0.33,0.0,69,75,1.0,1.56,12.966666666666667,3.91,0.69,0.37
2284,Shamil Abdurakhimov,Abrek,20.0,8.0,0,42.0,0,0.29,0.44,1.01,0.23,0.1,75,76,0.0,2.41,9.45,3.02,0.55,0.45
2285,Shamil Gamzatov,247,14.0,1.0,0,33.0,0,0.0,0.48,0.0,0.0,0.0,74,76,0.0,5.35,9.266666666666667,3.46,0.51,0.5
2286,Shamil Gaziev,257,12.0,0.0,0,33.0,0,1.75,0.51,0.0,0.0,1.8,76,78,0.0,6.19,4.283333333333333,0.93,0.6,1.0
2287,Shana Dobson,Danger,4.0,5.0,0,34.0,69,0.28,0.37,0.84,0.5,0.0,66,69,0.0,3.34,8.983333333333333,5.2,0.5,0.14
2288,Shane Burgos,Hurricane,15.0,3.0,0,32.0,69,0.64,0.52,0.43,0.44,0.4,71,75,0.0,7.4,12.766666666666667,6.78,0.56,0.91
2289,Shane Campbell,Shaolin,14.0,6.0,0,37.0,67,0.0,0.59,1.36,0.28,0.0,72,71,0.0,3.99,8.833333333333334,3.19,0.55,0.82
2290,Shane Carwin,The Engineer,12.0,2.0,0,49.0,69,1.89,0.47,1.42,0.33,0.0,74,80,0.0,4.38,4.533333333333333,3.53,0.53,0.42
2293,Shane Roller,585,11.0,7.0,0,44.0,69,0.27,0.34,2.46,0.33,1.9,70,72,0.0,2.04,7.833333333333333,2.65,0.6,0.42
2294,Shane Young,Smokin,13.0,8.0,0,30.0,43,0.21,0.4,0.63,0.18,0.0,68,72,0.0,5.19,10.266666666666667,5.46,0.52,0.64
2296,Shanna Young,The Shanimal,9.0,6.0,0,32.0,69,0.0,0.47,0.0,0.0,0.6,67,65,0.0,3.18,10.7,4.88,0.43,0.53
2297,Shannon Gugerty,289,15.0,7.0,0,42.0,69,0.0,0.39,2.13,0.27,3.4,70,71,0.0,1.25,7.033333333333333,1.88,0.58,0.5
2298,Shannon Ross,The Turkish Delight,13.0,9.0,0,34.0,59,0.0,0.39,0.0,0.0,0.0,66,66,3.0,5.96,4.9,7.39,0.55,1.0
2299,Shara Magomedov,Bullet,12.0,0.0,0,29.0,0,0.0,0.73,0.0,0.0,0.0,74,73,0.0,7.53,15.0,4.33,0.28,0.57
2300,Shaun Etchell,The Buzzsaw,7.0,3.0,0,30.0,99,0.0,0.0,4.37,1.0,0.0,67,68,3.0,0.0,3.4333333333333336,0.0,0.0,1.0
2301,Shauna Bannon,Mama B,5.0,1.0,0,30.0,81,0.0,0.37,0.0,0.0,0.0,65,65,3.0,3.6,15.0,3.73,0.37,0.33
2302,Shavkat Rakhmonov,Nomad,18.0,0.0,0,29.0,36,0.3,0.61,1.49,0.29,1.8,73,77,0.0,4.12,8.366666666666667,2.41,0.51,1.0
2303,Shawn Jordan,The Savage,19.0,8.0,0,39.0,69,0.45,0.5,1.97,0.38,0.1,72,75,1.0,2.87,8.266666666666667,3.3,0.47,0.76
2307,Sheldon Westcott,759,10.0,3.0,1,39.0,67,0.0,0.4,3.23,0.37,0.0,73,71,1.0,2.26,9.3,3.73,0.37,0.14
2308,Shelton Graves,The Gravedigger,7.0,3.0,0,38.0,69,0.0,0.69,4.86,0.57,0.0,74,76,1.0,2.19,12.333333333333334,0.81,0.33,0.0
2310,Sherrard Blackledge,The Thriller,5.0,1.0,0,30.0,69,0.0,0.49,4.0,0.33,0.0,71,75,0.0,3.7,15.0,3.13,0.55,0.42
2311,Shimon Smotritsky,The Assassin,8.0,2.0,0,23.0,99,3.52,0.34,3.52,0.33,0.0,74,74,0.0,3.52,2.1333333333333333,8.67,0.56,0.5
2312,Shin Haraguchi,299,7.0,0.0,0,25.0,54,0.0,0.7,14.01,0.8,0.0,66,68,3.0,2.99,10.716666666666667,0.65,0.39,0.0
2313,Shinsho Anzai,Animal,10.0,3.0,0,38.0,54,0.0,0.58,1.83,0.16,0.0,67,70,0.0,3.23,8.2,3.75,0.45,0.75
2316,Shonte Barnes,Shyne,6.0,2.0,1,36.0,69,0.0,0.38,0.0,0.0,0.0,71,76,1.0,2.32,7.766666666666667,1.55,0.67,0.6
2318,Shuya Kamikubo,Stealth,13.0,2.0,1,30.0,54,0.0,0.54,1.5,0.15,0.5,65,68,3.0,3.83,15.0,4.9,0.47,0.0
2319,Sidney Outlaw,507,8.0,4.0,0,31.0,69,0.0,0.33,3.0,0.75,3.0,68,74,0.0,0.13,15.0,0.8,0.71,0.0
2320,Sijara Eubanks,SarJ,8.0,7.0,0,38.0,69,0.11,0.43,1.9,0.44,0.3,64,67,0.0,4.3,13.45,3.43,0.57,0.66
2321,Silvana Gomez Juarez,La Malvada,11.0,5.0,0,39.0,2,1.3,0.32,0.0,0.0,0.0,63,65,0.0,4.26,5.75,4.04,0.61,0.3
2323,Simeon Thoresen,The Grin,17.0,6.0,1,39.0,5,0.0,0.43,1.12,0.4,1.7,73,79,0.0,3.85,8.916666666666666,3.85,0.64,0.5
2327,Siyar Bahadurzada,The Great,24.0,8.0,1,39.0,25,0.83,0.4,1.32,0.61,0.3,71,73,0.0,2.91,11.333333333333334,3.23,0.49,0.62
2329,Soa Palelei,The Hulk,22.0,5.0,0,46.0,69,0.0,0.57,2.2,0.47,0.0,76,81,0.0,2.47,9.366666666666667,2.68,0.48,0.66
2330,Sodiq Yusuff,Super,13.0,3.0,0,30.0,46,0.56,0.49,0.28,0.2,0.4,69,71,0.0,5.72,11.883333333333333,4.33,0.54,0.62
2332,Solomon Renfro,The Black Dragon,8.0,2.0,0,26.0,69,1.0,0.44,2.0,0.5,0.0,69,72,3.0,5.2,15.0,3.53,0.61,1.0
2333,Song Kenan,The Assassin,20.0,8.0,0,33.0,85,0.84,0.46,0.34,0.5,0.0,72,71,0.0,4.36,9.9,6.38,0.5,0.61
2334,Song Yadong,Kung Fu Kid,21.0,7.0,1,26.0,85,0.63,0.42,0.63,0.58,0.2,68,67,0.0,4.38,12.783333333333333,3.73,0.57,0.73
2336,Spencer Fisher,The King,24.0,9.0,0,47.0,69,0.22,0.43,0.67,0.3,0.8,67,68,1.0,3.17,11.816666666666666,3.03,0.64,0.6
2337,Spike Carlyle,Alpha Ginger,9.0,3.0,0,30.0,69,0.0,0.54,3.34,0.36,0.5,68,71,3.0,2.55,10.466666666666667,3.85,0.3,0.57
2338,Stefan Sekulic,639,12.0,4.0,0,31.0,3,0.0,0.5,2.0,0.33,0.5,72,75,1.0,1.83,15.0,2.83,0.64,0.25
2339,Stefan Struve,Skyscraper,33.0,13.0,0,35.0,49,0.24,0.47,0.56,0.46,1.7,83,84,0.0,3.12,7.816666666666666,4.04,0.46,0.55
2340,Stephan Bonnar,The American Psycho,15.0,9.0,0,46.0,69,0.16,0.38,1.32,0.4,1.0,76,79,0.0,2.76,11.333333333333334,3.01,0.52,0.6
2341,Stephanie Egger,204,8.0,5.0,0,35.0,32,0.0,0.46,2.48,0.42,0.6,66,68,0.0,2.2,7.783333333333333,2.48,0.52,0.5
2342,Stephanie Frausto,Lil Bovy,8.0,7.0,0,33.0,69,0.0,0.21,0.0,0.0,0.0,62,61,0.0,1.43,2.8,3.57,0.6,0.0
2344,Stephen Regman,The Predator,9.0,4.0,0,32.0,69,0.0,0.6,3.52,1.0,0.0,71,76,0.0,1.41,8.516666666666667,4.93,0.23,0.0
2345,Stephen Thompson,Wonderboy,17.0,7.0,1,40.0,69,0.51,0.46,0.26,0.41,0.0,72,75,0.0,4.11,14.616666666666667,3.03,0.54,0.65
2347,Steve Bosse,The Boss,12.0,2.0,0,42.0,67,0.92,0.52,0.92,0.33,0.0,71,72,0.0,5.99,5.45,5.38,0.5,1.0
2350,Steve Cantwell,The Robot,7.0,6.0,0,37.0,69,0.33,0.34,0.65,0.3,0.7,74,75,0.0,3.63,9.183333333333334,5.76,0.55,0.8
2351,Steve Erceg,Astroboy,11.0,1.0,0,28.0,59,0.0,0.48,2.0,0.33,1.0,68,68,0.0,4.27,15.0,3.57,0.49,0.77
2352,Steve Garcia,Mean Machine,15.0,5.0,0,31.0,69,2.62,0.56,1.31,0.44,0.7,72,75,1.0,4.85,5.733333333333333,2.4,0.46,0.88
2356,Steve Steinbeiss,The Hooligan,9.0,4.0,0,42.0,69,0.0,0.55,0.44,0.5,0.0,75,75,0.0,3.92,11.316666666666666,1.86,0.49,0.58
2359,Steven Koslow,Obi Won Shinobi The Pillow,6.0,1.0,0,27.0,69,0.0,0.37,5.28,0.55,1.1,67,69,3.0,0.77,14.216666666666667,3.73,0.4,0.0
2360,Steven Peterson,Ocho,19.0,11.0,0,33.0,69,0.12,0.4,1.42,0.26,0.7,70,70,0.0,4.76,14.05,5.94,0.53,0.64
2361,Steven Siler,Super,29.0,16.0,0,36.0,69,0.16,0.41,0.47,0.21,1.6,71,70,0.0,3.21,10.55,2.96,0.54,0.55
2363,Stevie Ray,Braveheart,23.0,9.0,0,33.0,40,0.12,0.44,0.75,0.46,0.6,70,70,1.0,3.73,10.933333333333334,2.93,0.54,0.55
2364,Sultan Aliev,15,15.0,3.0,0,39.0,0,0.0,0.45,1.76,0.38,0.0,71,74,0.0,1.41,10.683333333333334,2.2,0.56,1.0
2366,Sung Bin Jo,Korean Falcon,9.0,1.0,0,31.0,99,0.0,0.33,1.0,0.33,1.0,72,72,0.0,1.4,15.0,2.67,0.51,0.83
2367,Syuri Kondo,390,6.0,3.0,0,34.0,54,0.0,0.44,0.0,0.0,0.3,64,66,0.0,5.4,11.383333333333333,7.22,0.58,0.83
2368,TJ Brown,Downtown,17.0,11.0,0,33.0,69,0.0,0.44,3.41,0.57,1.3,69,72,3.0,3.37,12.7,2.89,0.49,0.36
2369,TJ Dillashaw,175,18.0,5.0,0,37.0,69,0.61,0.41,1.56,0.3,0.8,66,67,0.0,5.09,12.266666666666667,3.47,0.62,0.77
2370,TJ Grant,282,21.0,5.0,0,39.0,67,0.58,0.54,1.63,0.43,0.6,70,72,0.0,3.95,11.733333333333333,3.21,0.56,0.36
2371,TJ Laramie,409,12.0,5.0,0,26.0,67,0.0,0.5,1.44,0.33,0.0,66,66,0.0,1.49,6.95,2.64,0.38,0.4
2373,TJ Waldburger,The Modern Day Warrior,16.0,9.0,0,35.0,69,0.5,0.51,3.03,0.46,4.8,71,75,0.0,2.02,7.433333333333334,2.39,0.4,0.4
2374,Tabatha Ricci,Baby Shark,9.0,2.0,0,28.0,51,0.0,0.37,3.39,0.41,0.2,61,61,0.0,4.41,12.533333333333333,4.86,0.59,0.71
2375,Tae Hyun Bang,Supernatural,18.0,10.0,0,40.0,24,0.74,0.38,0.49,0.33,0.5,69,71,3.0,2.72,12.183333333333334,2.07,0.66,0.57
2376,Tagir Ulanbekov,730,15.0,2.0,0,32.0,0,0.27,0.45,3.71,0.46,2.1,67,70,1.0,3.22,11.316666666666666,3.3,0.51,0.61
2378,Tai Tuivasa,Bam Bam,15.0,6.0,0,30.0,59,1.24,0.49,0.0,0.0,0.0,74,75,1.0,3.98,6.9,4.98,0.43,0.54
2379,Taila Santos,623,19.0,3.0,0,30.0,51,0.38,0.48,2.0,0.76,1.1,66,68,0.0,3.39,14.983333333333333,2.64,0.58,0.86
2380,Tainara Lisboa,Thai Panther,7.0,2.0,0,32.0,51,0.0,0.5,2.05,0.4,0.5,67,67,0.0,2.05,14.666666666666666,1.4,0.54,0.7
2381,Takanori Gomi,The Fireball Kid,35.0,14.0,0,45.0,54,0.72,0.41,1.23,0.65,0.8,67,70,1.0,3.81,7.15,3.52,0.6,0.63
2382,Takashi Sato,Ten,16.0,7.0,0,33.0,54,0.51,0.41,0.76,0.37,0.0,70,73,1.0,2.21,8.466666666666667,3.73,0.44,0.6
2384,Takeru Uchida,729,6.0,1.0,0,21.0,99,0.0,0.0,0.0,0.0,4.4,65,68,1.0,0.0,3.4333333333333336,0.0,0.0,0.0
2385,Talita Alencar,Problem Child,5.0,0.0,1,33.0,51,0.0,0.28,2.5,0.15,0.0,61,58,0.0,2.37,15.0,4.8,0.48,0.5
2386,Talita Bernardo,67,6.0,4.0,0,36.0,51,0.0,0.42,1.62,0.22,0.5,64,68,0.0,3.12,13.933333333333334,4.04,0.55,0.28
2387,Tamdan McCrory,The Barncat,14.0,5.0,0,37.0,69,0.0,0.49,2.28,0.5,2.5,76,76,3.0,2.07,7.9,1.6,0.46,0.33
2388,Tamires Vidal,Tractor,7.0,2.0,0,25.0,51,0.83,0.55,0.0,0.0,0.8,66,68,0.0,4.25,9.05,4.53,0.58,0.4
2389,Taneisha Tennant,Triple Threat,5.0,1.0,0,34.0,69,0.0,0.55,0.0,0.0,0.0,67,70,0.0,5.67,15.0,3.4,0.71,1.0
2390,Tanner Boser,The Bulldozer,21.0,10.0,1,32.0,67,0.27,0.52,0.0,0.0,0.0,74,75,0.0,4.7,10.983333333333333,2.75,0.58,0.63
2391,Tarec Saffiedine,Sponge,16.0,7.0,0,37.0,22,0.26,0.47,0.52,0.36,0.1,70,70,3.0,4.05,15.516666666666667,3.06,0.62,0.84
2393,Tatiana Suarez,690,11.0,0.0,0,33.0,69,0.0,0.63,6.2,0.61,0.9,65,66,1.0,4.27,9.333333333333334,1.38,0.51,1.0
2394,Tatsuro Taira,700,15.0,0.0,0,24.0,54,0.61,0.71,2.12,0.41,2.4,67,70,0.0,3.51,9.916666666666666,1.15,0.47,0.71
2396,Tatsuya Kawajiri,Crusher,36.0,11.0,2,45.0,54,0.21,0.44,3.63,0.48,1.1,67,69,0.0,2.04,10.033333333333333,2.01,0.5,0.63
2398,Taylor Johnson,Tombstone,5.0,1.0,0,33.0,69,0.0,0.6,8.49,1.0,0.0,72,74,3.0,5.09,1.7666666666666666,1.13,0.33,1.0
2399,Taylor Lapilus,Double Impact,19.0,4.0,0,31.0,58,0.37,0.46,0.37,0.4,0.4,66,73,1.0,3.91,13.566666666666666,2.37,0.61,0.77
2400,Te Edwards,Tango,6.0,3.0,0,33.0,69,1.45,0.41,0.72,1.0,0.0,68,72,0.0,1.5,6.9,4.15,0.44,0.44
2402,Tecia Torres,The Tiny Tornado,13.0,6.0,0,34.0,69,0.07,0.48,0.66,0.14,0.1,61,60,0.0,4.74,13.733333333333333,3.59,0.61,0.61
2404,Teddy Ash,Bear,14.0,5.0,0,34.0,67,0.0,0.61,0.0,0.0,0.0,73,73,3.0,7.27,15.0,6.8,0.28,1.0
2405,Teemu Packalen,Pacu,8.0,3.0,0,36.0,84,0.77,0.54,2.31,0.25,1.5,73,75,0.0,2.57,4.866666666666667,3.91,0.47,1.0
2407,Tereza Bleda,76,7.0,1.0,0,22.0,114,0.36,0.53,1.81,0.27,0.7,69,71,0.0,3.02,13.816666666666666,1.86,0.46,0.83
2408,Terrance McKinney,T Wrecks,15.0,6.0,0,29.0,69,1.51,0.52,3.52,0.36,1.0,70,73,3.0,4.46,3.3166666666666664,2.51,0.44,0.85
2409,Terrion Ware,Flash,17.0,9.0,0,37.0,69,0.0,0.32,0.5,0.22,0.0,68,71,0.0,4.02,15.0,6.07,0.5,0.44
2410,Terry Etim,212,16.0,5.0,0,38.0,40,0.28,0.35,0.43,0.3,1.4,73,73,0.0,2.16,9.616666666666667,2.53,0.67,0.39
2411,Terry Martin,467,23.0,11.0,0,43.0,69,0.66,0.43,3.1,0.42,0.0,68,71,0.0,2.82,6.766666666666667,3.13,0.54,0.92
2412,Teruto Ishihara,Yashabo,10.0,7.0,2,32.0,54,1.33,0.44,0.5,0.16,0.0,67,69,1.0,3.26,10.066666666666666,3.63,0.53,0.3
2415,Thales Leites,424,28.0,9.0,0,42.0,51,0.23,0.4,2.1,0.27,1.1,73,78,0.0,2.13,12.566666666666666,2.99,0.52,0.3
2416,Thanh Le,417,6.0,1.0,0,38.0,69,2.28,0.4,0.0,0.0,0.0,69,74,0.0,1.97,6.583333333333333,1.82,0.7,1.0
2417,Themba Gorimbo,The Answer,11.0,4.0,0,33.0,27,0.69,0.59,3.47,0.5,0.0,73,77,0.0,1.8,10.816666666666666,1.71,0.42,0.66
2418,Theo Rlayang,Jungle King,5.0,1.0,0,29.0,110,0.0,0.48,2.0,0.4,0.0,67,65,0.0,5.93,15.0,8.4,0.4,0.0
2419,Thiago Alves,Pitbull,23.0,15.0,0,40.0,51,0.66,0.41,0.71,0.6,0.3,69,70,0.0,3.73,10.983333333333333,3.42,0.62,0.63
2421,Thiago Santos,Marreta,22.0,11.0,0,40.0,51,0.88,0.48,0.88,0.33,0.1,74,76,0.0,3.72,9.95,2.57,0.53,0.65
2422,Thiago Tavares,709,21.0,7.0,1,39.0,51,0.0,0.4,3.83,0.42,1.5,67,70,0.0,2.0,9.133333333333333,2.31,0.62,0.62
2423,Thibault Gouti,GT,12.0,5.0,0,36.0,58,0.31,0.34,1.23,0.8,0.3,70,72,0.0,3.68,8.15,5.64,0.5,0.83
2424,Thomas Almeida,Thominhas,22.0,5.0,0,32.0,51,0.5,0.43,0.17,0.14,0.0,67,70,1.0,4.84,9.0,4.93,0.61,0.75
2425,Thomas Gifford,The Young Lion,14.0,9.0,0,31.0,69,0.0,0.37,0.5,0.33,0.0,73,75,0.0,3.97,14.883333333333333,6.45,0.37,0.33
2426,Thomas Paull,Juggernaut,11.0,4.0,0,29.0,40,0.0,0.33,0.0,0.0,0.0,67,67,0.0,7.33,1.5,8.67,0.64,0.0
2427,Thomas Petersen,The Train,8.0,1.0,0,28.0,69,0.0,0.73,7.34,1.0,2.5,73,74,1.0,3.59,6.133333333333334,2.45,0.4,1.0
2429,Tiago dos Santos e Silva,Trator,20.0,7.0,2,36.0,51,0.0,0.35,0.63,0.11,0.3,69,70,0.0,3.69,12.0,4.23,0.59,0.33
2430,Tiffany Masters,Rainbow Renegade,2.0,1.0,0,29.0,69,0.0,0.62,3.06,0.6,0.0,63,65,0.0,3.53,14.716666666666667,2.58,0.5,0.0
2432,Tim Boetsch,The Barbarian,21.0,13.0,0,43.0,69,0.48,0.5,1.45,0.34,0.8,72,74,0.0,2.93,9.033333333333333,2.9,0.57,0.59
2434,Tim Credeur,Crazy,12.0,4.0,0,46.0,69,0.82,0.3,0.41,1.0,3.3,75,75,0.0,3.59,7.283333333333333,3.13,0.57,0.5
2435,Tim Elliott,206,21.0,13.0,1,37.0,69,0.12,0.44,3.73,0.47,1.0,67,66,1.0,3.39,12.25,2.66,0.56,0.59
2437,Tim Hague,The Trashing Machine,21.0,13.0,0,40.0,67,0.0,0.47,1.72,0.33,0.9,76,76,0.0,2.79,6.966666666666667,4.14,0.46,0.85
2438,Tim Kennedy,377,18.0,6.0,0,44.0,69,0.09,0.47,2.58,0.35,0.7,71,74,0.0,2.78,12.05,1.84,0.62,0.7
2440,Tim McKenzie,Wrecking Machine,14.0,9.0,0,41.0,69,0.0,0.54,0.0,0.0,2.1,72,74,0.0,1.37,4.85,2.96,0.44,0.28
2441,Tim Means,The Dirty Bird,33.0,15.0,1,39.0,69,0.58,0.49,1.16,0.42,0.2,74,75,0.0,5.1,10.133333333333333,3.65,0.6,0.65
2442,Tim Sylvia,The Maineiac,31.0,10.0,0,47.0,69,0.54,0.41,0.11,1.0,0.1,80,80,0.0,4.23,9.866666666666667,2.61,0.61,0.75
2443,Tim Williams,The South Jersey Strangler,15.0,5.0,0,37.0,69,0.0,0.38,1.81,0.4,0.0,74,76,0.0,3.07,8.3,3.55,0.48,1.0
2445,Timothy Cuamba,Twilight,7.0,1.0,0,24.0,69,0.0,0.34,0.0,0.0,0.0,69,71,0.0,2.87,15.0,4.47,0.53,0.83
2446,Timothy Johnson,353,12.0,4.0,0,38.0,69,0.18,0.45,1.09,0.24,0.0,75,77,1.0,3.43,11.833333333333334,3.08,0.44,0.69
2447,Timur Valiev,Lucky,18.0,3.0,0,34.0,0,0.29,0.53,1.73,0.4,0.3,66,67,0.0,5.19,13.0,3.33,0.45,0.55
2449,Tito Ortiz,The Peoples Champ,19.0,12.0,1,49.0,69,0.06,0.46,2.47,0.35,0.6,75,74,0.0,2.59,10.816666666666666,2.88,0.6,0.54
2452,Todd Duffee,192,9.0,3.0,0,38.0,69,2.87,0.37,0.72,0.25,0.0,75,78,0.0,5.93,2.9833333333333334,2.87,0.56,0.9
2454,Tom Aspinall,46,14.0,3.0,0,30.0,40,3.46,0.66,3.46,1.0,1.7,77,78,0.0,7.72,2.1666666666666665,2.77,0.66,1.0
2456,Tom Breese,93,12.0,3.0,0,32.0,40,1.07,0.5,0.0,0.0,1.1,75,73,1.0,3.34,7.033333333333333,2.81,0.6,0.7
2458,Tom Duquesnoy,Fire Kid,16.0,2.0,0,30.0,58,0.85,0.45,0.42,0.25,0.0,67,68,0.0,3.83,11.816666666666666,5.3,0.62,0.46
2461,Tom Lawlor,Filthy,10.0,6.0,0,40.0,69,0.46,0.42,2.46,0.32,1.4,72,74,1.0,2.5,8.866666666666667,2.41,0.6,0.57
2462,Tom Watson,Kong,17.0,9.0,0,41.0,69,0.15,0.44,0.15,0.07,0.0,73,73,0.0,4.01,14.25,4.41,0.5,0.43
2463,Tomasz Drwal,Gorilla,21.0,5.0,1,42.0,50,0.39,0.38,3.55,0.6,0.4,73,76,0.0,3.29,6.333333333333333,2.26,0.57,0.82
2465,Tommy Speer,The Farmboy,21.0,7.0,0,39.0,69,0.0,0.51,2.02,0.33,0.0,70,71,0.0,2.56,2.466666666666667,5.12,0.35,0.33
2466,Tony DeSouza,166,11.0,4.0,0,49.0,28,0.0,0.52,2.25,0.42,1.5,72,70,1.0,1.12,6.2,1.57,0.41,0.4
2467,Tony Ferguson,El Cucuy,26.0,10.0,0,39.0,69,0.17,0.45,0.39,0.35,0.9,71,76,0.0,4.94,11.65,4.41,0.55,0.67
2468,Tony Gravely,284,23.0,9.0,0,32.0,69,0.6,0.48,5.4,0.41,0.3,65,69,0.0,3.82,11.1,4.47,0.44,0.52
2470,Tony Johnson,352,7.0,2.0,0,40.0,69,0.0,0.92,0.0,0.0,0.0,74,76,0.0,4.0,14.7,3.67,0.22,0.9
2472,Tony Kelley,Primetime,8.0,3.0,0,37.0,69,0.0,0.47,0.0,0.0,1.4,69,70,3.0,5.55,10.766666666666667,4.85,0.45,0.52
2473,Tony Sims,658,12.0,4.0,0,38.0,69,0.71,0.63,0.71,0.5,0.7,71,70,1.0,1.81,7.0,0.76,0.65,0.5
2474,Tonya Evinger,Triple Threat,19.0,8.0,0,42.0,69,0.0,0.42,0.93,0.3,0.9,67,70,0.0,1.16,9.65,4.02,0.38,0.33
2475,Top Noi Kiwram,Tiger Muay Thai,9.0,5.0,0,31.0,74,1.66,0.59,2.72,0.85,0.0,65,67,1.0,4.47,9.366666666666667,3.23,0.66,0.74
2477,Toshiomi Kazama,373,10.0,4.0,0,26.0,54,0.0,0.54,1.51,0.13,0.0,67,69,0.0,2.22,6.6,3.94,0.45,0.66
2480,Tracy Cortez,139,11.0,1.0,0,30.0,69,0.0,0.53,2.33,0.46,0.3,65,65,0.0,4.11,15.0,2.79,0.6,0.75
2481,Travis Browne,Hapa,18.0,7.0,1,41.0,69,0.66,0.41,1.21,0.68,0.2,78,79,0.0,2.93,8.033333333333333,4.31,0.42,0.75
2483,Travis Lutter,The Serial Killer,10.0,6.0,0,50.0,69,0.32,0.32,1.95,0.24,0.7,71,75,0.0,0.41,7.716666666666667,2.42,0.42,0.3
2486,Tresean Gore,Mr Vicious,5.0,2.0,0,29.0,69,0.0,0.53,3.04,0.71,1.2,72,75,3.0,3.04,8.216666666666667,6.13,0.47,0.81
2487,Trevin Giles,263,16.0,5.0,0,31.0,69,0.35,0.53,1.27,0.55,0.3,72,74,0.0,2.97,10.8,2.09,0.59,0.71
2488,Trevin Jones, Star,13.0,10.0,0,33.0,69,0.41,0.37,0.62,0.15,0.2,67,70,1.0,2.13,12.066666666666666,4.29,0.39,0.6
2489,Trevor Peek,529,9.0,1.0,0,29.0,69,0.7,0.56,1.76,0.5,0.0,69,70,3.0,5.09,10.65,4.37,0.44,0.51
2490,Trevor Prangley,552,34.0,11.0,2,51.0,75,0.0,0.6,3.38,0.55,1.0,73,75,0.0,2.59,12.766666666666667,2.02,0.48,0.74
2491,Trevor Smith,Hot Sauce,15.0,10.0,0,43.0,69,0.18,0.55,1.7,0.32,0.7,75,75,0.0,3.29,10.983333333333333,3.31,0.51,0.6
2492,Trey Ogden,Samurai Ghost,16.0,6.0,0,34.0,69,0.0,0.47,1.29,0.16,0.8,71,72,0.0,3.64,14.55,4.02,0.58,1.0
2493,Trey Waters,The Truth,8.0,1.0,0,28.0,69,0.0,0.45,0.78,0.5,0.8,77,77,0.0,6.45,9.616666666666667,3.95,0.61,0.77
