name,nickname,wins,losses,draws,height,weight,reach,stance,dOB,sig_strikes_landed_per_min,sig_striking_accuracy_%,sig_strike_absorbed_per_min,sig_strike_defense(%_of_sig_strikes_not_landed_by_opponent),takedown_average(average_takedown_landed_per_fifteen_min),takedown_accuracy_%,takedown_defense(%_of_opponent_takedown_not_landed),sub_average(average_subs_attempted_per_15_mins)
Aliaskhab Khizriev,Black Wolf,14,0,0,"5' 9""",185 lbs.,"74""",Southpaw,24-Aug-90,6.03,64%,4.36,62%,5.77,60%,100%,3.9
WonBin Ki,The Danger,17,9,0,"5' 11""",155 lbs.,"73""",Orthodox,11-Feb-91,5.47,47%,3.24,55%,0,0%,0%,0
Pannie Kianzad,Banzai,17,7,0,"5' 7""",135 lbs.,"66""",Orthodox,8-Dec-91,4.87,49%,3.75,53%,0.35,30%,71%,0.1
Akira Kikuchi,,16,4,0,"5' 8""",155 lbs.,--,Orthodox,23-Jul-78,3.67,56%,0.4,14%,2,40%,100%,0
Katsunori Kikuno,,24,8,2,"5' 8""",145 lbs.,"66""",Orthodox,31-Oct-81,2.64,40%,2.47,61%,1.88,75%,76%,0.8
Sanae Kikuta,,31,9,3 (1 NC),"5' 9""",200 lbs.,--,Orthodox,10-Sep-71,0.7,45%,0.9,52%,1.6,63%,25%,1.8
Jacob Kilburn,The Killer,8,4,0,"5' 9""",145 lbs.,"72""",Orthodox,28-Jun-95,2.56,33%,6.78,35%,0.51,5%,20%,0.5
Dong Hyun Kim,Stun Gun,22,4,1 (1 NC),"6' 2""",170 lbs.,"76""",Southpaw,17-Nov-81,2.12,49%,1.89,58%,2.93,43%,71%,0.6
Jin Oh Kim,,0,4,0,"5' 9""",205 lbs.,--,Orthodox,--,5.06,25%,8.43,50%,0,0%,66%,0
Dae Won Kim,,11,7,0,"5' 11""",180 lbs.,--,Orthodox,--,1.75,32%,2.51,36%,3.43,42%,0%,0
Jong Wang Kim,,13,23,0,"6' 1""",240 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0
Jong Won Kim,,0,1,0,"5' 7""",139 lbs.,--,Orthodox,--,0.84,15%,3.28,63%,2.81,100%,0%,0
Min Soo Kim,,3,7,0,"6' 1""",255 lbs.,--,Southpaw,22-Jan-75,0.87,100%,3.48,20%,0,0%,0%,0
Jong Man Kim,Special Force,23,11,3 (1 NC),"5' 7""",139 lbs.,--,Orthodox,3-Mar-78,1.33,21%,3,60%,0,0%,0%,0
Ji Yeon Kim,Firefist,9,7,2,"5' 7""",125 lbs.,"72""",Orthodox,18-Oct-89,5.37,36%,5.41,56%,0,0%,50%,0.1
MinWoo Kim,Korean MOAI,10,2,0,"5' 8""",135 lbs.,"72""",Orthodox,21-Jul-93,0,0%,0,0%,0,0%,0%,0
HanSeul Kim,Spade,13,5,0,"6' 1""",170 lbs.,"74""",Southpaw,19-Jun-90,6.93,45%,8.09,50%,0,0%,0%,4
KyeungPyo Kim,Redhorse,11,4,0,"5' 9""",155 lbs.,"71""",Orthodox,29-Jan-92,6.77,46%,6.32,63%,3.87,40%,100%,0
Sangwook Kim,Frogman,9,3,0,"6' 0""",155 lbs.,"72""",Orthodox,17-Oct-93,5.57,51%,7.94,48%,1.65,18%,66%,0.8
SangWon Kim,No Problem,10,6,1,"5' 9""",145 lbs.,"69""",Orthodox,1-Sep-93,3.18,57%,3.73,58%,0.69,25%,72%,0
So Yul Kim,,8,1,0,--,115 lbs.,--,,25-May-97,0,0%,0,0%,0,0%,0%,0
Jeremy Kimball,,15,8,0,"6' 0""",205 lbs.,"72""",Switch,3-Jan-91,2.81,46%,3.84,49%,1.41,20%,50%,0
Rob Kimmons,The Rosedale Reaper,25,9,0,"5' 10""",185 lbs.,"73""",Orthodox,30-Jan-81,1.86,48%,4.79,38%,2.08,46%,25%,2.4
Dustin Kimura,The Diamond,11,3,0,"5' 7""",135 lbs.,"71""",Orthodox,21-May-89,1.33,21%,3.82,51%,0.93,37%,50%,2.2
Taiei Kin,,6,3,0,"5' 11""",185 lbs.,--,Orthodox,8-Jul-70,2.71,60%,1.33,52%,0,0%,55%,0
Mike King,,5,1,0,"6' 3""",185 lbs.,--,,4-Aug-83,4.44,58%,1.29,72%,1.75,25%,40%,3.5
Kyle Kingsbury,Kingsbu,11,6,0 (1 NC),"6' 4""",205 lbs.,"79""",Orthodox,22-Mar-82,2.97,40%,3.81,51%,2.64,41%,52%,0
Yusaku Kinoshita,,6,3,0,"6' 0""",170 lbs.,"71""",Southpaw,21-Aug-00,4.65,50%,5.12,51%,0,0%,50%,0
Kamuela Kirk,The Jawaiian,12,6,0,"5' 10""",155 lbs.,"75""",Switch,13-Apr-94,3.22,50%,5.87,40%,1.5,26%,47%,1.2
Yurij Kiseliov,Playboy,5,4,0,"5' 8""",185 lbs.,--,Orthodox,--,4.88,87%,0,0%,0,0%,50%,0
Justine Kish,,7,4,0,"5' 5""",125 lbs.,"64""",Orthodox,13-Apr-88,4.51,48%,4.59,57%,0.87,33%,50%,0.1
Koji Kitao,,1,2,0,"6' 7""",350 lbs.,--,Southpaw,12-Oct-63,0,0%,0,0%,0,0%,0%,0
Satoru Kitaoka,,40,14,9,"5' 6""",154 lbs.,--,,4-Feb-80,0.68,33%,2.15,45%,0.62,10%,27%,2.1
Top Noi Kiwram,,9,5,0,"5' 5""",125 lbs.,"67""",Southpaw,15-Aug-92,4.47,59%,3.23,66%,2.72,85%,74%,0
Ludovit Klein,Mr. Highlight,20,4,1,"5' 7""",155 lbs.,"72""",Southpaw,22-Feb-95,3.49,54%,3.53,53%,1.52,45%,83%,0
Seth Kleinbeck,Mass Destruction,8,4,0,"6' 2""",185 lbs.,--,,25-Jul-73,2.55,33%,2.42,40%,0.98,25%,90%,0
Stefan Klever,,6,1,0,--,185 lbs.,--,Orthodox,--,0.82,50%,3.84,58%,0,0%,0%,0
Felix Klinkhammer,,7,0,0,"6' 0""",170 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0
Drakkar Klose,,14,2,1,"5' 9""",155 lbs.,"70""",Orthodox,9-Mar-88,4.33,55%,3.4,52%,1.78,30%,68%,0
Michael Knaap,Hammer,18,22,3,"6' 2""",220 lbs.,--,Orthodox,27-Feb-84,0,0%,0,0%,0,0%,0%,0
Kevin Knabjian,,12,7,1,"5' 10""",170 lbs.,--,Orthodox,5-Jul-84,0,0%,15.56,22%,0,0%,100%,0
Jason Knight,The Kid,20,5,0,"5' 10""",145 lbs.,"71""",Orthodox,14-Jul-92,2.95,33%,3.02,51%,1.31,31%,47%,1.7
William Knight,Knightmare,11,5,0,"5' 10""",205 lbs.,"73""",Orthodox,3-Apr-88,2.62,56%,3.3,35%,1.78,40%,48%,0.4
Josefine Knutsson,Thunder,7,0,0,"5' 3""",115 lbs.,"60""",Orthodox,16-Jan-96,3.73,52%,1.33,64%,2.67,72%,100%,0
Isao Kobayashi,,21,4,4,"5' 8""",145 lbs.,--,,28-Oct-88,1.01,33%,1.66,45%,2.17,100%,100%,0
Kelly Kobold,Blood Red,19,3,1,"5' 6""",135 lbs.,--,Orthodox,25-Feb-83,2.33,21%,4.11,59%,1.67,11%,0%,0
Erik Koch,Phoenix,16,6,0,"5' 10""",170 lbs.,"71""",Southpaw,4-Oct-88,2.33,42%,2.82,47%,1.02,42%,81%,1
Sokun Koh,,4,1,0,"6' 1""",205 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0
Shingo Kohara,,1,0,0,"5' 6""",135 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0
Brad Kohler,,12,15,0,"5' 9""",220 lbs.,--,Orthodox,26-May-64,0,0%,0,0%,0,0%,0%,0
Charlie Kohler,,8,4,1,"5' 9""",155 lbs.,--,Orthodox,16-Jul-76,0.81,33%,4.31,46%,0,0%,0%,4
Tsuyoshi Kohsaka,TK,27,19,2,"5' 11""",225 lbs.,--,Orthodox,6-Mar-70,1.88,38%,4.41,54%,1.32,20%,33%,0.4
Kaloyan Kolev,,10,1,0,"6' 2""",205 lbs.,"73""",Orthodox,17-Oct-92,1.12,45%,4.49,42%,10.11,60%,0%,0
John Kolosci,,15,9,0,"5' 11""",185 lbs.,--,Orthodox,26-Nov-74,0.21,20%,0.85,50%,0,0%,0%,0
Yuki Kondo,,60,33,9,"5' 11""",183 lbs.,--,Southpaw,17-Jul-75,1.14,42%,2.57,51%,0.76,41%,37%,0.5
Syuri Kondo,,6,3,0,"5' 4""",115 lbs.,"66""",Orthodox,8-Feb-89,5.4,44%,7.22,58%,0,0%,83%,0.3
Cheick Kongo,,27,10,2,"6' 4""",240 lbs.,"82""",Orthodox,17-May-75,3.33,56%,1.28,54%,2.3,56%,52%,0.2
Andrei Kopylov,,6,11,0,"6' 2""",265 lbs.,--,Orthodox,16-Jul-65,0.33,66%,4.31,40%,0,0%,0%,0
Roman Kopylov,,12,2,0,"6' 0""",185 lbs.,"75""",Southpaw,4-May-91,4.72,53%,4.11,60%,0.47,50%,92%,0
Bruno Korea,,7,3,0,"5' 6""",135 lbs.,"65""",,28-Jun-91,2.12,34%,3.96,42%,0,0%,25%,0
Andrey Koreshkov,Spartan,19,2,0,"6' 0""",170 lbs.,--,,23-Aug-90,2.84,39%,1.92,63%,4.8,53%,0%,0
Josh Koscheck,,17,11,0,"5' 10""",170 lbs.,"73""",Orthodox,30-Nov-77,1.79,36%,2.27,63%,2.46,48%,64%,0.4
Steven Koslow,Obi Won Shinobi The Pillow,6,1,0,"5' 7""",125 lbs.,"69""",Switch,22-Jan-97,0.77,37%,3.73,40%,5.28,55%,0%,1.1
Naoyuki Kotani,,34,14,7,"5' 8""",155 lbs.,"66""",Southpaw,8-Dec-81,1.02,31%,2.89,50%,0.83,16%,46%,0.8
Ilya Kotau,,1,2,0,--,170 lbs.,--,,--,3.94,40%,4.38,44%,6.57,100%,100%,6.6
Iouri Kotchkine,,7,4,1,"6' 2""",235 lbs.,--,Orthodox,--,0.67,38%,4.92,15%,0,0%,25%,0
Matt Kovacs,300,12,16,0,"6' 0""",244 lbs.,--,Orthodox,--,1.47,22%,4.87,44%,1,25%,0%,0
Marcus Kowal,,3,1,1,--,135 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0
Karolina Kowalkiewicz,,16,7,0,"5' 3""",115 lbs.,"64""",Orthodox,15-Oct-85,5.92,43%,5.55,59%,0.36,26%,74%,0.2
Steve Kozola,,8,0,0,--,155 lbs.,--,,--,3.9,39%,4.36,50%,2.34,100%,100%,0
Derrick Krantz,D-Rock,22,12,0,"5' 10""",170 lbs.,"72""",Orthodox,13-Jan-88,2.07,37%,4.03,50%,3.18,50%,0%,0.8
James Krause,The,28,9,0,"6' 2""",170 lbs.,"73""",Orthodox,4-Jun-86,4.79,49%,4.11,61%,0.96,18%,59%,0.9
Pascal Krauss,Panzer,11,2,0,"6' 1""",170 lbs.,--,Orthodox,19-Apr-87,5.45,47%,3.88,59%,1.53,50%,60%,0.9
Rene Kronvold,,5,1,0,"5' 8""",170 lbs.,--,Orthodox,--,0.82,100%,2.47,60%,0,0%,66%,4.1
Kaynan Kruschewsky,Bahia,15,2,0 (1 NC),"6' 0""",155 lbs.,"73""",Orthodox,4-Apr-91,5.08,39%,4.79,47%,2.18,100%,0%,2.2
Jorgen Kruth,The Last Viking,5,0,0,"6' 2""",205 lbs.,--,,8-May-74,0,0%,0,0%,0,0%,0%,0
Nikita Krylov,The Miner,30,9,0,"6' 3""",205 lbs.,"77""",Orthodox,7-Mar-92,4.38,55%,2.47,44%,2.29,38%,53%,1.4
Mariusz Ksiazkiewicz,The Iron Pol,8,1,0,"6' 3""",185 lbs.,"75""",Southpaw,4-Oct-89,0.93,45%,3.4,39%,4,100%,0%,2
Junya Kudo,,10,7,2,--,135 lbs.,--,Orthodox,--,1.85,71%,4.44,33%,0,0%,0%,0
John Kuhner,,1,2,0,--,170 lbs.,--,,12-Oct-82,0,0%,0,0%,0,0%,0%,0
Michael Kuiper,,15,5,0,"6' 0""",185 lbs.,"73""",Orthodox,7-Jun-89,3.28,54%,3.62,54%,2.3,55%,79%,0
Anton Kuivanen,,24,10,0,"5' 8""",155 lbs.,"72""",Orthodox,1-May-84,2.27,38%,1.63,67%,1.2,100%,71%,0.4
Maiju Kujala,,6,3,0,--,135 lbs.,--,,--,2.5,40%,5.5,36%,0,0%,50%,0
Sumit Kumar,The Indian Kid,8,1,0,"5' 5""",125 lbs.,"66""",Orthodox,9-Sep-00,2.8,24%,4.67,46%,6,30%,60%,0
Aleksei Kunchenko,,20,2,0,"5' 8""",170 lbs.,"70""",Orthodox,2-May-84,3.67,44%,2.83,63%,0.25,33%,80%,0
Rizvan Kuniev,,11,2,1,"6' 4""",240 lbs.,"76""",Orthodox,3-Oct-92,7.09,73%,1.55,51%,4.09,75%,0%,0
Keigo Kunihara,,3,2,0,"6' 0""",235 lbs.,--,Orthodox,--,0.17,10%,1.99,57%,4.97,40%,100%,2.5
Kiichi Kunimoto,Strasser,18,7,2 (1 NC),"5' 10""",170 lbs.,"71""",Orthodox,1-May-81,1.87,44%,3.92,41%,1.59,20%,28%,0.3
Leo Kuntz,The Lion,18,4,1,"5' 10""",155 lbs.,--,Orthodox,3-Oct-83,1.68,32%,3.8,45%,1.99,25%,33%,0.7
Korey Kuppe,,8,4,0,"6' 5""",170 lbs.,"77""",Switch,23-Jan-89,0.73,73%,1.33,31%,0,0%,69%,1
Ramazan Kuramagomedov,,8,0,0,"6' 1""",170 lbs.,"73""",Orthodox,23-Aug-96,11.67,67%,9.13,54%,1,14%,0%,0
Tsuyoshi Kurihara,,10,8,2,"5' 10""",185 lbs.,--,Orthodox,13-Jul-73,0,0%,12,50%,0,0%,0%,0
Eldari Kurtanidze,,0,1,0,"5' 6""",235 lbs.,--,Orthodox,16-Apr-72,0.47,20%,3.72,60%,0,0%,0%,0
Kyle Kurtz,,7,5,0,--,170 lbs.,--,,--,1.31,36%,2.95,52%,1.23,20%,0%,2.5
Guram Kutateladze,Georgian Viking,12,4,0,"5' 11""",155 lbs.,"72""",Orthodox,8-Jan-92,4.62,45%,4.53,56%,0.69,18%,75%,0
Lina Kvokov,,0,3,0,"5' 9""",135 lbs.,--,Orthodox,--,2.31,30%,12.12,19%,0,0%,0%,0
Kaleo Kwan,Leo Boy,11,16,0,"5' 7""",155 lbs.,--,,1-Aug-70,0,0%,0,0%,0,0%,0%,0
Jarrod Kwitty,,2,2,0,"5' 8""",185 lbs.,--,,--,0.53,50%,4.4,32%,8,50%,0%,2
Mike Kyle,MAK,22,14,1 (2 NC),"6' 4""",205 lbs.,"77""",Orthodox,31-Mar-80,3.93,51%,3.35,49%,1.33,62%,50%,0.8
Achmed Labasanov,,7,4,0,"6' 3""",215 lbs.,--,Orthodox,24-Apr-78,0.75,39%,1.1,46%,3,100%,0%,0.8
Josh LaBerge,,11,6,0,"5' 10""",145 lbs.,--,,--,2.53,36%,5.33,44%,0,0%,71%,0
Jeremiah Labiano,The Kid,11,5,0,"5' 10""",135 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0
Daniel Lacerda,Miojo,11,5,0 (1 NC),"5' 6""",125 lbs.,"70""",Switch,5-Jun-96,4.16,47%,8.7,34%,1.91,42%,0%,1.3
Luan Lacerda,,12,3,0,"5' 7""",135 lbs.,"71""",Orthodox,7-Jan-93,4.52,44%,7.07,47%,1.26,25%,75%,0.6
Kemran Lachinov,,3,2,0,--,170 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0
Aspen Ladd,,9,3,0,"5' 6""",135 lbs.,"66""",Orthodox,1-Mar-95,3.78,47%,4.65,47%,1.56,47%,62%,0.6
Ryan LaFlare,,14,3,0,"6' 1""",170 lbs.,"74""",Southpaw,1-Oct-83,2.89,40%,1.86,63%,2.13,44%,58%,0.2
Corinne Laframboise,,8,4,0,--,125 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0
Ben Lagman,Bad News,6,5,0,"6' 2""",185 lbs.,--,,4-Sep-86,0,0%,0,0%,0,0%,0%,0
Noad Lahat,Neo,11,2,0,"5' 9""",145 lbs.,"69""",Orthodox,8-Jun-84,2.79,46%,1.47,63%,2.37,26%,16%,2.4
Tina Lahdemaki,Jelly Bean,5,1,0,"5' 2""",115 lbs.,--,Orthodox,28-May-88,1.93,20%,4.67,57%,0,0%,16%,0
Yohan Lainesse,White Lion,9,3,0,"6' 1""",170 lbs.,"76""",Orthodox,14-Aug-92,2.22,41%,3.38,58%,0.94,28%,72%,0.5
Tim Lajcik,The Bohemian,7,6,1,"6' 1""",225 lbs.,--,Orthodox,21-Jun-65,0,0%,0,0%,0,0%,0%,0
Todd Lally,,2,1,0,"5' 7""",145 lbs.,--,Orthodox,--,0,0%,0,0%,0,0%,0%,0
Sean Lally,The Unpredictable One,7,3,0,"6' 0""",170 lbs.,--,Orthodox,4-Nov-90,5.34,39%,7.23,30%,0,0%,0%,0
Ricardo Lamas,The Bully,20,8,0,"5' 8""",145 lbs.,"71""",Orthodox,21-May-82,3.13,47%,2.87,57%,1.84,33%,46%,0.9
Jason Lambert,The Punisher,26,13,0,"6' 3""",185 lbs.,"75""",Orthodox,3-Jun-75,3.21,58%,1.84,50%,1.35,36%,28%,2.4
Jose Landi-Jons,Pele,29,16,0,"5' 11""",170 lbs.,--,Orthodox,9-Sep-73,0.99,40%,0.77,43%,2.2,80%,40%,2.2
Nate Landwehr,The Train,17,5,0,"5' 9""",145 lbs.,"72""",Orthodox,6-Jun-88,6.14,46%,5.58,55%,1.07,41%,86%,1.1
Austen Lane,,12,4,0 (1 NC),"6' 6""",245 lbs.,"80""",Orthodox,9-Nov-87,4.48,47%,2.85,48%,0,0%,0%,0
Aaron Lanfranco,,5,1,0,--,155 lbs.,--,,26-Aug-86,0,0%,0,0%,0,0%,0%,0
Jeremy Lang,,21,2,0,"5' 11""",205 lbs.,--,Southpaw,11-May-75,1.13,50%,1.41,42%,4.22,60%,0%,4.2
Lionel Lanham,,5,1,0,--,205 lbs.,--,,31-Aug-80,0,0%,0,0%,0,0%,0%,0
Lina Lansberg,Elbow Queen,10,8,0,"5' 7""",135 lbs.,"65""",Orthodox,13-Mar-82,2.69,55%,3.87,44%,0.52,27%,47%,0.1
Taylor Lapilus,Double Impact,19,4,0,"5' 6""",135 lbs.,"73""",Southpaw,8-Apr-92,3.91,46%,2.37,61%,0.37,40%,77%,0.4
Chad Laprise,The Disciple,13,4,0,"5' 10""",170 lbs.,"71""",Orthodox,23-Jul-86,4.78,42%,3.59,65%,1.05,54%,78%,0
Anthony Lapsley,The Recipe,23,7,0 (2 NC),"5' 9""",170 lbs.,--,Southpaw,13-Feb-80,0.53,34%,0.58,66%,0,0%,20%,0
TJ Laramie,,12,5,0,"5' 6""",145 lbs.,"66""",Orthodox,15-Oct-97,1.49,50%,2.64,38%,1.44,33%,40%,0
Icho Larenas,,6,5,0,"6' 3""",235 lbs.,--,Orthodox,12-Mar-80,0.17,15%,2.5,28%,0,0%,14%,0
Lorenz Larkin,The Monsoon,18,6,0 (1 NC),"5' 11""",170 lbs.,"72""",Orthodox,3-Sep-86,3.53,46%,2.74,63%,0.27,42%,79%,0.1
Jeremy Larsen,,8,5,0,"5' 10""",145 lbs.,"70""",Orthodox,18-May-84,4.87,48%,5.75,57%,2.49,33%,0%,0
Brock Larson,,42,10,0,"5' 11""",170 lbs.,"71""",Southpaw,23-Aug-77,1.39,46%,1.5,55%,2.67,34%,43%,2
Ryan Larson,,6,2,0,--,170 lbs.,--,,30-Dec-80,0,0%,0,0%,0,0%,0%,0
Bobby Lashley,,15,2,0,"6' 3""",255 lbs.,"78""",Orthodox,16-Jul-76,3.1,63%,0.76,63%,11.47,70%,0%,0
Ilir Latifi,The Sledgehammer,17,9,0 (1 NC),"5' 10""",230 lbs.,"73""",Orthodox,28-Jul-82,2.05,45%,2.93,56%,2.11,35%,100%,0.3
Sione Latu,,1,0,0,"6' 0""",215 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0
Jenel Lausa,,7,5,0,"5' 5""",125 lbs.,"68""",Orthodox,1-Aug-88,1.44,42%,3.53,53%,0.55,66%,51%,0.8
Joe Lauzon,,28,16,0,"5' 10""",155 lbs.,"71""",Orthodox,22-May-84,2.84,39%,5.39,54%,2.39,45%,54%,2
Dan Lauzon,The Upgrade,17,6,0,"5' 10""",155 lbs.,--,Orthodox,30-Mar-88,1.34,25%,4.09,61%,1.63,33%,80%,2.7
Sandra Lavado,Peruvian Zombie,10,3,0,"5' 7""",115 lbs.,"66""",Orthodox,3-May-94,0.87,37%,2.67,34%,0,0%,33%,0
Chatt Lavender,,9,7,0,"5' 8""",170 lbs.,--,,24-May-76,0,0%,0,0%,0,0%,0%,0
Muhammed Lawal,King Mo,21,6,0 (1 NC),"6' 0""",205 lbs.,"78""",Southpaw,11-Jan-81,3.79,52%,1.61,66%,5.96,75%,87%,0
Robbie Lawler,Ruthless,30,16,0 (1 NC),"5' 11""",170 lbs.,"74""",Southpaw,20-Mar-82,3.85,47%,4.67,59%,0.65,64%,65%,0
Tom Lawlor,Filthy,10,6,0 (1 NC),"6' 0""",205 lbs.,"74""",Southpaw,15-May-83,2.5,42%,2.41,60%,2.46,32%,57%,1.4
Justin Lawrence,The American Kidd,10,4,0,"5' 8""",145 lbs.,"67""",Orthodox,15-May-90,3.84,35%,2.83,67%,0.72,28%,73%,0
Lance Lawrence,,4,1,0,"6' 1""",145 lbs.,"74""",Orthodox,26-Jun-93,5.87,50%,9.8,24%,1,100%,50%,0
Ronnie Lawrence,The Heat,8,2,0 (1 NC),"5' 8""",135 lbs.,"68""",Switch,13-Jun-92,2.78,56%,1.75,52%,6.75,77%,45%,0.2
Eric Lawson,,9,5,0,"6' 0""",185 lbs.,--,Orthodox,--,1.58,57%,1.97,44%,8.88,42%,0%,3
Jimmy Lawson,Greedy,4,2,0,"6' 0""",265 lbs.,"77""",Orthodox,13-Nov-91,0.07,8%,1.6,44%,0,0%,0%,0
Valmir Lazaro,Bidu,15,5,0,"6' 0""",155 lbs.,"73""",Orthodox,15-Aug-85,4.87,37%,4.09,61%,1.33,40%,96%,0
Zviad Lazishvili,,13,1,0,"5' 6""",135 lbs.,"69""",Orthodox,25-Oct-91,4.2,39%,6.13,51%,0,0%,0%,0
Mounir Lazzez,The Sniper,11,3,0,"6' 1""",170 lbs.,"76""",Orthodox,16-Nov-87,7.49,55%,5.42,53%,1.8,57%,71%,0
Cung Le,,9,3,0,"5' 9""",185 lbs.,"70""",Southpaw,25-May-72,4.36,48%,2.98,66%,1.37,71%,88%,0.3
Thanh Le,,6,1,0,"5' 9""",145 lbs.,"74""",Orthodox,28-Aug-85,1.97,40%,1.82,70%,0,0%,100%,0
Jordan Leavitt,The Monkey King,11,3,0,"5' 9""",155 lbs.,"71""",Southpaw,2-Jun-95,2.55,61%,1.84,57%,2.19,25%,30%,1.1
Jerome LeBanner,,3,2,0,"6' 3""",265 lbs.,--,Southpaw,26-Dec-72,0.92,35%,1.03,37%,0,0%,50%,0
Chris Leben,The Crippler,22,11,0,"5' 11""",185 lbs.,"73""",Southpaw,21-Jul-80,2.87,42%,2.87,52%,1.14,41%,53%,0.8
Mickael Lebout,Ragnar,16,7,1 (1 NC),"5' 11""",155 lbs.,"73""",Orthodox,16-Aug-87,2.6,34%,2.98,54%,0,0%,60%,0
Stephen Ledbetter,,8,3,0,"5' 9""",145 lbs.,--,Orthodox,30-Jun-82,1.2,38%,1.6,57%,5,45%,100%,0
Justin Ledet,El Blanco,9,4,0 (1 NC),"6' 4""",205 lbs.,"80""",Orthodox,28-Sep-88,3.35,39%,4.82,49%,0.23,50%,42%,0.2
James Lee,,15,3,0 (1 NC),"5' 11""",205 lbs.,--,Southpaw,22-Sep-73,1.4,42%,3.72,27%,13.95,50%,0%,7
David Lee,,12,10,0,"5' 10""",155 lbs.,--,Orthodox,--,1.49,50%,3.31,42%,0,0%,50%,0
Jackie Lee,,0,1,0,--,--,--,,--,0,0%,0,0%,0,0%,0%,0
Eun Soo Lee,,17,4,0 (1 NC),"6' 1""",215 lbs.,--,Orthodox,7-Mar-82,0,0%,3.05,60%,0,0%,50%,0
Tae Hyun Lee,,1,2,0,"6' 6""",295 lbs.,--,Orthodox,17-Jan-75,1.37,31%,3.89,54%,5.15,100%,0%,0
Tommy Lee,,25,6,0 (1 NC),"5' 7""",145 lbs.,--,Orthodox,20-Jan-77,0,0%,0.3,75%,4.57,33%,0%,0
Matt Lee,,14,10,1,"5' 11""",155 lbs.,--,Orthodox,--,0,0%,9.68,21%,0,0%,0%,0
Imani Lee,,2,4,0,--,--,--,Orthodox,--,0,0%,0.94,33%,0,0%,0%,0
Vaughan Lee,,14,13,1,"5' 6""",125 lbs.,"66""",Orthodox,15-Oct-82,3.47,47%,2.07,70%,0.81,33%,72%,1
Kevin Lee,The Motown Phenom,18,8,0,"5' 9""",170 lbs.,"77""",Orthodox,4-Sep-92,3.88,42%,3.6,50%,3.18,43%,75%,0.8
Rocky Lee,,3,2,0,"5' 9""",145 lbs.,--,Orthodox,8-Apr-87,2.47,51%,5.33,44%,1,10%,33%,0
Andrea Lee,KGB,13,8,0,"5' 6""",125 lbs.,"69""",Orthodox,11-Feb-89,4.91,47%,3.69,63%,1.84,57%,54%,0.6
JeongYeong Lee,Korean Tiger,10,1,0,"5' 10""",145 lbs.,"73""",Orthodox,13-Nov-95,2.39,47%,1.84,55%,0,0%,73%,0.9
JungHyun Lee,The Phenom,8,1,0,"5' 5""",125 lbs.,"65""",Orthodox,10-Sep-02,4.27,39%,6.2,38%,0,0%,64%,0
ChangHo Lee,,9,1,0,"5' 8""",135 lbs.,"69""",Orthodox,9-May-94,4.3,69%,1.03,47%,4.3,35%,25%,0
Ricky Legere Jr.,IE Bad Boy,14,4,0,"5' 8""",170 lbs.,--,,--,1.07,41%,1.53,60%,5,41%,0%,0
Sherron Leggett,Rob Roy,21,6,0,"5' 8""",155 lbs.,--,Southpaw,27-Oct-78,2.86,51%,2.08,47%,5.19,80%,33%,0
Cheyden Leialoha,Steadfast,6,0,0,"5' 8""",135 lbs.,"73""",Orthodox,15-Mar-94,1.87,28%,3.2,53%,2,33%,71%,0
Claudia Leite,,8,3,0,"5' 3""",135 lbs.,"64""",Orthodox,4-Nov-96,1.27,47%,1.73,57%,1,25%,0%,1
Thales Leites,,28,9,0,"6' 1""",185 lbs.,"78""",Orthodox,6-Sep-81,2.13,40%,2.99,52%,2.1,27%,30%,1.1
Stefan Leko,Blitz,0,3,0,"6' 2""",215 lbs.,--,Orthodox,3-Jun-74,2.4,43%,6.17,68%,0,0%,0%,0
Gabe Lemley,,13,9,0,"5' 8""",155 lbs.,--,Orthodox,--,0.82,35%,6.03,45%,0,0%,0%,0
Amanda Lemos,,13,3,1,"5' 4""",115 lbs.,"65""",Southpaw,22-May-87,3.54,55%,4.66,42%,0.82,55%,55%,0.8
Giacomo Lemos,,6,0,0,"6' 3""",247 lbs.,"75""",Orthodox,23-Jun-89,0,0%,0,0%,0,0%,0%,0
Christophe Leninger,,3,4,0,"6' 0""",200 lbs.,--,Southpaw,--,0,0%,0,0%,0,0%,0%,0
Jesse Lennox,The Ox,14,4,0,"5' 9""",170 lbs.,"72""",Orthodox,10-Mar-82,2.69,32%,3.2,64%,1.22,66%,63%,0.3
Jean Francois Lenogue,,16,17,3,"6' 0""",185 lbs.,--,Orthodox,29-Nov-72,1.13,34%,0.27,60%,0,0%,33%,0
Nik Lentz,The Carny,30,12,2 (1 NC),"5' 8""",145 lbs.,"68""",Orthodox,13-Aug-84,3.44,47%,3.25,50%,3.3,32%,43%,1.2
Alberta Cerra Leon,,0,1,0,"5' 8""",238 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0
