name,nickname,wins,losses,draws,height,weight,reach,stance,dOB,sig_strikes_landed_per_min,sig_striking_accuracy_%,sig_strike_absorbed_per_min,sig_strike_defense(%_of_sig_strikes_not_landed_by_opponent),takedown_average(average_takedown_landed_per_fifteen_min),takedown_accuracy_%,takedown_defense(%_of_opponent_takedown_not_landed),sub_average(average_subs_attempted_per_15_mins)
Pat Healy,Bam Bam,34,23,0 (1 NC),"6' 0""",155 lbs.,"72""",Orthodox,20-Jul-83,2.57,36%,2.57,50%,3.08,37%,55%,1.1
Ryan Healy,The Irish Assassin,25,14,1,"6' 1""",155 lbs.,--,Orthodox,20-Jul-83,1.67,35%,3,38%,3,50%,40%,1
Spencer Hearns,,1,0,0,"5' 11""",185 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0
David Heath,,18,7,0,"5' 11""",205 lbs.,"72""",Orthodox,10-Feb-76,1.48,30%,5.16,49%,0.33,50%,57%,1
Chris Heatherly,Stump,9,4,0 (1 NC),"5' 9""",155 lbs.,--,Orthodox,24-Nov-87,1.08,45%,2.67,52%,3.39,50%,100%,0.7
Jake Hecht,Hitman,11,4,0,"6' 0""",170 lbs.,"73""",Orthodox,9-Feb-84,3.26,47%,2.76,56%,2.04,37%,40%,0
Nick Hein,Sergeant,14,5,0 (1 NC),"5' 6""",155 lbs.,"66""",Southpaw,24-Apr-84,2.65,35%,3.61,59%,0.86,33%,83%,0
Ian Heinisch,The Hurricane,14,5,0,"5' 11""",185 lbs.,"72""",Orthodox,5-Aug-88,3.25,50%,2.98,59%,1.02,17%,59%,0.7
Marcin Held,,23,7,0,"5' 9""",155 lbs.,"71""",Orthodox,18-Jan-92,1.41,34%,2.02,47%,2.46,46%,37%,1.3
Delson Heleno,Pe De Chumbo,29,10,0,"5' 11""",185 lbs.,--,Orthodox,16-Nov-77,0.69,75%,4.83,19%,0,0%,0%,0
Matt Helm,,1,1,0,--,155 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0
Elisha Helsper,Knuckles,0,4,0,"5' 6""",135 lbs.,--,Orthodox,6-Feb-83,0,0%,0,0%,0,0%,0%,0
Dan Henderson,Hendo,32,15,0,"5' 11""",185 lbs.,"74""",Orthodox,24-Aug-70,2.44,47%,2.7,51%,1.52,52%,57%,0.3
Benson Henderson,Smooth,24,7,0,"5' 9""",170 lbs.,"70""",Southpaw,16-Nov-83,2.93,45%,1.79,63%,2.4,45%,63%,0.8
Ron Henderson,,4,3,0,"5' 10""",125 lbs.,--,,--,2.53,25%,3.6,48%,1,20%,0%,0
Josh Hendricks,,19,11,0 (1 NC),"6' 2""",235 lbs.,--,Southpaw,28-Aug-76,0.98,20%,11.8,29%,0,0%,0%,0
Johny Hendricks,Bigg Rigg,18,8,0,"5' 9""",185 lbs.,"69""",Southpaw,12-Sep-83,3.49,45%,3.99,53%,3.83,46%,63%,0.3
Cory Hendricks,,3,1,0,"6' 3""",205 lbs.,--,Switch,10-May-88,3.13,39%,4.07,42%,0,0%,100%,0
Luis Henrique,KLB,10,5,0 (1 NC),"6' 2""",243 lbs.,"74""",Orthodox,21-Aug-93,1.81,43%,2.22,47%,3.09,36%,50%,1
Jose Henrique,Canela,5,1,0,"6' 3""",170 lbs.,"79""",Orthodox,23-May-02,3.45,43%,5.79,38%,0,0%,0%,0
Diego Henrique da Silva,Gaucho,8,4,0 (1 NC),"6' 2""",185 lbs.,--,Orthodox,22-Aug-86,2.53,57%,3.27,30%,0,0%,63%,0
Danny Henry,The Hatchet,12,4,0,"6' 0""",145 lbs.,"73""",Orthodox,17-Jul-88,5.2,51%,4.16,45%,0.74,33%,50%,2.2
Victor Henry,La Mangosta,23,6,0 (1 NC),"5' 7""",135 lbs.,"68""",Switch,4-May-87,8.26,54%,5.95,47%,0,0%,78%,0.6
TJ Hepburn,The Carnivore,4,2,0,"5' 7""",155 lbs.,--,,--,0.73,37%,0.13,81%,2,40%,60%,0
Jai Herbert,Black Country Banger,12,5,1,"6' 1""",155 lbs.,"77""",Orthodox,13-May-88,2.69,41%,3.15,45%,0.2,10%,57%,0
Ed Herman,Short Fuse,27,16,0 (1 NC),"6' 1""",205 lbs.,"77""",Orthodox,2-Oct-80,3.31,48%,3.71,42%,1.96,47%,59%,1
