name,nickname,wins_x,losses_x,draws_x,height_x,weight_x,reach_x,stance_x,dOB_x,sig_strikes_landed_per_min_x,sig_striking_accuracy_%_x,sig_strike_absorbed_per_min_x,sig_strike_defense(%_of_sig_strikes_not_landed_by_opponent)_x,takedown_average(average_takedown_landed_per_fifteen_min)_x,takedown_accuracy_%_x,takedown_defense(%_of_opponent_takedown_not_landed)_x,sub_average(average_subs_attempted_per_15_mins)_x,wins_y,losses_y,draws_y,height_y,reach_y,age,nation,sig_str_accuracy,sig_str_totals,takedown_accuracy,takedown_totals,sig_str_per_minute,takedown_avg_per_fifteen,sig_str_defense,knockdown_avg,sig_str_absorbed_per_min,submission_avg_per_fifteen,takedown_defense,avg_fight_time,_merge,wins,losses,draws,height,weight_y,reach,stance_y,dOB_y,sig_strikes_landed_per_min_y,sig_striking_accuracy_%_y,sig_strike_absorbed_per_min_y,sig_strike_defense(%_of_sig_strikes_not_landed_by_opponent)_y,takedown_average(average_takedown_landed_per_fifteen_min)_y,takedown_accuracy_%_y,takedown_defense(%_of_opponent_takedown_not_landed)_y,sub_average(average_subs_attempted_per_15_mins)_y
Andrew Montanez,!,9.0,12.0,1,--,185 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,9,12,1,--,185 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Andrew Ramm,The,4.0,4.0,0,"6' 1""",160 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,4,4,0,"6' 1""",160 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Andrew Valladerez,!,5.0,7.0,0,--,135 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,5,7,0,--,135 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Andrews Nakahara,!,5.0,4.0,2,"6' 1""",185 lbs.,--,Orthodox,12-Mar-83,2.68,44%,1.9,57%,0.0,0%,72%,0.4,,,,,,,,,,,,,,,,,,,,left_only,5,4,2,"6' 1""",185 lbs.,--,Orthodox,12-Mar-83,2.68,44%,1.9,57%,0.0,0%,72%,0.4
Andrey Koreshkov,Spartan,19.0,2.0,0,"6' 0""",170 lbs.,--,,23-Aug-90,2.84,39%,1.92,63%,4.8,53%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,19,2,0,"6' 0""",170 lbs.,--,,23-Aug-90,2.84,39%,1.92,63%,4.8,53%,0%,0.0
Andy Murad,The Tooth Fairy,15.0,2.0,0,"5' 9""",185 lbs.,--,,--,2.6,76%,2.87,32%,1.0,20%,42%,0.0,,,,,,,,,,,,,,,,,,,,left_only,15,2,0,"5' 9""",185 lbs.,--,,--,2.6,76%,2.87,32%,1.0,20%,42%,0.0
Andy Ologun,!,3.0,1.0,0,"6' 0""",154 lbs.,--,Orthodox,12-Jun-83,2.36,57%,0.32,85%,0.68,100%,80%,0.0,,,,,,,,,,,,,,,,,,,,left_only,3,1,0,"6' 0""",154 lbs.,--,Orthodox,12-Jun-83,2.36,57%,0.32,85%,0.68,100%,80%,0.0
Andy Uhrich,!,11.0,6.0,0,"6' 0""",170 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,11,6,0,"6' 0""",170 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Andy Waters,!,1.0,2.0,0,"6' 0""",170 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,1,2,0,"6' 0""",170 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Angelo Antonio,!,1.0,4.0,0,--,205 lbs.,--,Orthodox,--,1.09,50%,7.64,50%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,1,4,0,--,205 lbs.,--,Orthodox,--,1.09,50%,7.64,50%,0.0,0%,0%,0.0
Angga,The Hitman,13.0,3.0,0,"5' 7""",145 lbs.,"68""",Orthodox,13-Jan-89,3.56,38%,3.77,53%,0.0,0%,33%,0.0,,,,,,,,,,,,,,,,,,,,left_only,13,3,0,"5' 7""",145 lbs.,"68""",Orthodox,13-Jan-89,3.56,38%,3.77,53%,0.0,0%,33%,0.0
Anthony Alves,!,1.0,4.0,0,--,--,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,1,4,0,--,--,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Anthony Avila,!,13.0,5.0,0,"5' 7""",145 lbs.,--,,29-Dec-88,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,13,5,0,"5' 7""",145 lbs.,--,,29-Dec-88,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Anthony Do,!,4.0,2.0,0,"5' 4""",125 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,4,2,0,"5' 4""",125 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Anthony Figueroa,!,11.0,8.0,1,"5' 4""",135 lbs.,--,Orthodox,--,2.37,48%,3.77,49%,0.0,0%,58%,0.0,,,,,,,,,,,,,,,,,,,,left_only,11,8,1,"5' 4""",135 lbs.,--,Orthodox,--,2.37,48%,3.77,49%,0.0,0%,58%,0.0
Anthony Morrison,Cheesesteak,20.0,12.0,0 (1 NC),"5' 7""",145 lbs.,--,Orthodox,29-Mar-84,1.7,33%,0.49,80%,0.0,0%,50%,0.0,,,,,,,,,,,,,,,,,,,,left_only,20,12,0 (1 NC),"5' 7""",145 lbs.,--,Orthodox,29-Mar-84,1.7,33%,0.49,80%,0.0,0%,50%,0.0
Anthony Njokuani,The Assassin,16.0,12.0,0 (1 NC),"6' 1""",155 lbs.,"75""",Orthodox,1-Mar-80,3.94,46%,2.41,65%,0.5,45%,53%,0.2,,,,,,,,,,,,,,,,,,,,left_only,16,12,0 (1 NC),"6' 1""",155 lbs.,"75""",Orthodox,1-Mar-80,3.94,46%,2.41,65%,0.5,45%,53%,0.2
Anthony Ruiz,El Toro,33.0,22.0,0,"6' 2""",205 lbs.,--,Orthodox,3-Nov-77,2.56,64%,1.67,28%,1.43,31%,21%,0.0,,,,,,,,,,,,,,,,,,,,left_only,33,22,0,"6' 2""",205 lbs.,--,Orthodox,3-Nov-77,2.56,64%,1.67,28%,1.43,31%,21%,0.0
Anthony Taylor,Pretty Boy,1.0,3.0,0,"5' 7""",145 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,1,3,0,"5' 7""",145 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Antonio Braga Neto,!,9.0,3.0,0 (1 NC),"6' 3""",185 lbs.,"77""",Orthodox,29-Oct-87,1.36,33%,3.92,45%,3.07,37%,0%,0.5,,,,,,,,,,,,,,,,,,,,left_only,9,3,0 (1 NC),"6' 3""",185 lbs.,"77""",Orthodox,29-Oct-87,1.36,33%,3.92,45%,3.07,37%,0%,0.5
Antonio Dos Santos,Junior Alpha,6.0,4.0,0,"5' 10""",185 lbs.,--,Orthodox,21-Jul-88,5.4,51%,3.94,43%,0.0,0%,100%,0.0,,,,,,,,,,,,,,,,,,,,left_only,6,4,0,"5' 10""",185 lbs.,--,Orthodox,21-Jul-88,5.4,51%,3.94,43%,0.0,0%,100%,0.0
Antonio Duarte,Tigre,19.0,7.0,0,"5' 7""",135 lbs.,--,,--,4.55,40%,4.18,57%,0.0,0%,60%,0.0,,,,,,,,,,,,,,,,,,,,left_only,19,7,0,"5' 7""",135 lbs.,--,,--,4.55,40%,4.18,57%,0.0,0%,60%,0.0
Antonio Mendes,Samurai,18.0,13.0,0,"6' 3""",205 lbs.,"77""",Southpaw,19-Apr-81,1.34,47%,6.85,22%,2.51,50%,100%,0.0,,,,,,,,,,,,,,,,,,,,left_only,18,13,0,"6' 3""",205 lbs.,"77""",Southpaw,19-Apr-81,1.34,47%,6.85,22%,2.51,50%,100%,0.0
Antonio Rodrigo Nogueira,Minotauro,34.0,10.0,1 (1 NC),"6' 3""",240 lbs.,"77""",Orthodox,2-Jun-76,1.95,42%,2.4,55%,1.3,29%,36%,2.4,,,,,,,,,,,,,,,,,,,,left_only,34,10,1 (1 NC),"6' 3""",240 lbs.,"77""",Orthodox,2-Jun-76,1.95,42%,2.4,55%,1.3,29%,36%,2.4
Antonio Schembri,Nino,5.0,5.0,0,"5' 9""",205 lbs.,--,Orthodox,1-Jun-74,0.72,26%,2.12,55%,1.31,40%,0%,0.4,,,,,,,,,,,,,,,,,,,,left_only,5,5,0,"5' 9""",205 lbs.,--,Orthodox,1-Jun-74,0.72,26%,2.12,55%,1.31,40%,0%,0.4
Antony Rea,Wild Thing,33.0,15.0,0,"6' 0""",205 lbs.,--,Orthodox,15-Jul-76,2.89,28%,5.42,42%,0.0,0%,100%,0.0,,,,,,,,,,,,,,,,,,,,left_only,33,15,0,"6' 0""",205 lbs.,--,Orthodox,15-Jul-76,2.89,28%,5.42,42%,0.0,0%,100%,0.0
Anying Wang,!,2.0,1.0,0,"6' 0""",170 lbs.,--,Orthodox,4-Apr-91,1.32,26%,1.63,44%,0.0,0%,33%,0.0,,,,,,,,,,,,,,,,,,,,left_only,2,1,0,"6' 0""",170 lbs.,--,Orthodox,4-Apr-91,1.32,26%,1.63,44%,0.0,0%,33%,0.0
Arjan Bhullar,!,9.0,1.0,0,"6' 1""",245 lbs.,"75""",Orthodox,13-May-86,2.33,56%,3.25,59%,1.73,75%,100%,0.0,,,,,,,,,,,,,,,,,,,,left_only,9,1,0,"6' 1""",245 lbs.,"75""",Orthodox,13-May-86,2.33,56%,3.25,59%,1.73,75%,100%,0.0
Arlene Blencowe,Angerfist,9.0,6.0,0,"5' 5""",145 lbs.,--,,11-Apr-83,2.31,43%,2.1,43%,0.0,0%,55%,0.6,,,,,,,,,,,,,,,,,,,,left_only,9,6,0,"5' 5""",145 lbs.,--,,11-Apr-83,2.31,43%,2.1,43%,0.0,0%,55%,0.6
Art Arciniega,King Arthur,15.0,7.0,0,"5' 8""",145 lbs.,--,,15-Oct-81,1.53,46%,2.73,51%,0.0,0%,50%,1.0,,,,,,,,,,,,,,,,,,,,left_only,15,7,0,"5' 8""",145 lbs.,--,,15-Oct-81,1.53,46%,2.73,51%,0.0,0%,50%,1.0
Artenus Young,!,10.0,12.0,0,--,205 lbs.,--,,16-Jul-80,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,10,12,0,--,205 lbs.,--,,16-Jul-80,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Artur Oumakhanov,!,9.0,6.0,0,"5' 7""",154 lbs.,--,Orthodox,27-Feb-79,1.2,33%,1.67,82%,3.0,75%,33%,0.0,,,,,,,,,,,,,,,,,,,,left_only,9,6,0,"5' 7""",154 lbs.,--,Orthodox,27-Feb-79,1.2,33%,1.67,82%,3.0,75%,33%,0.0
Ashe Bowman,The Archer,9.0,11.0,0,"5' 9""",155 lbs.,--,,17-Nov-76,2.43,42%,4.86,57%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,9,11,0,"5' 9""",155 lbs.,--,,17-Nov-76,2.43,42%,4.86,57%,0.0,0%,0%,0.0
Ashkan Mokhtarian,The Assassin,13.0,3.0,0,"5' 6""",125 lbs.,"67""",Southpaw,15-Sep-85,1.95,43%,3.66,43%,0.54,16%,33%,0.0,,,,,,,,,,,,,,,,,,,,left_only,13,3,0,"5' 6""",125 lbs.,"67""",Southpaw,15-Sep-85,1.95,43%,3.66,43%,0.54,16%,33%,0.0
Asjabharan,!,7.0,6.0,0,"5' 6""",135 lbs.,--,,31-Jul-92,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,7,6,0,"5' 6""",135 lbs.,--,,31-Jul-92,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Askar Mozharov,!,19.0,13.0,0,"6' 3""",205 lbs.,"74""",Orthodox,26-Oct-94,0.43,18%,4.07,13%,0.0,0%,33%,0.0,,,,,,,,,,,,,,,,,,,,left_only,19,13,0,"6' 3""",205 lbs.,"74""",Orthodox,26-Oct-94,0.43,18%,4.07,13%,0.0,0%,33%,0.0
Atsushi Yamamoto,!,19.0,11.0,3,"5' 6""",139 lbs.,--,Orthodox,2-Oct-80,1.97,39%,1.27,70%,1.12,33%,100%,0.0,,,,,,,,,,,,,,,,,,,,left_only,19,11,3,"5' 6""",139 lbs.,--,Orthodox,2-Oct-80,1.97,39%,1.27,70%,1.12,33%,100%,0.0
Augusto Mendes,Tanquinho,6.0,2.0,0,"5' 6""",135 lbs.,"65""",Orthodox,3-Mar-83,2.42,34%,3.91,56%,1.75,33%,80%,0.0,,,,,,,,,,,,,,,,,,,,left_only,6,2,0,"5' 6""",135 lbs.,"65""",Orthodox,3-Mar-83,2.42,34%,3.91,56%,1.75,33%,80%,0.0
Augusto Montano,Dodger,15.0,3.0,0,"6' 1""",170 lbs.,"73""",Orthodox,25-Oct-84,3.46,46%,2.66,56%,0.0,0%,66%,0.0,,,,,,,,,,,,,,,,,,,,left_only,15,3,0,"6' 1""",170 lbs.,"73""",Orthodox,25-Oct-84,3.46,46%,2.66,56%,0.0,0%,66%,0.0
Aurelijus Kerpe,!,11.0,22.0,0,--,--,--,Orthodox,--,1.26,16%,8.21,31%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,11,22,0,--,--,--,Orthodox,--,1.26,16%,8.21,31%,0.0,0%,0%,0.0
Azamat Murzakanov,The Professional,13.0,0.0,0,"5' 10""",205 lbs.,"71""",Southpaw,12-Apr-89,4.57,57%,3.12,57%,0.75,16%,83%,0.0,,,,,,,,,,,,,,,,,,,,left_only,13,0,0,"5' 10""",205 lbs.,"71""",Southpaw,12-Apr-89,4.57,57%,3.12,57%,0.75,16%,83%,0.0
Azunna Anyanwu,Zulu,14.0,5.0,0,"6' 1""",251 lbs.,--,Orthodox,5-Aug-81,2.47,42%,2.47,69%,0.65,100%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,14,5,0,"6' 1""",251 lbs.,--,Orthodox,5-Aug-81,2.47,42%,2.47,69%,0.65,100%,0%,0.0
Balajin,The Snow Leopard,23.0,4.0,0,"5' 9""",145 lbs.,"72""",Orthodox,31-Mar-92,1.4,33%,2.73,50%,2.0,20%,66%,0.0,,,,,,,,,,,,,,,,,,,,left_only,23,4,0,"5' 9""",145 lbs.,"72""",Orthodox,31-Mar-92,1.4,33%,2.73,50%,2.0,20%,66%,0.0
Bao Quach,!,19.0,10.0,1,"5' 3""",145 lbs.,--,Orthodox,4-Sep-79,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,19,10,1,"5' 3""",145 lbs.,--,Orthodox,4-Sep-79,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Baru Harn,Seiryu,1.0,2.0,0,--,265 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,1,2,0,--,265 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Bazigit Atajev,Volk,17.0,1.0,0,"6' 1""",230 lbs.,--,Orthodox,--,0.87,41%,3.14,49%,1.0,33%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,17,1,0,"6' 1""",230 lbs.,--,Orthodox,--,0.87,41%,3.14,49%,1.0,33%,0%,0.0
Belal Muhammad,Remember the Name,23.0,3.0,0 (1 NC),"5' 11""",170 lbs.,"72""",Orthodox,9-Jul-88,4.55,43%,3.64,57%,1.98,35%,93%,0.2,,,,,,,,,,,,,,,,,,,,left_only,23,3,0 (1 NC),"5' 11""",170 lbs.,"72""",Orthodox,9-Jul-88,4.55,43%,3.64,57%,1.98,35%,93%,0.2
Ben Alloway,Blanco,18.0,8.0,0,"5' 11""",170 lbs.,"76""",Orthodox,19-Feb-81,1.28,49%,1.9,59%,0.62,50%,26%,0.0,,,,,,,,,,,,,,,,,,,,left_only,18,8,0,"5' 11""",170 lbs.,"76""",Orthodox,19-Feb-81,1.28,49%,1.9,59%,0.62,50%,26%,0.0
Ben Holscher,The Teacher,4.0,0.0,0,"5' 11""",155 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,4,0,0,"5' 11""",155 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Ben Jones,Blitzkrieg,4.0,4.0,0 (1 NC),--,185 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,4,4,0 (1 NC),--,185 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Ben Lagman,Bad News,6.0,5.0,0,"6' 2""",185 lbs.,--,,4-Sep-86,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,6,5,0,"6' 2""",185 lbs.,--,,4-Sep-86,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Ben Nguyen,Ten,16.0,8.0,0,"5' 5""",125 lbs.,"65""",Switch,3-Aug-88,3.51,40%,3.01,59%,0.25,33%,63%,1.0,,,,,,,,,,,,,,,,,,,,left_only,16,8,0,"5' 5""",125 lbs.,"65""",Switch,3-Aug-88,3.51,40%,3.01,59%,0.25,33%,63%,1.0
Ben Reiter,The Hunter,17.0,2.0,1,"6' 3""",185 lbs.,--,,27-Jun-87,1.8,46%,1.53,54%,7.0,43%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,17,2,1,"6' 3""",185 lbs.,--,,27-Jun-87,1.8,46%,1.53,54%,7.0,43%,0%,0.0
Bendy Casimir,!,20.0,14.0,2,"5' 5""",145 lbs.,--,Southpaw,10-Jun-80,0.74,27%,3.42,54%,0.0,0%,100%,0.0,,,,,,,,,,,,,,,,,,,,left_only,20,14,2,"5' 5""",145 lbs.,--,Southpaw,10-Jun-80,0.74,27%,3.42,54%,0.0,0%,100%,0.0
Bertrand Amoussou,!,1.0,1.0,0,"5' 8""",190 lbs.,--,Orthodox,--,6.75,39%,2.01,83%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,1,1,0,"5' 8""",190 lbs.,--,Orthodox,--,6.75,39%,2.01,83%,0.0,0%,0%,0.0
Bibiano Fernandes,!,20.0,3.0,0,"5' 7""",139 lbs.,--,Orthodox,30-Mar-80,2.91,40%,2.02,72%,3.97,53%,77%,0.6,,,,,,,,,,,,,,,,,,,,left_only,20,3,0,"5' 7""",139 lbs.,--,Orthodox,30-Mar-80,2.91,40%,2.02,72%,3.97,53%,77%,0.6
Bibulatov Magomed,Chaborz,14.0,2.0,0,"5' 5""",125 lbs.,"65""",Orthodox,22-Aug-88,3.6,51%,1.83,52%,2.85,40%,75%,0.0,,,,,,,,,,,,,,,,,,,,left_only,14,2,0,"5' 5""",125 lbs.,"65""",Orthodox,22-Aug-88,3.6,51%,1.83,52%,2.85,40%,75%,0.0
Bill Cooper,!,2.0,1.0,0,--,155 lbs.,--,,5-May-84,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,2,1,0,--,155 lbs.,--,,5-May-84,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Bill Duvall,!,1.0,2.0,0,"6' 2""",185 lbs.,--,Southpaw,--,0.0,0%,2.4,40%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,1,2,0,"6' 2""",185 lbs.,--,Southpaw,--,0.0,0%,2.4,40%,0.0,0%,0%,0.0
Billy Evangelista,!,13.0,3.0,0 (1 NC),"5' 8""",155 lbs.,"68""",Orthodox,7-Oct-80,4.51,40%,3.96,61%,1.6,19%,61%,0.2,,,,,,,,,,,,,,,,,,,,left_only,13,3,0 (1 NC),"5' 8""",155 lbs.,"68""",Orthodox,7-Oct-80,4.51,40%,3.96,61%,1.6,19%,61%,0.2
Billy Giovanella,Wolverine,9.0,5.0,0,"5' 8""",125 lbs.,--,,20-Aug-85,1.27,40%,2.02,52%,0.87,12%,100%,1.7,,,,,,,,,,,,,,,,,,,,left_only,9,5,0,"5' 8""",125 lbs.,--,,20-Aug-85,1.27,40%,2.02,52%,0.87,12%,100%,1.7
Billy Miles,The Kid,2.0,2.0,0,"5' 10""",170 lbs.,--,Orthodox,28-Apr-78,0.0,0%,1.25,33%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,2,2,0,"5' 10""",170 lbs.,--,Orthodox,28-Apr-78,0.0,0%,1.25,33%,0.0,0%,0%,0.0
Billy Vaughan,!,12.0,17.0,0,"5' 6""",155 lbs.,--,,2-Dec-83,0.0,0%,1.36,50%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,12,17,0,"5' 6""",155 lbs.,--,,2-Dec-83,0.0,0%,1.36,50%,0.0,0%,0%,0.0
Blair Tugman,!,10.0,6.0,0,"6' 0""",135 lbs.,--,,--,2.25,53%,0.93,50%,7.5,60%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,10,6,0,"6' 0""",135 lbs.,--,,--,2.25,53%,0.93,50%,7.5,60%,0%,0.0
Blake Bowman,!,2.0,6.0,0,"6' 2""",170 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,2,6,0,"6' 2""",170 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Blake Watkins,!,5.0,1.0,0,--,185 lbs.,--,,--,5.45,62%,7.64,61%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,5,1,0,--,185 lbs.,--,,--,5.45,62%,7.64,61%,0.0,0%,0%,0.0
Blas Avena,The Disciple,8.0,7.0,0 (1 NC),"6' 0""",170 lbs.,"74""",Orthodox,30-Jun-83,2.34,47%,3.36,43%,2.37,80%,50%,1.8,,,,,,,,,,,,,,,,,,,,left_only,8,7,0 (1 NC),"6' 0""",170 lbs.,"74""",Orthodox,30-Jun-83,2.34,47%,3.36,43%,2.37,80%,50%,1.8
Bo Cantrell,Redrum,10.0,10.0,0,"6' 2""",235 lbs.,--,Orthodox,8-Feb-69,3.16,16%,12.63,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,10,10,0,"6' 2""",235 lbs.,--,Orthodox,8-Feb-69,3.16,16%,12.63,0%,0.0,0%,0%,0.0
Bo Nickal,!,5.0,0.0,0,"6' 1""",185 lbs.,"76""",Southpaw,14-Jan-96,2.76,62%,0.55,75%,11.04,50%,0%,13.8,,,,,,,,,,,,,,,,,,,,left_only,5,0,0,"6' 1""",185 lbs.,"76""",Southpaw,14-Jan-96,2.76,62%,0.55,75%,11.04,50%,0%,13.8
Bob Sapp,The Beast,11.0,20.0,0,"6' 5""",350 lbs.,--,Orthodox,22-Sep-74,3.19,55%,1.88,49%,0.58,100%,72%,0.0,,,,,,,,,,,,,,,,,,,,left_only,11,20,0,"6' 5""",350 lbs.,--,Orthodox,22-Sep-74,3.19,55%,1.88,49%,0.58,100%,72%,0.0
Bob Schrijber,Dirty,20.0,17.0,1,"6' 0""",240 lbs.,--,Orthodox,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,20,17,1,"6' 0""",240 lbs.,--,Orthodox,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Bobby Cooper,Super Duper,12.0,7.0,0,"6' 1""",155 lbs.,--,,--,2.87,25%,3.4,59%,0.0,0%,40%,1.0,,,,,,,,,,,,,,,,,,,,left_only,12,7,0,"6' 1""",155 lbs.,--,,--,2.87,25%,3.4,59%,0.0,0%,40%,1.0
Bobby Escalante,!,5.0,6.0,0,--,130 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,5,6,0,--,130 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Bobby Flynn,!,6.0,4.0,0,--,170 lbs.,--,,--,0.38,25%,0.77,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,6,4,0,--,170 lbs.,--,,--,0.38,25%,0.77,0%,0.0,0%,0%,0.0
Bobby Lashley,!,15.0,2.0,0,"6' 3""",255 lbs.,"78""",Orthodox,16-Jul-76,3.1,63%,0.76,63%,11.47,70%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,15,2,0,"6' 3""",255 lbs.,"78""",Orthodox,16-Jul-76,3.1,63%,0.76,63%,11.47,70%,0%,0.0
Bobby McAndrews,!,1.0,3.0,0,--,--,--,Orthodox,--,2.56,83%,1.03,50%,0.0,0%,33%,7.7,,,,,,,,,,,,,,,,,,,,left_only,1,3,0,--,--,--,Orthodox,--,2.56,83%,1.03,50%,0.0,0%,33%,7.7
Bobby Moffett,The Wolfman,13.0,5.0,0 (1 NC),"5' 10""",145 lbs.,"73""",Orthodox,1-Jun-90,3.41,39%,3.15,61%,2.74,66%,66%,1.4,,,,,,,,,,,,,,,,,,,,left_only,13,5,0 (1 NC),"5' 10""",145 lbs.,"73""",Orthodox,1-Jun-90,3.41,39%,3.15,61%,2.74,66%,66%,1.4
Bobby Nash,!,8.0,4.0,0,"6' 0""",170 lbs.,"74""",Orthodox,26-Mar-90,3.42,37%,3.95,51%,2.37,33%,100%,1.6,,,,,,,,,,,,,,,,,,,,left_only,8,4,0,"6' 0""",170 lbs.,"74""",Orthodox,26-Mar-90,3.42,37%,3.95,51%,2.37,33%,100%,1.6
Bobby Sanchez,The Kid,10.0,35.0,0,"5' 7""",155 lbs.,--,Orthodox,--,0.0,0%,0.0,100%,0.0,0%,100%,0.0,,,,,,,,,,,,,,,,,,,,left_only,10,35,0,"5' 7""",155 lbs.,--,Orthodox,--,0.0,0%,0.0,100%,0.0,0%,100%,0.0
Bobby Stack,!,8.0,3.0,0,"5' 9""",155 lbs.,--,Orthodox,--,1.0,20%,2.89,34%,7.48,45%,100%,0.0,,,,,,,,,,,,,,,,,,,,left_only,8,3,0,"5' 9""",155 lbs.,--,Orthodox,--,1.0,20%,2.89,34%,7.48,45%,100%,0.0
Bojan Mihajlovic,!,10.0,6.0,0,"5' 11""",205 lbs.,"73""",Orthodox,30-Mar-80,1.23,35%,5.95,47%,0.0,0%,33%,0.0,,,,,,,,,,,,,,,,,,,,left_only,10,6,0,"5' 11""",205 lbs.,"73""",Orthodox,30-Mar-80,1.23,35%,5.95,47%,0.0,0%,33%,0.0
Booker DeRousse,!,6.0,5.0,0,"6' 2""",205 lbs.,--,,23-Mar-81,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,6,5,0,"6' 2""",205 lbs.,--,,23-Mar-81,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Brad Mitchell,!,4.0,2.0,0 (1 NC),"5' 11""",145 lbs.,--,,10-Oct-74,1.15,33%,4.2,52%,0.0,0%,100%,1.9,,,,,,,,,,,,,,,,,,,,left_only,4,2,0 (1 NC),"5' 11""",145 lbs.,--,,10-Oct-74,1.15,33%,4.2,52%,0.0,0%,100%,1.9
