name,nickname,wins,losses,draws,age,nation,knockdown_avg,sig_str_accuracy,takedown_average,takedown_accuracy,subs_attempted_average,height,reach,stance,sig_str_landed_per_min,average_fight_time,sig_str_absorbed_per_min,sig_str_defense,takedown_defense
Bryce Mitchell,Thug Nasty,16.0,3.0,0,29.0,79,0.14,0.58,3.45,0.41,1.6,70,70,1.0,2.3,11.6,1.63,0.58,0.33
CJ Hamilton,The Autobot,11.0,4.0,0,37.0,79,0.0,0.31,0.0,0.0,0.0,67,68,3.0,2.47,15.0,3.93,0.58,0.62
CJ Vergara,511,12.0,5.0,1,32.0,79,0.38,0.57,0.0,0.0,0.2,66,68,0.0,5.24,11.3,4.62,0.52,0.6
Cain Velasquez,506,14.0,3.0,0,41.0,79,1.28,0.57,5.13,0.45,0.4,73,77,0.0,6.37,6.883333333333333,2.33,0.57,0.85
Caio Bittencourt,Leao,14.0,7.0,0,33.0,94,0.0,0.16,0.0,0.0,0.0,72,75,0.0,0.29,3.4833333333333334,0.57,0.33,0.0
Caio Machado,Bigfoot,8.0,3.0,1,29.0,14,0.0,0.58,0.0,0.0,0.0,76,78,1.0,6.07,15.0,2.73,0.63,0.82
Caio Magalhaes,Hellboy,10.0,3.0,0,36.0,14,0.53,0.4,1.05,0.15,1.6,73,73,0.0,2.27,8.133333333333333,2.78,0.56,0.58
Calvin Kattar,232,23.0,8.0,0,36.0,79,0.39,0.39,0.39,0.29,0.1,71,72,0.0,4.76,14.75,6.75,0.54,0.72
Cameron Church,41,4.0,1.0,0,33.0,79,0.0,0.4,0.0,0.0,1.0,71,72,0.0,4.0,15.0,4.93,0.5,0.6
Cameron Else,Camchida,10.0,6.0,0,37.0,69,0.0,0.4,0.0,0.0,0.0,69,71,3.0,1.99,4.266666666666667,8.09,0.51,0.0
Cameron Saaiman,MSP,9.0,2.0,0,23.0,39,0.46,0.46,0.91,0.28,0.7,68,67,1.0,5.32,10.933333333333334,4.18,0.51,0.47
Cameron Smotherman,The BabyFaced Killa,8.0,4.0,0,26.0,79,0.0,0.36,0.0,0.0,0.0,69,69,0.0,4.0,1.0,13.0,0.35,0.0
Cameron VanCamp,Jumpman,15.0,7.0,1,31.0,79,0.0,0.47,0.0,0.0,0.0,74,74,3.0,5.31,3.2,6.41,0.4,0.0
Canaan Kawaihae,234,6.0,2.0,0,26.0,79,0.52,0.51,0.0,0.0,0.0,72,71,1.0,2.83,14.5,4.59,0.36,1.0
Caol Uno,Uno Shoten,33.0,19.0,5,49.0,0,0.0,0.49,1.95,0.31,0.5,67,70,1.0,1.91,12.4,1.9,0.5,0.37
Caolan Loughran,The Don,9.0,1.0,0,28.0,3,0.0,0.47,2.5,0.33,0.0,66,68,0.0,6.27,15.0,5.73,0.56,0.0
Carla Esparza,Cookie Monster,20.0,7.0,0,36.0,79,0.0,0.4,3.22,0.35,0.3,61,63,0.0,2.16,13.95,2.69,0.55,0.47
Carli Judice,Crispy,3.0,1.0,0,25.0,79,0.0,0.57,0.0,0.0,0.0,67,68,1.0,11.2,15.0,12.27,0.54,0.5
Carlos Felipe,Boi,11.0,2.0,0,29.0,14,0.0,0.45,0.0,0.0,0.0,72,75,0.0,4.88,15.0,5.6,0.5,0.72
Carlos Hernandez,173,9.0,3.0,0,30.0,79,0.0,0.46,1.11,0.15,0.3,68,67,0.0,4.95,10.833333333333334,4.54,0.46,0.65
Carlos Huachin,Perro Malo,10.0,5.0,1,28.0,30,0.0,0.21,0.0,0.0,0.0,64,67,1.0,2.1,12.416666666666666,4.8,0.5,0.66
Carlos Mota,Tizil,8.0,2.0,0,29.0,14,0.0,0.41,0.0,0.0,1.0,64,69,0.0,0.8,15.0,1.13,0.54,0.5
Carlos Prates,The Nightmare,19.0,6.0,0,30.0,14,2.24,0.52,0.0,0.0,0.0,73,78,3.0,4.09,6.683333333333334,5.23,0.39,0.8
Carlos Ulberg,Black Jag,11.0,1.0,0,33.0,5,1.89,0.59,0.95,0.75,0.3,76,77,0.0,7.41,5.933333333333334,3.6,0.52,0.75
Carlos Vera,Pequeno,11.0,4.0,0,36.0,51,0.0,0.48,0.0,0.0,0.0,66,69,0.0,0.8,15.0,2.53,0.45,0.0
Carlston Harris,Mocambique,19.0,6.0,0,36.0,10,0.39,0.49,1.97,0.29,0.8,72,76,0.0,3.18,6.333333333333333,2.66,0.52,0.55
Carlton Minus,Clutch,10.0,3.0,0,31.0,79,0.0,0.4,0.0,0.0,0.0,70,75,0.0,3.5,15.0,4.97,0.5,0.58
Carmelo Marrero,The Fury,16.0,6.0,0,43.0,79,0.0,0.34,3.21,0.36,0.9,72,73,0.0,0.84,10.3,2.04,0.54,0.36
Caros Fodor,The Future,11.0,6.0,0,40.0,79,0.0,0.54,2.1,0.25,0.0,69,74,0.0,2.76,15.0,2.83,0.54,0.5
Casey ONeill,King,9.0,2.0,0,26.0,1,0.0,0.54,1.77,0.38,0.7,66,69,0.0,8.41,11.283333333333333,6.3,0.56,0.66
Cat Zingano,Alpha,10.0,4.0,0,41.0,79,0.0,0.61,2.77,0.65,0.8,66,68,1.0,2.57,10.066666666666666,1.63,0.47,0.42
Cesar Almeida,Cesinha,5.0,1.0,0,36.0,14,0.0,0.61,0.0,0.0,0.0,73,74,0.0,4.25,12.4,1.88,0.46,0.56
Cezar Ferreira,Mutante,13.0,8.0,0,39.0,14,0.19,0.42,2.69,0.53,0.5,73,78,1.0,1.9,10.416666666666666,2.44,0.53,0.84
Chad Griggs,The Grave Digger,11.0,3.0,0,46.0,79,1.51,0.5,1.51,0.66,0.0,73,73,0.0,2.67,3.966666666666667,2.22,0.46,0.41
Chad Hanekom,Superman,9.0,3.0,0,34.0,94,0.0,0.47,0.0,0.0,1.0,76,74,0.0,0.73,15.0,1.47,0.33,0.71
Chad Johnson,Big Rigg,6.0,2.0,0,37.0,79,0.0,0.68,0.0,0.0,0.0,74,80,0.0,5.92,3.716666666666667,7.8,0.4,0.0
Chad Laprise,The Disciple,13.0,4.0,0,37.0,49,0.52,0.42,1.05,0.54,0.0,70,71,0.0,4.78,8.583333333333334,3.59,0.65,0.78
Chad Mendes,Money,18.0,5.0,0,39.0,79,0.73,0.49,4.13,0.55,0.3,66,66,0.0,2.78,9.083333333333334,2.35,0.67,1.0
Chan Sung Jung,The Korean Zombie,17.0,8.0,0,37.0,43,0.43,0.41,0.7,0.44,0.6,67,72,0.0,3.93,12.333333333333334,4.52,0.52,0.72
Charalampos Grigoriou,Ferocious,8.0,4.0,0,32.0,48,0.94,0.4,3.75,0.8,0.0,67,67,0.0,2.13,8.0,5.56,0.46,1.0
Charles Johnson,InnerG,15.0,6.0,0,33.0,79,0.14,0.52,0.41,0.23,0.6,69,70,3.0,4.48,13.7,3.16,0.59,0.67
Charles Jourdain,Air,15.0,7.0,1,28.0,49,0.55,0.48,0.09,0.1,0.6,69,69,3.0,5.56,12.516666666666667,4.31,0.57,0.48
Charles McCarthy,Chainsaw,10.0,5.0,0,43.0,79,0.0,0.12,2.67,0.6,2.7,70,71,0.0,0.18,5.633333333333333,4.03,0.56,0.0
Charles Oliveira,Do Bronxs,34.0,10.0,0,34.0,14,0.51,0.53,2.17,0.4,2.8,70,74,0.0,3.39,7.116666666666666,3.2,0.51,0.55
Charlie Valencia,498,12.0,7.0,0,49.0,79,0.7,0.37,1.4,0.53,0.5,63,64,0.0,2.58,8.583333333333334,2.61,0.77,0.75
Chas Skelly,The Scrapper,19.0,3.0,0,39.0,79,0.27,0.4,1.74,0.34,2.3,71,72,0.0,2.01,9.35,3.21,0.49,0.39
Chase Gibson,El Guero,9.0,5.0,0,34.0,79,0.0,0.54,0.0,0.0,0.0,70,72,0.0,3.13,15.0,6.4,0.52,0.0
Chase Hooper,The Dream,14.0,3.0,1,24.0,79,0.15,0.52,1.45,0.24,2.3,73,74,1.0,5.08,10.316666666666666,3.33,0.36,0.55
Chase Waldon,516,11.0,2.0,0,37.0,79,0.0,0.28,7.76,0.33,0.0,73,75,0.0,1.03,1.9333333333333333,6.72,0.38,0.0
Che Mills,Beautiful,16.0,10.0,0,41.0,69,1.18,0.52,1.18,0.66,0.0,73,76,0.0,2.08,6.366666666666666,2.87,0.43,0.58
Cheick Kongo,253,27.0,10.0,2,49.0,87,0.37,0.56,2.3,0.56,0.2,76,82,0.0,3.33,9.083333333333334,1.28,0.54,0.52
Chelsea Hackett,Hammer,3.0,1.0,1,25.0,33,0.0,0.51,0.0,0.0,0.0,64,66,3.0,2.58,9.683333333333334,4.85,0.46,0.57
Chepe Mariscal,Machine Gun,16.0,6.0,1,31.0,79,0.0,0.52,2.35,0.28,0.4,67,69,0.0,4.7,12.766666666666667,3.68,0.52,0.66
Cheyanne Vlismas,The Warrior Princess,7.0,3.0,0,28.0,79,0.25,0.5,0.25,0.33,0.2,63,63,3.0,4.93,12.2,2.57,0.64,0.66
Cheyden Leialoha,Steadfast,6.0,0.0,0,30.0,79,0.0,0.28,2.0,0.33,0.0,68,73,0.0,1.87,15.0,3.2,0.53,0.71
Chris Curtis,ActionMan,31.0,11.0,0,36.0,79,0.48,0.51,0.0,0.0,0.0,70,75,0.0,5.76,12.4,6.16,0.52,0.82
Chris Daukaus,47,12.0,7.0,0,34.0,79,3.54,0.5,0.0,0.0,0.0,75,76,0.0,6.05,3.183333333333333,4.64,0.55,1.0
Chris Fishgold,93,18.0,4.0,1,32.0,69,0.0,0.32,2.59,0.46,1.3,68,68,0.0,2.01,8.7,2.7,0.46,0.44
Chris Gruetzemacher,Gritz,15.0,5.0,0,37.0,79,0.0,0.57,0.21,0.5,0.0,68,68,0.0,6.18,9.75,4.96,0.52,0.65
Chris Gutierrez,El Guapo,20.0,6.0,2,33.0,79,0.47,0.58,0.28,0.3,0.1,69,67,0.0,4.8,13.183333333333334,2.79,0.63,0.69
Chris Hofmann,178,9.0,2.0,0,34.0,85,1.14,0.45,3.42,0.42,0.0,72,72,0.0,4.78,13.166666666666666,4.63,0.35,0.0
Chris Kelades,The Greek Assassin,9.0,3.0,0,43.0,49,0.0,0.43,1.04,0.18,0.3,67,68,0.0,2.4,14.483333333333333,2.64,0.48,0.53
Chris Leben,The Crippler,22.0,11.0,0,43.0,79,0.51,0.42,1.14,0.41,0.8,71,73,1.0,2.87,8.666666666666666,2.87,0.52,0.53
Chris Lytle,Lights Out,31.0,18.0,5,49.0,79,0.13,0.45,0.7,0.55,2.4,71,68,0.0,3.76,10.666666666666666,3.03,0.58,0.55
Chris Tuchscherer,The Crowbar,21.0,4.0,0,48.0,79,0.0,0.31,1.19,0.18,0.6,74,76,0.0,1.35,6.316666666666666,3.17,0.47,0.0
Chris Wade,515,12.0,3.0,0,36.0,79,0.19,0.53,2.6,0.51,1.1,70,70,0.0,1.7,11.533333333333333,1.75,0.51,0.55
Chris Weidman,The AllAmerican,16.0,7.0,0,39.0,79,0.31,0.45,3.44,0.42,0.8,74,78,0.0,3.18,10.083333333333334,3.22,0.51,0.65
Chris Wilson,The Professor,18.0,10.0,0,47.0,79,0.79,0.5,1.31,0.5,1.6,73,75,0.0,2.32,14.316666666666666,1.36,0.55,0.6
Christian Aguilera,The Beast,14.0,8.0,0,32.0,79,0.0,0.37,0.0,0.0,0.0,69,72,3.0,2.54,3.55,4.04,0.48,0.6
Christian Lohsen,Hollywood,4.0,2.0,0,29.0,79,0.0,0.49,0.0,0.0,2.0,74,77,1.0,5.27,15.0,6.93,0.44,0.0
Christian Morecraft,380,8.0,3.0,0,37.0,79,0.0,0.34,3.26,0.66,2.2,78,81,0.0,2.82,6.916666666666667,2.46,0.46,0.5
Christian Ocon,The Don,2.0,1.0,0,28.0,79,0.0,0.53,0.0,0.0,0.0,68,69,0.0,1.73,15.0,5.27,0.34,0.63
Christian Wellisch,The Hungarian Nightmare,8.0,5.0,0,48.0,109,0.41,0.27,1.22,0.42,1.2,74,77,0.0,3.12,7.383333333333334,3.04,0.56,0.45
Christina Marks,327,8.0,9.0,0,38.0,79,0.0,0.58,7.5,1.0,0.0,67,69,0.0,5.0,2.0,3.0,0.64,0.0
Christos Giagos,The Spartan,20.0,12.0,0,34.0,79,0.13,0.41,2.84,0.36,0.4,70,71,0.0,3.03,8.316666666666666,3.21,0.5,0.52
Chuck Liddell,The Iceman,21.0,8.0,0,54.0,94,1.17,0.35,0.44,0.75,0.0,74,76,0.0,2.97,8.916666666666666,2.71,0.56,0.81
Ciryl Gane,Bon Gamin,12.0,2.0,0,34.0,87,0.29,0.6,0.58,0.21,0.5,76,81,0.0,5.49,14.166666666666666,2.19,0.63,0.5
Claudia Gadelha,Claudinha,18.0,5.0,0,35.0,14,0.08,0.41,3.03,0.42,0.7,64,63,0.0,3.31,14.833333333333334,4.57,0.57,0.58
Claudia Leite,285,8.0,3.0,0,27.0,94,0.0,0.47,1.0,0.25,1.0,63,64,0.0,1.27,15.0,1.73,0.57,0.0
Claudio Ribeiro,425,11.0,5.0,0,31.0,14,1.12,0.51,0.56,0.5,0.0,73,77,0.0,3.59,5.35,4.9,0.3,0.66
Clay Guida,The Carpenter,38.0,21.0,0,42.0,79,0.19,0.33,3.13,0.36,0.6,67,70,0.0,2.64,12.433333333333334,3.01,0.61,0.67
Clay Harvison,Bushwacker,13.0,6.0,0,43.0,79,0.0,0.48,0.66,1.0,1.3,73,74,0.0,3.29,7.583333333333333,3.91,0.58,0.68
Clifford Starks,441,13.0,3.0,0,43.0,79,0.0,0.33,1.94,1.0,0.0,72,78,0.0,1.94,7.75,2.49,0.58,0.6
Clint Hester,Headbussa,11.0,6.0,0,37.0,79,0.61,0.42,1.02,0.35,0.0,74,77,0.0,3.36,10.55,3.44,0.56,0.6
Cody Durden,60,16.0,5.0,1,33.0,79,0.17,0.51,4.84,0.5,0.3,67,67,1.0,3.16,9.983333333333333,2.89,0.51,0.66
Cody Garbrandt,No Love,14.0,6.0,0,32.0,79,1.13,0.4,1.03,0.34,0.0,68,65,0.0,2.98,9.7,3.76,0.6,0.8
Cody Gibson,The Renegade,20.0,10.0,0,36.0,79,0.43,0.43,1.28,0.28,0.2,70,71,0.0,4.0,11.766666666666667,4.08,0.57,0.68
Cody McKenzie,347,16.0,10.0,0,36.0,79,0.0,0.34,2.5,0.25,2.5,72,72,3.0,1.74,7.716666666666667,2.5,0.67,0.14
Cody Stamann,The Spartan,21.0,7.0,1,34.0,79,0.17,0.47,2.22,0.37,0.0,66,64,0.0,4.35,12.533333333333333,3.89,0.6,0.76
Colby Covington,Chaos,17.0,4.0,0,36.0,79,0.05,0.38,3.79,0.44,0.2,71,72,0.0,3.88,17.083333333333332,2.98,0.55,0.67
Cole Escovedo,Apache Kid,17.0,9.0,0,42.0,79,0.22,0.43,0.43,0.33,0.0,67,72,0.0,1.77,8.916666666666666,4.32,0.49,0.13
Cole Miller,Magrinho,21.0,11.0,0,40.0,79,0.3,0.33,0.6,0.36,1.8,73,73,0.0,3.0,10.083333333333334,3.88,0.59,0.38
Cole Williams,Havoc,11.0,3.0,0,40.0,79,0.0,0.27,0.0,0.0,0.0,72,73,0.0,0.31,4.866666666666667,5.34,0.23,0.25
Collin Huckbody,All In,8.0,2.0,0,29.0,79,0.0,0.6,10.23,1.0,20.4,75,76,0.0,2.05,1.4666666666666668,2.73,0.42,0.0
Connor Matthews,The Controller,7.0,2.0,0,32.0,79,0.0,0.44,2.97,0.53,0.7,68,71,3.0,5.3,13.45,6.19,0.56,0.5
Conor McGregor,The Notorious,22.0,6.0,0,35.0,3,1.73,0.49,0.67,0.55,0.1,69,74,1.0,5.32,8.033333333333333,4.66,0.54,0.66
Corey Hill,The Real Deal,6.0,9.0,0,45.0,79,0.0,0.46,3.02,0.8,0.0,76,80,0.0,3.57,6.633333333333333,1.61,0.7,1.0
Cory McKenna,Poppins,8.0,3.0,0,24.0,65,0.0,0.4,2.22,0.58,0.4,63,58,0.0,3.0,11.283333333333333,3.19,0.48,0.71
Cory Sandhagen,Sandman,17.0,4.0,0,32.0,79,0.34,0.44,1.36,0.33,0.3,71,70,3.0,5.33,13.566666666666666,3.4,0.58,0.64
Court McGee,The Crusher,22.0,13.0,0,39.0,79,0.16,0.37,1.84,0.25,0.4,71,75,0.0,4.6,12.95,3.62,0.61,0.69
Craig White,The Thundercat,14.0,9.0,0,33.0,69,0.77,0.4,0.0,0.0,0.8,74,76,0.0,1.23,9.766666666666667,3.28,0.39,0.5
Cristiano Marcello,324,13.0,6.0,0,46.0,14,0.0,0.33,0.44,0.11,0.9,69,72,0.0,2.56,13.216666666666667,3.61,0.58,0.2
Cub Swanson,459,29.0,13.0,0,40.0,79,0.38,0.5,1.09,0.52,0.4,68,70,0.0,4.7,11.566666666666666,3.84,0.59,0.61
Cung Le,278,9.0,3.0,0,52.0,108,0.35,0.48,1.37,0.71,0.3,69,70,1.0,4.36,10.766666666666667,2.98,0.66,0.88
Curtis Blaydes,Razor,18.0,4.0,0,33.0,79,0.18,0.5,5.72,0.53,0.0,76,80,0.0,3.53,9.033333333333333,1.83,0.59,0.31
Curtis Millender,Curtious,17.0,5.0,0,36.0,79,0.43,0.46,0.43,1.0,0.0,74,76,0.0,3.86,10.583333333333334,2.95,0.61,0.57
Da Woon Jung,Sseda,15.0,5.0,1,30.0,43,0.57,0.43,1.9,0.5,0.2,76,78,0.0,3.49,9.9,3.89,0.51,0.77
DaMarques Johnson,Darkness,15.0,15.0,0,41.0,79,0.47,0.37,1.18,0.55,0.7,73,75,0.0,2.11,6.35,3.75,0.51,0.19
Daermisi Zhawupasi,545,9.0,1.0,0,24.0,32,0.0,0.51,6.19,0.75,2.1,68,68,3.0,1.24,7.283333333333333,2.75,0.34,0.64
Daichi Abe,1,6.0,2.0,0,32.0,0,0.33,0.33,0.33,0.5,0.0,71,71,0.0,3.8,15.0,4.49,0.56,0.0
Dalcha Lungiambula,Champion,11.0,6.0,0,36.0,114,0.21,0.45,2.14,0.45,0.0,68,76,0.0,3.07,10.0,3.93,0.52,0.77
Dale Hartt,166,6.0,3.0,0,45.0,79,0.0,0.35,1.22,1.0,2.5,70,69,0.0,1.14,4.083333333333333,1.55,0.66,0.25
Damian Grabowski,The Polish Pitbull,20.0,5.0,0,44.0,73,0.0,0.36,0.0,0.0,0.0,73,75,0.0,4.0,5.833333333333333,7.65,0.51,0.0
Damian Stasiak,Webster,10.0,6.0,0,34.0,73,0.0,0.36,2.64,0.35,0.6,65,70,0.0,1.86,12.316666666666666,3.1,0.52,0.43
Damir Hadzovic,The Bosnian Bomber,14.0,7.0,0,37.0,116,0.31,0.48,0.78,0.55,0.2,69,70,0.0,3.36,10.733333333333333,3.26,0.62,0.34
Damir Ismagulov,Qazaq,24.0,3.0,0,33.0,92,0.14,0.42,1.0,0.28,0.0,70,74,0.0,3.36,15.0,2.44,0.61,0.7
Damon Jackson,The Leech,23.0,6.0,1,35.0,79,0.0,0.41,2.51,0.35,1.4,71,71,3.0,3.0,9.95,3.29,0.51,0.4
Dan Hardy,The Outlaw,25.0,10.0,0,42.0,69,0.36,0.35,0.73,0.35,0.4,72,74,0.0,2.46,12.366666666666667,3.44,0.51,0.35
Dan Henderson,Hendo,32.0,15.0,0,53.0,79,0.71,0.47,1.52,0.52,0.3,71,74,0.0,2.44,11.65,2.7,0.51,0.57
Dan Hooker,The Hangman,23.0,12.0,0,34.0,5,0.64,0.48,0.79,0.34,0.4,72,75,3.0,5.08,9.983333333333333,4.76,0.51,0.8
Dan Ige,K,18.0,7.0,0,32.0,79,0.49,0.45,1.06,0.26,0.3,67,71,0.0,3.76,12.516666666666667,3.52,0.57,0.58
Dan Miller,359,14.0,8.0,0,42.0,79,0.2,0.36,1.67,0.54,1.8,73,74,0.0,2.03,10.166666666666666,3.06,0.49,0.47
Dan Moret,The Hitman,13.0,6.0,0,37.0,79,0.0,0.43,1.25,0.27,0.4,72,73,1.0,2.67,12.0,3.56,0.43,0.45
Daniel Jolly,The Werewolf of Texas,5.0,3.0,0,39.0,79,0.0,0.46,2.83,0.33,0.0,73,75,0.0,1.32,3.533333333333333,3.39,0.44,0.5
Daniel Kelly,238,13.0,4.0,0,46.0,33,0.0,0.38,1.86,0.34,0.3,72,70,1.0,3.62,9.666666666666666,4.64,0.61,0.78
Daniel Lacerda,Miojo,11.0,6.0,0,28.0,14,1.74,0.45,2.32,0.5,1.2,66,70,3.0,3.95,4.316666666666666,8.28,0.34,0.0
Daniel Marcos,Soncora,16.0,0.0,0,31.0,30,0.74,0.52,0.25,0.5,0.0,67,69,0.0,5.94,12.15,4.0,0.63,0.87
Daniel Spitz,Daddy Long Legs,6.0,3.0,0,33.0,79,0.0,0.35,0.74,0.66,0.0,79,82,0.0,2.6,10.1,5.3,0.46,0.0
Daniel Spohn,Dragon,15.0,6.0,0,39.0,79,0.0,0.49,0.0,0.0,2.5,76,79,1.0,2.42,9.083333333333334,1.6,0.53,0.28
Daniel Swain,458,20.0,10.0,1,33.0,79,0.0,0.44,0.0,0.0,6.0,69,70,0.0,0.8,5.0,3.2,0.4,0.0
Daniel Teymur,Kid Dynamite,7.0,4.0,0,36.0,47,0.0,0.46,0.56,0.18,0.3,65,69,0.0,3.08,10.733333333333333,3.93,0.56,0.6
Daniel Zellhuber,Golden Boy,15.0,1.0,0,24.0,22,0.22,0.41,0.22,0.33,0.2,73,77,3.0,5.86,13.683333333333334,5.06,0.56,0.94
Danielle Taylor,Dynamite,9.0,4.0,0,34.0,79,0.0,0.29,0.2,0.2,0.2,60,60,0.0,2.75,15.0,3.31,0.71,0.7
Danilo Marques,328,11.0,4.0,0,38.0,14,0.0,0.79,3.93,0.28,0.8,78,77,0.0,1.44,9.533333333333333,2.52,0.52,0.0
Danny Henry,The Hatchet,12.0,4.0,0,35.0,69,1.49,0.51,0.74,0.33,2.2,72,73,0.0,5.2,5.05,4.16,0.45,0.5
Danny Martinez,The Gremlin,21.0,8.0,0,38.0,79,0.2,0.28,3.0,0.45,0.0,66,67,0.0,2.73,15.0,3.77,0.63,0.36
Danyelle Wolf,531,1.0,1.0,0,40.0,79,0.0,0.25,0.0,0.0,0.5,71,70,0.0,2.37,15.0,4.57,0.47,0.77
Darian Weeks,520,5.0,3.0,0,30.0,79,0.0,0.51,2.0,0.3,0.0,71,72,0.0,4.49,15.0,4.56,0.51,1.0
Darko Stosic,447,13.0,4.0,0,32.0,86,0.0,0.45,3.42,0.5,0.0,72,76,0.0,2.61,12.05,4.04,0.58,0.83
Darrell Horcher,The Saint,13.0,4.0,0,36.0,79,0.0,0.44,0.35,0.5,0.7,70,70,1.0,2.05,10.866666666666667,4.21,0.39,0.47
Darrell Montague,Mongoose,13.0,5.0,0,36.0,79,0.0,0.25,0.72,0.25,1.4,66,67,1.0,1.92,6.933333333333334,5.38,0.52,0.33
Darren Elkins,The Damage,28.0,11.0,0,40.0,79,0.09,0.38,2.85,0.35,1.1,70,71,0.0,3.44,11.833333333333334,3.27,0.52,0.56
Darren Stewart,The Dentist,12.0,8.0,0,33.0,69,0.23,0.45,1.75,0.45,0.1,72,74,0.0,3.05,9.166666666666666,3.29,0.48,0.67
Darren Till,The Gorilla,18.0,5.0,1,31.0,69,0.46,0.46,0.55,0.46,0.0,72,74,1.0,2.3,13.6,3.31,0.56,0.69
Darren Uyenoyama,BC,10.0,6.0,0,44.0,79,0.0,0.39,1.42,0.33,0.7,66,65,0.0,1.34,10.116666666666667,2.21,0.66,0.35
Darrick Minner,360,26.0,14.0,0,34.0,79,0.3,0.65,2.4,0.72,2.7,67,69,0.0,2.63,7.133333333333334,2.28,0.35,0.66
Darrius Flowers,Beast Mode,12.0,7.0,1,29.0,79,0.0,0.54,0.63,0.2,0.0,69,71,0.0,2.94,7.95,5.16,0.43,0.6
Dave Herman,171,22.0,6.0,0,39.0,79,1.0,0.6,1.49,1.0,0.0,76,77,0.0,4.98,5.033333333333333,3.78,0.48,0.58
Davey Grant,Dangerous,15.0,7.0,0,38.0,69,0.42,0.42,1.26,0.41,0.2,68,69,0.0,4.77,11.866666666666667,3.82,0.55,0.61
David Dvorak,Undertaker,20.0,6.0,0,32.0,117,0.0,0.43,0.58,0.3,0.2,65,68,0.0,3.48,12.883333333333333,3.29,0.59,0.7
David Heath,168,18.0,7.0,0,48.0,79,0.0,0.3,0.33,0.5,1.0,71,72,0.0,1.48,9.183333333333334,5.16,0.49,0.57
David Loiseau,The Crow,23.0,11.0,0,44.0,49,0.57,0.44,0.43,0.42,0.1,72,76,0.0,1.59,11.6,3.64,0.43,0.36
David Teymur,478,8.0,2.0,0,35.0,47,0.71,0.43,0.94,0.33,0.0,69,73,1.0,4.69,10.633333333333333,3.53,0.55,0.77
David Zawada,Sagat,17.0,7.0,0,33.0,24,0.24,0.41,0.97,0.33,1.7,72,75,0.0,3.84,12.383333333333333,4.54,0.55,0.57
DeAnna Bennett,The Argentine Assassin,8.0,3.0,1,39.0,79,0.0,0.58,0.0,0.0,1.0,64,68,0.0,3.13,15.0,3.27,0.58,0.0
Dean Lister,The Boogeyman,13.0,7.0,0,48.0,79,0.0,0.35,1.58,0.15,1.1,73,75,0.0,1.26,11.033333333333333,1.89,0.61,0.5
Deiveson Figueiredo,Deus da Guerra,23.0,3.0,1,36.0,14,0.86,0.55,1.65,0.42,1.7,65,68,0.0,3.01,11.933333333333334,3.38,0.5,0.58
Demetrious Johnson,Mighty Mouse,27.0,3.0,1,37.0,79,0.16,0.54,3.35,0.56,0.5,63,66,0.0,3.43,17.933333333333334,1.66,0.67,0.65
Demian Maia,318,28.0,11.0,0,46.0,14,0.04,0.43,2.49,0.24,1.0,73,72,1.0,1.8,12.416666666666666,2.07,0.63,0.61
Denis Kang,228,35.0,16.0,2,46.0,87,0.44,0.35,2.51,0.65,1.2,71,77,0.0,2.27,11.333333333333334,1.65,0.67,0.38
Denis Tiuliulin,485,10.0,9.0,0,36.0,92,0.94,0.41,0.0,0.0,0.0,73,77,0.0,4.5,6.4,6.15,0.36,0.73
Denise Gomes,Dee,9.0,3.0,0,24.0,14,0.44,0.49,0.88,0.3,0.9,62,63,0.0,4.48,11.333333333333334,3.12,0.5,0.66
Dennis Hallman,Superman,53.0,20.0,2,48.0,79,0.18,0.44,1.79,0.3,2.1,69,72,0.0,1.12,7.466666666666667,1.96,0.43,0.25
Dequan Townsend,The Tarantula,21.0,12.0,0,38.0,79,0.0,0.34,0.0,0.0,0.0,75,79,0.0,1.23,12.233333333333333,3.92,0.38,0.46
Derek Brunson,The One,23.0,9.0,0,40.0,79,0.54,0.47,3.14,0.33,0.6,73,77,1.0,3.51,8.616666666666667,3.05,0.51,0.85
Deron Winn,528,7.0,3.0,0,34.0,79,0.0,0.44,4.28,0.52,0.0,66,70,0.0,4.55,13.333333333333334,6.21,0.46,0.4
Derrick Krantz,DRock,22.0,12.0,0,36.0,79,0.0,0.37,3.18,0.5,0.8,70,72,0.0,2.07,9.433333333333334,4.03,0.5,0.0
Derrick Lewis,The Black Beast,28.0,12.0,0,39.0,79,0.57,0.5,0.57,0.26,0.0,75,79,0.0,2.48,9.15,2.48,0.4,0.52
Desmond Green,The Predator,23.0,8.0,0,34.0,79,0.16,0.46,1.62,0.5,0.0,70,73,1.0,3.7,13.266666666666667,2.51,0.69,0.75
Desmond Torres,487,7.0,2.0,0,27.0,79,0.0,0.64,0.0,0.0,0.0,66,69,0.0,4.8,4.583333333333333,11.78,0.48,1.0
Devin Smyth,438,4.0,2.0,0,28.0,79,0.0,0.68,4.0,0.26,0.0,70,72,3.0,2.6,15.0,6.73,0.25,1.0
Dhiego Lima,294,17.0,9.0,0,35.0,79,0.32,0.39,1.26,0.34,0.6,74,75,0.0,3.12,8.666666666666666,3.88,0.58,0.73
Diego Ferreira,88,19.0,5.0,0,39.0,14,0.32,0.39,0.96,0.3,0.6,69,74,0.0,5.04,9.416666666666666,3.43,0.56,0.6
