name,nickname,wins,losses,draws,age,nation,knockdown_avg,sig_str_accuracy,takedown_average,takedown_accuracy,subs_attempted_average,height,reach,stance,sig_str_landed_per_min,average_fight_time,sig_str_absorbed_per_min,sig_str_defense,takedown_defense
Albert Tumenov,Einstein,18.0,4.0,0,32.0,92,1.01,0.42,0.2,0.2,0.0,71,73,0.0,3.76,9.266666666666667,3.34,0.58,0.75
Alberto Mina,Soldier of God,13.0,1.0,0,42.0,14,1.11,0.38,1.85,0.2,0.0,72,77,0.0,3.23,10.15,3.7,0.47,0.5
Alejandro Flores,El Gallito,17.0,3.0,0,32.0,94,0.0,0.4,0.0,0.0,0.0,70,73,0.0,3.66,7.916666666666667,2.02,0.54,0.0
Aleksandar Rakic,Rocket,14.0,4.0,0,32.0,18,0.6,0.5,0.76,0.25,0.1,76,78,0.0,4.26,11.033333333333333,2.8,0.5,0.85
Aleksei Kunchenko,261,20.0,2.0,0,40.0,92,0.0,0.44,0.25,0.33,0.0,68,70,0.0,3.67,15.0,2.83,0.63,0.8
Alen Amedovski,24,8.0,4.0,0,36.0,13,0.0,0.3,0.0,0.0,0.0,70,74,0.0,0.99,5.066666666666666,3.85,0.46,0.0
Alex Caceres,Bruce Leeroy,21.0,15.0,0,35.0,79,0.21,0.49,0.54,0.68,0.7,70,73,1.0,4.21,12.033333333333333,3.09,0.62,0.64
Alex Garcia,The Dominican Nightmare,15.0,6.0,0,36.0,16,0.38,0.31,3.72,0.52,0.1,69,72,0.0,1.81,11.7,3.03,0.59,0.66
Alex Gorgees,Hitman,6.0,1.0,0,28.0,33,0.0,0.32,0.0,0.0,0.0,74,74,3.0,0.67,15.0,2.27,0.38,0.54
Alex Karalexis,The Assassin,10.0,6.0,0,46.0,79,0.0,0.42,2.7,0.45,0.9,68,66,0.0,2.57,8.316666666666666,2.39,0.54,0.86
Alex Morono,The Great White,24.0,10.0,0,33.0,79,0.3,0.41,0.36,0.26,0.4,71,72,0.0,4.96,11.933333333333334,4.34,0.57,0.48
Alex Nicholson,The Spartan,7.0,4.0,0,34.0,79,0.53,0.43,0.0,0.0,0.5,76,77,0.0,4.12,7.1,4.65,0.47,0.5
Alex Pereira,Poatan,10.0,2.0,0,36.0,14,0.74,0.62,0.18,1.0,0.4,76,79,0.0,5.1,10.2,3.65,0.5,0.7
Alex Perez,418,25.0,8.0,0,32.0,79,0.75,0.45,2.06,0.44,0.9,66,65,0.0,4.1,6.683333333333334,3.13,0.59,0.82
Alex Serdyukov,The Russian Crusher,8.0,5.0,0,44.0,79,0.0,0.48,1.84,0.55,1.8,74,74,0.0,4.94,6.783333333333333,3.1,0.46,0.67
Alex White,The Spartan,13.0,6.0,0,35.0,79,0.52,0.42,0.92,0.28,0.5,72,71,1.0,3.76,11.466666666666667,3.07,0.6,0.71
Alexa Grasso,145,16.0,3.0,1,30.0,22,0.08,0.43,0.41,0.45,0.6,65,66,0.0,4.67,15.1,3.95,0.58,0.59
Alexander Gustafsson,The Mauler,18.0,8.0,0,37.0,47,0.72,0.4,1.53,0.39,0.4,77,79,0.0,4.03,10.366666666666667,3.53,0.51,0.83
Alexander Hernandez,The Great Ape,14.0,8.0,0,31.0,79,0.47,0.41,1.06,0.31,0.1,69,72,0.0,4.33,9.833333333333334,4.66,0.55,0.59
Alexander Morgan,The Chess Master,11.0,5.0,0,33.0,49,0.0,0.44,0.0,0.0,0.0,70,71,0.0,3.71,3.2333333333333334,2.78,0.47,0.0
Alexander Munoz,390,7.0,2.0,0,34.0,79,0.25,0.42,3.0,0.4,0.0,69,72,3.0,3.7,15.0,4.73,0.55,1.0
Alexander Soldatkin,439,14.0,4.0,0,31.0,94,0.0,0.6,1.45,0.5,0.0,74,75,0.0,1.16,10.333333333333334,1.35,0.26,0.5
Alexander Volkanovski,The Great,26.0,4.0,0,35.0,33,0.36,0.56,1.78,0.37,0.2,66,71,0.0,6.16,15.816666666666666,3.44,0.58,0.7
Alexander Volkov,Drago,37.0,10.0,0,35.0,92,0.28,0.57,0.49,0.63,0.2,79,80,0.0,5.1,12.716666666666667,3.0,0.54,0.73
Alexander Yakovlev,Russian Thunder,24.0,10.0,1,39.0,92,0.3,0.47,1.66,0.35,0.1,75,74,1.0,1.74,11.016666666666667,2.41,0.58,0.72
Alexandre Pantoja,The Cannibal,28.0,5.0,0,34.0,14,0.31,0.49,2.61,0.47,0.8,65,67,0.0,4.41,13.016666666666667,3.97,0.5,0.68
Alfred Khashakyan,The Fearless,8.0,3.0,0,35.0,94,0.0,0.42,3.54,0.25,0.0,68,70,0.0,6.14,4.233333333333333,6.38,0.4,0.0
Ali AlQaisi,The Royal Fighter,8.0,5.0,0,33.0,31,0.0,0.42,3.5,0.29,1.0,66,68,0.0,2.43,15.0,1.97,0.56,0.6
Aliaskhab Khizriev,Black Wolf,14.0,0.0,0,33.0,92,0.0,0.64,5.64,0.6,3.8,69,74,1.0,6.01,2.6666666666666665,4.38,0.61,1.0
Alistair Overeem,The Demolition Man,47.0,19.0,0,44.0,69,0.79,0.64,1.42,0.55,0.8,76,80,0.0,3.67,7.3,2.44,0.57,0.73
Aljamain Sterling,Funk Master,24.0,4.0,0,34.0,79,0.0,0.52,2.31,0.27,0.7,67,71,0.0,4.61,13.283333333333333,2.3,0.58,0.45
Allan Begosso,Mini,7.0,2.0,1,28.0,94,0.0,0.4,0.0,0.0,2.0,65,66,0.0,1.8,15.0,7.73,0.34,0.25
Allan Nascimento,Puro Osso,20.0,6.0,0,32.0,14,0.0,0.61,1.55,0.26,0.9,68,69,0.0,3.21,12.066666666666666,2.28,0.5,0.16
Allan Zuniga,Tigre,13.0,1.0,0,32.0,102,0.0,0.52,0.0,0.0,1.0,67,70,0.0,3.93,15.0,1.8,0.61,0.57
Alonzo Menifield,Atomic,15.0,4.0,1,36.0,79,0.81,0.57,0.67,0.33,0.3,72,76,0.0,3.92,6.966666666666667,3.57,0.49,0.75
Amanda Lemos,287,14.0,3.0,1,37.0,14,0.84,0.54,0.98,0.63,0.7,64,65,1.0,3.43,9.7,4.21,0.44,0.57
Amir Albazi,The Prince,17.0,1.0,0,30.0,36,0.49,0.39,1.71,0.33,0.7,65,68,0.0,2.8,12.3,3.07,0.63,0.4
Amiran Gogoladze,132,14.0,3.0,0,26.0,94,0.0,0.66,0.0,0.0,0.0,73,74,3.0,1.64,1.2166666666666668,0.82,0.0,0.0
Andre Ewell,Mr Highlight,17.0,9.0,0,36.0,79,0.12,0.4,0.36,0.75,0.1,68,75,1.0,4.28,14.033333333333333,4.87,0.51,0.72
Andre Fialho,90,16.0,8.0,0,30.0,34,0.49,0.41,0.25,1.0,0.0,72,74,0.0,3.3,8.733333333333333,6.26,0.45,0.66
Andre Fili,Touchy,23.0,11.0,0,33.0,79,0.39,0.37,2.16,0.47,0.3,71,74,0.0,3.85,10.416666666666666,4.11,0.51,0.69
Andre Lima,Mascote,9.0,0.0,0,25.0,14,0.0,0.56,0.79,0.5,0.8,67,67,0.0,3.75,12.616666666666667,2.46,0.59,0.6
Andre Muniz,Sergipano,24.0,6.0,0,34.0,14,0.0,0.5,4.23,0.5,1.2,73,78,1.0,1.97,9.583333333333334,1.99,0.54,0.35
Andre Winner,529,21.0,11.0,2,42.0,79,0.45,0.33,0.0,0.0,0.0,71,73,0.0,2.52,11.166666666666666,4.57,0.51,0.74
Andrea Lee,KGB,13.0,10.0,0,35.0,79,0.08,0.46,1.7,0.55,0.6,66,69,0.0,4.71,14.216666666666667,3.83,0.62,0.54
Andreas Michailidis,The Spartan,13.0,6.0,0,35.0,81,0.0,0.51,1.12,0.27,0.0,72,76,0.0,2.9,10.083333333333334,3.57,0.44,0.5
Andrei Arlovski,The Pitbull,34.0,23.0,0,45.0,79,0.41,0.45,0.38,0.36,0.2,75,77,0.0,3.78,9.266666666666667,3.2,0.57,0.76
Andrew Holbrook,179,12.0,3.0,0,38.0,79,0.0,0.49,0.85,0.18,2.1,71,70,1.0,2.2,7.083333333333333,3.0,0.54,0.1
Andy Enz,Tank Mode,10.0,4.0,0,32.0,79,0.0,0.23,0.0,0.0,0.0,75,78,0.0,3.51,10.65,5.32,0.57,0.58
Ange Loosa,The Last Ninja,10.0,3.0,0,31.0,114,0.0,0.46,2.05,0.42,0.2,70,74,0.0,6.09,13.2,6.67,0.52,0.9
Angela Hill,Overkill,17.0,13.0,0,39.0,79,0.13,0.49,0.8,0.33,0.1,63,64,0.0,5.38,14.316666666666666,4.86,0.61,0.76
Angela Magana,Your Majesty,11.0,9.0,0,40.0,79,0.0,0.28,0.4,0.25,0.4,61,65,0.0,1.53,12.4,4.92,0.42,0.28
Anshul Jubli,King of Lions,7.0,1.0,0,29.0,111,0.41,0.46,0.82,0.18,0.4,72,69,3.0,6.48,12.25,5.61,0.51,0.63
Anthony Adams,Sugafoot,8.0,2.0,0,36.0,79,0.0,0.41,0.0,0.0,0.0,73,76,0.0,3.17,15.0,5.93,0.44,0.0
Anthony Hamilton,Freight Train,15.0,9.0,0,44.0,79,0.24,0.65,2.62,0.42,0.0,77,76,0.0,3.91,6.283333333333333,3.02,0.45,0.78
Anthony Hernandez,Fluffy,12.0,2.0,0,30.0,79,0.21,0.59,6.62,0.49,3.0,72,75,0.0,4.3,7.8,3.46,0.45,0.63
Anthony Ivy,Aquaman,8.0,4.0,0,34.0,79,0.0,0.42,4.69,0.2,0.0,74,74,0.0,2.5,8.0,4.57,0.51,1.0
Anthony Johnson,Rumble,22.0,6.0,0,40.0,79,1.66,0.47,2.43,0.57,0.6,74,78,0.0,3.25,6.166666666666667,1.83,0.6,0.77
Anthony Njokuani,The Assassin,16.0,12.0,0,44.0,79,0.6,0.46,0.5,0.45,0.2,73,75,0.0,3.94,9.916666666666666,2.41,0.65,0.53
Anthony Rocco Martin,333,17.0,6.0,0,34.0,79,0.16,0.37,0.71,0.27,1.0,72,73,0.0,2.68,12.716666666666667,2.59,0.58,0.68
Anthony Romero,The Genius,8.0,0.0,0,27.0,49,0.0,0.52,2.0,0.22,0.0,71,70,0.0,5.87,15.0,4.0,0.65,1.0
Anthony Smith,Lionheart,38.0,19.0,0,35.0,79,0.43,0.48,0.49,0.26,0.7,76,76,0.0,3.23,9.65,4.47,0.46,0.49
Anton Kuivanen,260,24.0,10.0,0,40.0,79,0.0,0.38,1.2,1.0,0.4,68,72,0.0,2.27,12.5,1.63,0.67,0.71
Anton Turkalj,The Pleasure Man,8.0,4.0,0,28.0,47,0.0,0.42,4.98,0.41,0.0,76,78,0.0,2.45,9.633333333333333,3.42,0.54,0.16
Antoni Hardonk,Mr Wonderful,8.0,6.0,0,48.0,79,0.88,0.61,0.0,0.0,0.9,76,78,0.0,3.4,6.4,3.07,0.46,0.4
Antonio Braga Neto,402,9.0,3.0,0,36.0,14,0.0,0.33,3.07,0.37,0.5,75,77,0.0,1.36,9.766666666666667,3.92,0.45,0.0
Antonio Mendes,Samurai,18.0,13.0,0,43.0,79,2.51,0.47,2.51,0.5,0.0,75,77,1.0,1.34,3.0,6.85,0.22,1.0
Antonio Trocoli,Malvado,12.0,3.0,0,33.0,94,0.0,0.71,3.8,1.0,3.8,77,82,0.0,1.27,3.95,4.56,0.25,1.0
Arman Tsarukyan,Ahalkalakets,22.0,3.0,0,27.0,52,0.32,0.48,3.25,0.37,0.0,67,72,0.0,3.79,12.6,1.84,0.53,0.75
Armando Villarreal,La Lumbre,5.0,2.0,0,34.0,79,0.0,0.55,3.23,0.25,0.0,67,66,1.0,3.23,4.65,4.3,0.52,0.0
Arnold Allen,Almighty,19.0,3.0,0,30.0,67,0.28,0.4,1.02,0.5,0.4,68,70,1.0,3.39,13.5,2.91,0.61,0.75
Artem Lobov,The Russian Hammer,13.0,15.0,1,37.0,92,0.0,0.41,0.39,0.25,0.0,69,65,1.0,3.52,16.433333333333334,4.82,0.5,0.52
Ashiek Ajim,Peak Physique,6.0,2.0,0,29.0,94,0.0,0.4,0.0,0.0,0.0,68,71,3.0,5.0,0.8,11.25,0.25,0.0
Ashkan Mokhtarian,The Assassin,13.0,3.0,0,38.0,80,0.0,0.43,0.54,0.16,0.0,66,67,1.0,1.95,13.816666666666666,3.66,0.43,0.33
Ashlee EvansSmith,Rebel Girl,6.0,6.0,0,36.0,79,0.0,0.34,0.95,0.22,0.0,68,67,0.0,4.03,12.283333333333333,4.59,0.53,0.5
Ashley Yoder,SpiderMonkey,8.0,9.0,0,36.0,79,0.09,0.39,1.09,0.27,0.6,67,69,1.0,3.42,15.0,4.13,0.47,0.66
Askar Askarov,Bullet,14.0,1.0,1,31.0,92,0.0,0.54,2.6,0.24,0.4,66,67,0.0,3.05,15.0,2.8,0.57,0.66
Askar Mozharov,387,19.0,13.0,0,29.0,53,0.0,0.18,0.0,0.0,0.0,75,74,0.0,0.43,4.666666666666667,4.07,0.13,0.33
Aspen Ladd,267,9.0,3.0,0,29.0,79,0.2,0.47,1.56,0.47,0.6,66,66,0.0,3.78,10.966666666666667,4.65,0.47,0.62
Asu Almabayev,Zulfikar,19.0,2.0,0,30.0,42,0.0,0.59,7.12,0.57,1.3,64,65,0.0,3.02,11.6,1.42,0.53,0.0
Augusto Mendes,Tanquinho,6.0,2.0,0,41.0,14,0.44,0.34,1.75,0.33,0.0,66,65,0.0,2.42,11.433333333333334,3.91,0.56,0.8
Augusto Montano,Dodger,15.0,3.0,0,39.0,22,0.0,0.46,0.0,0.0,0.0,73,73,0.0,3.46,11.383333333333333,2.66,0.56,0.66
Augusto Sakai,428,16.0,5.0,1,33.0,14,0.34,0.49,0.23,0.4,0.0,75,77,0.0,4.6,11.066666666666666,3.83,0.48,0.56
Austen Lane,270,12.0,5.0,0,36.0,79,0.0,0.46,1.03,0.2,0.0,78,80,0.0,3.43,2.9166666666666665,2.81,0.44,0.0
Austin Hubbard,Thud,17.0,7.0,0,32.0,79,0.0,0.45,1.75,0.5,0.0,70,71,0.0,4.11,12.383333333333333,3.74,0.56,0.65
Austin Lingo,Lights Out,9.0,3.0,0,29.0,79,0.43,0.37,0.43,0.66,0.0,70,70,0.0,3.86,13.833333333333334,4.86,0.57,0.75
Austin Springer,440,12.0,4.0,0,37.0,79,0.0,0.57,3.37,0.4,0.8,68,71,0.0,3.54,8.9,3.15,0.41,1.0
Azamat Murzakanov,The Professional,13.0,0.0,0,35.0,92,1.5,0.57,0.75,0.16,0.0,70,71,1.0,4.57,10.016666666666667,3.12,0.57,0.83
Azat Maksum,Qazaq,17.0,1.0,0,29.0,42,0.5,0.23,2.0,0.22,0.5,67,70,1.0,2.8,15.0,5.23,0.55,0.66
Baergeng Jieleyisi,212,17.0,5.0,0,28.0,94,0.0,0.38,0.0,0.0,0.0,69,70,0.0,2.53,15.0,3.87,0.45,0.0
Bahatebole Batebolati,Lion King,10.0,1.0,1,26.0,32,0.0,0.45,1.34,0.66,0.0,68,71,1.0,4.02,11.183333333333334,4.83,0.61,1.0
Barb Honchak,Little Warrior,10.0,4.0,0,44.0,79,0.0,0.3,0.0,0.0,1.3,64,65,0.0,4.04,11.766666666666667,4.67,0.66,0.0
Bartosz Fabinski,The Butcher,15.0,5.0,0,38.0,73,0.0,0.68,7.1,0.7,0.0,72,75,0.0,2.23,8.45,1.46,0.51,0.8
Bassil Hafez,The Habibi,9.0,3.0,1,32.0,79,0.0,0.39,3.0,0.24,0.0,71,72,0.0,4.23,15.0,5.53,0.4,0.5
Bea Malecki,321,4.0,1.0,0,32.0,47,0.0,0.46,0.0,0.0,1.1,69,74,0.0,6.84,8.966666666666667,6.96,0.62,0.78
Bekzat Almakhan,The Turan Warrior,11.0,2.0,0,26.0,42,1.0,0.18,0.0,0.0,0.0,67,68,0.0,0.2,15.0,4.53,0.3,0.0
Belal Muhammad,Remember the Name,23.0,3.0,0,35.0,79,0.0,0.43,1.98,0.35,0.2,71,72,0.0,4.55,14.316666666666666,3.64,0.57,0.93
Ben Nguyen,Ten,16.0,8.0,0,35.0,79,0.75,0.4,0.25,0.33,1.0,65,65,3.0,3.51,8.533333333333333,3.01,0.59,0.63
Benito Lopez,Golden Boy,10.0,2.0,0,30.0,79,0.28,0.45,0.0,0.0,0.3,70,73,3.0,4.39,10.616666666666667,5.18,0.56,0.73
Benoit Saint Denis,God of War,13.0,2.0,0,28.0,87,1.19,0.54,4.76,0.37,1.5,71,73,1.0,5.7,7.2,4.98,0.42,0.69
Benson Henderson,Smooth,24.0,7.0,0,40.0,79,0.18,0.45,2.4,0.45,0.8,69,70,1.0,2.93,16.216666666666665,1.79,0.63,0.63
Bevon Lewis,292,7.0,3.0,0,33.0,79,0.47,0.43,0.0,0.0,0.0,75,79,0.0,3.73,10.633333333333333,2.67,0.54,0.66
Bharat Kandare,Daring,5.0,3.0,0,36.0,111,0.0,0.1,0.0,0.0,0.0,67,72,0.0,0.7,4.266666666666667,1.88,0.72,0.0
Bill Algeo,Senor Perfecto,18.0,8.0,0,35.0,79,0.24,0.52,0.86,0.46,0.1,72,73,3.0,6.16,12.25,4.52,0.47,0.56
Billy Pasulatan,415,10.0,3.0,0,32.0,99,0.0,0.2,0.0,0.0,4.9,65,66,3.0,0.65,3.066666666666667,5.22,0.48,0.0
Billy Ray Goff,131,9.0,3.0,0,25.0,79,1.34,0.46,2.01,0.17,0.0,70,72,3.0,8.56,7.483333333333333,5.71,0.59,1.0
Blagoy Ivanov,Baga,19.0,6.0,0,37.0,27,0.12,0.4,0.69,0.4,0.1,71,73,1.0,3.25,16.25,4.2,0.53,0.61
Bo Nickal,404,6.0,0.0,0,28.0,79,1.07,0.62,7.46,0.5,7.5,73,76,1.0,1.64,2.8166666666666664,0.5,0.7,0.0
Bobby Green,King,32.0,15.0,1,37.0,79,0.3,0.52,1.19,0.38,0.3,70,71,0.0,6.45,11.383333333333333,3.75,0.62,0.74
Bobby Moffett,The Wolfman,13.0,5.0,0,34.0,79,0.0,0.39,2.74,0.66,1.4,70,73,0.0,3.41,10.933333333333334,3.15,0.61,0.66
Bobby Nash,Nashty,8.0,4.0,0,34.0,79,0.79,0.37,2.37,0.33,1.6,72,74,0.0,3.42,6.333333333333333,3.95,0.51,1.0
Bobby Voelker,Vicious,19.0,13.0,0,45.0,79,0.0,0.35,1.04,0.5,0.0,72,74,0.0,4.01,12.6,5.84,0.42,0.66
Bogdan Grad,The Unleashed,11.0,2.0,0,28.0,7,0.0,0.5,0.0,0.0,0.0,68,70,0.0,1.45,1.3833333333333333,9.4,0.45,0.0
Bojan Mihajlovic,357,10.0,6.0,0,44.0,86,0.0,0.35,0.0,0.0,0.0,71,73,0.0,1.23,7.066666666666666,5.95,0.47,0.33
Bojan Velickovic,Serbian Steel,15.0,6.0,1,35.0,86,0.17,0.34,0.67,0.25,0.5,72,76,1.0,2.18,14.933333333333334,2.31,0.57,0.55
Brad Katona,Superman,16.0,3.0,0,32.0,49,0.0,0.51,1.71,0.33,0.0,66,64,0.0,4.69,15.0,4.55,0.49,0.52
Brad Riddell,Quake,10.0,4.0,0,32.0,5,0.2,0.53,1.77,0.36,0.0,67,71,0.0,4.71,10.916666666666666,3.53,0.53,0.63
Brad Tavares,474,20.0,10.0,0,36.0,79,0.2,0.43,0.78,0.26,0.0,73,74,0.0,3.38,12.816666666666666,3.15,0.55,0.81
Brady Hiestand,Bam Bam,8.0,2.0,0,25.0,79,0.0,0.52,4.06,0.46,0.3,68,71,0.0,2.93,14.783333333333333,3.65,0.53,0.42
Brady Huang,The Kung Fu Warrior,11.0,2.0,0,31.0,79,0.0,0.37,0.0,0.0,0.0,69,69,0.0,4.62,0.65,10.77,0.3,0.0
Brandon Jenkins,The Human Highlight Reel,15.0,9.0,0,32.0,79,0.0,0.41,0.0,0.0,0.0,72,71,3.0,2.93,10.066666666666666,8.05,0.33,0.27
Brandon Lewis,293,6.0,2.0,0,26.0,79,0.0,0.29,1.0,0.15,0.0,64,70,0.0,2.17,15.0,3.63,0.53,0.2
Brandon Moreno,The Assassin Baby,21.0,8.0,2,30.0,22,0.23,0.44,1.74,0.46,0.5,67,70,0.0,3.87,16.15,3.63,0.59,0.63
Brandon Royval,Raw Dawg,16.0,7.0,0,31.0,79,0.47,0.36,0.47,0.6,1.1,69,68,1.0,4.33,10.583333333333334,3.42,0.46,0.4
Brandon Thatch,Rukus,11.0,5.0,0,38.0,79,1.02,0.42,1.36,0.66,0.7,74,74,3.0,2.7,7.583333333333333,3.63,0.52,0.5
Brandon Vera,The Truth,15.0,7.0,0,46.0,79,0.7,0.56,0.7,0.53,0.2,75,78,0.0,3.03,9.5,2.81,0.52,0.59
Brendan Allen,All In,24.0,5.0,0,28.0,79,0.41,0.53,1.74,0.47,1.4,74,75,0.0,3.98,9.75,3.83,0.47,0.58
Brendan Loughnane,304,17.0,3.0,0,34.0,69,0.5,0.63,1.5,0.3,0.0,70,70,3.0,6.23,15.0,6.7,0.53,0.92
Brendon Marotte,The Kid,8.0,2.0,0,28.0,79,0.0,1.0,0.0,0.0,0.0,69,70,0.0,3.0,0.3333333333333333,42.0,0.33,0.0
Brett Johns,The Pikey,17.0,2.0,0,32.0,69,0.0,0.49,4.92,0.49,1.0,67,71,0.0,2.86,12.633333333333333,3.84,0.53,0.58
Brian Foster,The Foster Boy,27.0,10.0,0,40.0,79,0.61,0.39,3.67,0.6,1.8,69,71,0.0,3.3,4.916666666666667,1.63,0.65,0.37
Brian Kelleher,Boom,24.0,15.0,0,37.0,79,0.35,0.41,1.74,0.41,0.7,66,66,3.0,3.39,8.1,4.64,0.54,0.6
Brian Ortega,TCity,16.0,3.0,0,33.0,79,0.49,0.38,1.17,0.27,1.2,68,69,3.0,4.07,12.783333333333333,6.54,0.49,0.57
Brian Stann,All American,12.0,6.0,0,43.0,79,1.04,0.42,0.12,0.12,0.3,73,74,0.0,3.28,7.65,2.65,0.59,0.6
Brianna Fortino,The Bull,9.0,3.0,0,30.0,79,0.0,0.41,2.5,0.45,0.0,60,62,1.0,3.53,15.0,3.23,0.57,0.66
Bristol Marunde,338,16.0,10.0,0,42.0,79,0.0,0.21,1.6,0.33,0.0,73,75,0.0,1.42,9.4,4.4,0.47,0.14
Brock Larson,274,42.0,10.0,0,46.0,79,0.67,0.46,2.67,0.34,2.0,71,71,1.0,1.39,6.133333333333334,1.5,0.55,0.43
Brock Lesnar,289,5.0,3.0,0,46.0,79,0.49,0.72,3.9,0.55,0.5,75,81,0.0,3.53,6.833333333333333,2.11,0.5,0.6
Brogan Walker,The Bear,8.0,4.0,0,35.0,79,0.0,0.3,0.0,0.0,0.0,64,67,3.0,2.04,14.483333333333333,3.7,0.47,0.11
Brok Weaver,Chata Tuska,15.0,6.0,0,32.0,79,0.0,0.64,0.41,0.1,0.4,72,73,1.0,4.78,9.2,4.35,0.46,0.66
Brunno Ferreira,The Hulk,12.0,1.0,0,31.0,14,3.56,0.54,0.89,0.16,0.0,70,72,0.0,4.99,3.3666666666666667,4.04,0.5,0.6
Bruno Lopes,Brunao,11.0,1.0,0,31.0,94,0.0,0.35,0.0,0.0,0.0,74,75,0.0,5.29,3.783333333333333,8.46,0.53,0.0
Bruno Oliveira,412,8.0,2.0,0,40.0,94,0.0,0.33,0.0,0.0,0.0,76,80,0.0,3.44,2.033333333333333,4.92,0.54,0.0
Bruno Silva,Blindado,23.0,11.0,0,34.0,14,0.37,0.49,0.93,0.27,0.0,72,74,0.0,4.12,9.0,5.45,0.41,0.73
Bruno Silva,Bulldog,13.0,5.0,2,34.0,14,1.29,0.46,2.57,0.3,0.3,64,65,0.0,3.05,9.716666666666667,3.09,0.59,0.64
