name,nickname,wins,losses,draws,age,nation,knockdown_avg,sig_str_accuracy,takedown_average,takedown_accuracy,subs_attempted_average,height,reach,stance,sig_str_landed_per_min,average_fight_time,sig_str_absorbed_per_min,sig_str_defense,takedown_defense
KB Bhullar,The Bengal,8.0,2.0,0,32.0,80,0.0,0.49,0.0,0.0,0.0,76,78,3.0,4.31,8.35,5.39,0.45,0.0
KJ Noons,King,13.0,9.0,0,41.0,17,0.39,0.35,0.08,0.2,0.0,70,70,0.0,3.68,10.8,3.78,0.65,0.68
Kai Kamaka,The Fighting Hawaiian,8.0,4.0,1,29.0,17,0.28,0.57,1.93,0.58,0.3,67,69,0.0,4.96,13.616666666666667,5.29,0.55,0.52
Kai KaraFrance,Dont Blink,24.0,11.0,0,31.0,76,0.63,0.39,0.63,0.33,0.0,64,69,0.0,4.57,13.05,3.24,0.65,0.88
Kaik Brito,94,16.0,5.0,0,27.0,97,0.0,0.38,0.0,0.0,2.0,71,72,0.0,2.8,15.0,3.87,0.55,0.55
Kailan Hill,312,4.0,1.0,0,29.0,17,0.0,0.53,3.0,0.42,0.0,73,77,1.0,2.6,15.0,4.8,0.37,0.0
Kailin Curran,149,4.0,5.0,0,33.0,17,0.0,0.43,2.0,0.57,0.6,64,65,0.0,3.89,11.766666666666667,4.75,0.53,0.61
Kajan Johnson,Ragin,23.0,13.0,1,40.0,80,0.34,0.42,1.54,0.37,0.2,71,75,0.0,2.47,12.5,1.59,0.64,0.62
Kaleio Romero,KO,6.0,2.0,0,28.0,17,0.0,0.48,1.0,0.08,1.0,70,69,3.0,2.6,15.0,3.27,0.5,0.0
Kali Robbins,Pop Tart,6.0,3.0,0,39.0,17,0.0,0.46,2.0,0.33,0.0,63,63,0.0,3.73,15.0,9.4,0.44,0.0
Kalib Starnes,738,17.0,11.0,1,49.0,80,0.0,0.48,1.46,0.33,0.6,75,74,0.0,2.71,10.25,4.43,0.53,0.25
Kaloyan Kolev,385,10.0,1.0,0,31.0,97,0.0,0.45,10.11,0.6,0.0,74,73,0.0,1.12,4.45,4.49,0.42,0.0
Kamal Shalorus,Prince of Persia,9.0,5.0,2,51.0,62,0.62,0.32,2.07,0.5,0.0,68,68,0.0,3.06,10.35,2.99,0.7,0.8
Kamaru Usman,The Nigerian Nightmare,20.0,4.0,0,37.0,1,0.48,0.52,2.82,0.45,0.1,72,76,3.0,4.36,17.45,2.74,0.54,0.89
Kamuela Kirk,The Jawaiian,12.0,6.0,0,30.0,17,0.0,0.5,1.5,0.26,1.2,70,75,3.0,3.22,12.516666666666667,5.87,0.4,0.47
Kanako Murata,527,12.0,3.0,0,30.0,35,0.0,0.56,3.38,0.56,0.8,61,62,0.0,2.15,13.333333333333334,2.4,0.53,1.0
Karine Silva,Killer,18.0,4.0,0,30.0,57,0.45,0.35,3.59,0.72,2.2,65,67,0.0,2.67,6.683333333333334,3.12,0.49,0.0
Karl Reed,No Worries,6.0,1.0,0,35.0,17,0.0,0.44,1.06,0.22,0.0,75,78,0.0,2.04,14.216666666666667,3.84,0.38,0.53
Karl Roberson,Baby K,9.0,6.0,0,33.0,17,0.36,0.51,0.72,0.4,0.5,73,74,1.0,2.57,7.55,2.42,0.57,0.42
Karl Williams,820,10.0,1.0,0,34.0,17,0.25,0.52,4.75,0.5,0.2,75,79,0.0,2.87,15.0,1.7,0.6,1.0
Karlos Vemola,802,17.0,5.0,0,38.0,97,0.0,0.44,1.93,0.25,1.7,72,75,0.0,1.67,9.066666666666666,2.13,0.37,0.31
Karo Parisyan,The Heat,24.0,11.0,0,41.0,63,0.0,0.41,5.27,0.59,1.0,70,72,0.0,2.49,11.6,2.19,0.58,0.59
Karol Rosa,649,17.0,6.0,0,29.0,57,0.22,0.56,1.22,0.45,0.0,65,67,0.0,6.34,15.0,4.78,0.49,0.68
Karolina Kowalkiewicz,394,16.0,8.0,0,38.0,55,0.0,0.43,0.34,0.23,0.2,63,64,0.0,5.71,13.15,5.55,0.58,0.73
Kathryn Paprocki,573,3.0,2.0,0,31.0,17,0.0,0.23,0.0,0.0,0.0,63,63,0.0,1.0,15.0,4.27,0.43,0.0
Katlyn Cerminara,Blonde Fighter,18.0,6.0,0,35.0,17,0.06,0.34,0.31,0.15,0.3,69,68,0.0,4.58,14.166666666666666,4.48,0.62,0.5
Katsunori Kikuno,377,24.0,8.0,2,42.0,35,0.21,0.4,1.88,0.75,0.8,68,66,0.0,2.64,7.166666666666667,2.47,0.61,0.76
Kaue Fernandes,223,8.0,2.0,0,29.0,57,0.0,0.54,1.0,1.0,0.0,69,73,0.0,1.53,0.3333333333333333,0.87,0.59,0.62
Kay Hansen,296,7.0,6.0,0,24.0,17,0.0,0.5,1.83,0.22,0.8,62,63,0.0,3.01,14.366666666666667,3.19,0.51,0.37
Kayla Harrison,301,17.0,1.0,0,33.0,17,0.0,0.71,4.42,0.4,2.2,68,66,1.0,7.52,6.783333333333333,0.29,0.83,1.0
Kaynan Kruschewsky,Bahia,15.0,2.0,0,33.0,57,0.0,0.39,2.18,1.0,2.2,72,73,0.0,5.08,3.45,4.79,0.47,0.0
Kazuhiro Nakamura,Kaz,21.0,13.0,0,44.0,35,0.0,0.37,1.73,0.36,0.6,71,70,0.0,1.56,10.0,1.83,0.59,0.42
Kazula Vargas,796,12.0,5.0,0,38.0,26,0.0,0.53,0.4,0.25,0.4,68,71,1.0,3.65,9.466666666666667,1.77,0.57,0.3
Keisuke Sasu,Sasuke,11.0,3.0,1,29.0,35,0.0,0.49,3.76,0.4,1.9,65,69,3.0,2.76,7.983333333333333,2.42,0.48,0.61
Keita Nakamura,KTaro,34.0,10.0,2,40.0,35,0.35,0.36,1.65,0.48,0.3,71,73,1.0,2.23,14.35,3.2,0.58,0.63
Keith Jardine,The Dean of Mean,17.0,11.0,2,48.0,17,0.34,0.36,1.18,0.45,0.7,74,76,0.0,3.25,10.25,2.98,0.59,0.62
Kelvin Gastelum,253,18.0,9.0,0,32.0,17,0.45,0.41,0.96,0.3,0.1,69,71,1.0,3.55,13.55,3.23,0.58,0.59
Ken Shamrock,The Worlds Most Dangerous Man,28.0,17.0,2,60.0,17,0.31,0.46,0.94,0.6,2.5,73,72,0.0,1.47,5.55,4.3,0.39,0.44
Ken Stone,742,11.0,4.0,0,41.0,17,0.0,0.49,1.24,0.33,0.6,68,71,1.0,3.85,4.833333333333333,2.9,0.48,0.6
Kendall Grove,Da Spyder,23.0,17.0,0,41.0,17,0.24,0.41,0.49,0.45,1.7,78,79,0.0,2.31,9.466666666666667,2.4,0.54,0.56
Kennedy Nzechukwu,African Savage,12.0,5.0,0,32.0,17,0.36,0.45,0.6,0.45,0.2,77,83,1.0,5.13,9.616666666666667,4.9,0.5,0.8
Kenneth Bergh,64,8.0,0.0,0,34.0,97,0.0,0.75,0.0,0.0,0.0,74,74,0.0,4.56,3.95,1.27,0.28,0.0
Kenny Florian,KenFlo,14.0,6.0,0,48.0,17,0.08,0.4,2.22,0.33,1.3,70,74,1.0,2.41,10.533333333333333,1.85,0.63,0.6
Kenny Robertson,637,15.0,5.0,0,40.0,17,0.34,0.47,1.37,0.26,0.8,70,74,0.0,3.72,9.766666666666667,3.02,0.52,0.57
Ketlen Souza,Esquentadinha,14.0,4.0,0,29.0,57,0.0,0.68,0.9,0.5,0.0,63,63,0.0,4.78,8.383333333333333,2.03,0.6,0.5
Ketlen Vieira,Fenomeno,14.0,3.0,0,32.0,57,0.0,0.41,1.51,0.44,0.6,68,68,0.0,3.04,15.366666666666667,3.92,0.51,0.92
Kevin Aguilar,Angel of Death,17.0,5.0,0,35.0,17,0.32,0.4,0.16,0.16,0.0,67,73,0.0,3.96,13.333333333333334,4.81,0.52,0.78
Kevin Borjas,El Gallo Negro,9.0,3.0,0,26.0,47,0.0,0.4,0.0,0.0,0.0,65,68,0.0,4.92,12.2,6.7,0.49,0.61
Kevin Burns,The Fire,12.0,7.0,0,44.0,17,0.57,0.38,0.28,0.5,0.8,70,74,0.0,2.74,10.566666666666666,4.3,0.52,0.47
Kevin Casey,King,9.0,5.0,2,43.0,17,0.2,0.53,0.79,0.22,0.4,71,77,1.0,2.27,8.6,3.76,0.46,0.27
Kevin Croom,Crash,21.0,15.0,0,36.0,17,0.48,0.34,0.48,0.05,0.5,71,73,0.0,2.65,7.833333333333333,3.1,0.41,0.3
Kevin Gray,Pocket Herc,9.0,4.0,0,39.0,17,0.0,0.62,0.0,0.0,0.0,64,67,0.0,3.45,2.9,4.48,0.66,0.0
Kevin Holland,Trailblazer,26.0,11.0,0,31.0,17,0.3,0.49,0.84,0.38,0.6,75,81,0.0,4.25,10.816666666666666,3.2,0.5,0.54
Kevin Jousset,Air,10.0,2.0,0,31.0,87,0.0,0.55,1.51,0.66,0.8,74,75,0.0,8.23,15.0,5.1,0.53,1.0
Kevin Lee,The Motown Phenom,18.0,8.0,0,31.0,17,0.07,0.42,3.18,0.43,0.8,69,77,0.0,3.88,11.433333333333334,3.6,0.5,0.75
Kevin Natividad,Quicksand,9.0,4.0,0,31.0,17,0.52,0.34,3.66,0.5,0.0,66,70,0.0,2.68,9.566666666666666,4.29,0.47,0.83
Kevin Syler,El Nino Bala,10.0,1.0,0,30.0,97,0.0,0.69,1.0,0.4,2.0,69,71,3.0,5.6,15.0,4.03,0.48,0.77
Kevin Szaflarski,757,11.0,2.0,0,29.0,73,0.0,0.28,0.0,0.0,0.0,77,77,0.0,1.13,15.0,8.07,0.3,0.0
Kevin Vallejos,El Chino,11.0,1.0,0,22.0,97,0.0,0.44,0.0,0.0,0.0,67,68,3.0,4.73,15.0,5.8,0.51,0.66
Khabib Nurmagomedov,The Eagle,29.0,0.0,0,35.0,51,0.17,0.48,5.32,0.48,0.8,70,70,0.0,4.1,13.216666666666667,1.75,0.65,0.84
Khadis Ibragimov,330,8.0,4.0,0,29.0,51,0.0,0.49,0.97,0.3,0.3,75,78,0.0,3.55,11.566666666666666,4.26,0.47,0.8
Khalid Murtazaliev,531,14.0,2.0,0,30.0,51,0.0,0.69,7.5,1.0,0.0,72,76,0.0,4.8,10.0,0.4,0.78,0.33
Khalid Taha,The Warrior,13.0,5.0,0,32.0,38,0.49,0.32,0.0,0.0,0.2,65,69,0.0,2.64,10.283333333333333,4.12,0.46,0.61
Khalil Rountree Jr,655,14.0,5.0,0,34.0,17,1.66,0.39,0.0,0.0,0.1,73,76,1.0,3.84,7.833333333333333,4.18,0.5,0.58
Khama Worthy,The Death Star,16.0,9.0,0,37.0,17,0.67,0.48,0.0,0.0,0.7,71,74,0.0,4.18,4.45,4.45,0.46,0.57
Khamzat Chimaev,Borz,13.0,0.0,0,30.0,97,0.66,0.58,3.99,0.46,2.7,74,75,0.0,5.72,6.45,3.46,0.42,1.0
Khaos Williams,The OxFighter,15.0,3.0,0,30.0,17,1.02,0.39,0.0,0.0,0.0,72,77,0.0,5.81,9.183333333333334,5.42,0.42,0.8
Khusein Askhabov,Nohcho,23.0,1.0,0,29.0,51,0.0,0.26,0.0,0.0,0.0,68,69,0.0,2.0,15.0,4.13,0.56,0.66
Kiefer Crosbie,BDK,10.0,4.0,0,34.0,21,0.0,0.66,0.0,0.0,0.0,71,70,3.0,8.1,9.916666666666666,6.02,0.5,0.0
Kiichi Kunimoto,Strasser,18.0,7.0,2,43.0,35,0.0,0.44,1.59,0.2,0.3,70,71,0.0,1.87,9.433333333333334,3.92,0.41,0.28
Kleydson Rodrigues,KR,8.0,4.0,0,28.0,57,0.3,0.57,0.6,0.22,0.6,65,67,0.0,4.58,10.05,2.29,0.53,0.53
Klidson Abreu,White Bear,15.0,4.0,0,31.0,57,0.0,0.4,0.64,0.2,0.0,72,74,0.0,2.05,11.716666666666667,2.9,0.55,0.8
Kolton Englund,White Assassin,9.0,4.0,0,30.0,17,0.0,0.25,0.0,0.0,0.0,70,69,0.0,2.31,2.1666666666666665,11.54,0.4,0.0
Korey Kuppe,400,8.0,4.0,0,35.0,17,0.0,0.73,0.0,0.0,1.0,77,77,3.0,0.73,15.0,1.33,0.31,0.69
Koya Kanda,Bushido,12.0,5.0,0,28.0,97,0.0,0.41,2.0,0.18,0.0,69,75,1.0,3.63,15.0,2.9,0.53,1.0
Koyomi Matsushima,476,13.0,6.0,0,31.0,97,0.5,0.47,9.0,0.52,0.0,67,66,0.0,2.7,15.0,2.83,0.59,0.33
Kris McCray,Savage,8.0,5.0,0,42.0,17,0.0,0.45,2.88,0.55,0.0,72,76,0.0,2.69,8.683333333333334,2.57,0.54,0.38
Kris Moutinho,521,9.0,6.0,0,31.0,17,0.0,0.32,0.0,0.0,0.0,67,68,1.0,4.86,8.333333333333334,15.48,0.28,0.0
Kron Gracie,280,5.0,2.0,0,35.0,57,0.0,0.44,0.47,0.25,0.5,69,70,1.0,3.74,10.7,6.82,0.53,0.0
Krzysztof Jotko,357,24.0,6.0,0,34.0,55,0.14,0.42,1.33,0.39,0.1,73,77,1.0,2.98,12.65,2.23,0.57,0.82
Krzysztof Soszynski,The Polish Experiment,26.0,12.0,1,46.0,55,0.19,0.39,0.52,0.25,1.0,73,77,2.0,3.37,8.933333333333334,3.13,0.58,0.71
Kuniyoshi Hironaka,314,23.0,9.0,0,48.0,35,0.32,0.4,1.91,0.3,0.6,70,70,0.0,1.98,11.55,3.01,0.54,0.25
Kurt Holobaugh,317,21.0,8.0,0,37.0,17,0.36,0.43,0.71,0.36,0.9,71,70,0.0,4.37,10.533333333333333,4.07,0.48,0.46
Kurt Pellegrino,Batman,16.0,7.0,0,45.0,17,0.36,0.43,2.9,0.54,0.8,68,70,0.0,2.45,10.683333333333334,1.94,0.63,0.69
Kyle Bochniak,Killer B,8.0,5.0,0,37.0,17,0.14,0.31,1.14,0.15,0.0,67,70,0.0,2.63,15.0,5.11,0.58,0.62
Kyle Bradley,86,19.0,12.0,0,41.0,17,0.0,0.4,0.65,0.5,0.0,69,71,0.0,1.99,5.8,3.45,0.58,0.4
Kyle Daukaus,153,11.0,4.0,0,31.0,17,0.0,0.52,2.12,0.25,1.9,75,76,1.0,3.22,9.716666666666667,2.94,0.42,0.82
Kyle Driscoll,KD,12.0,3.0,0,29.0,17,0.0,0.32,2.0,0.18,0.0,71,74,0.0,2.73,15.0,2.6,0.58,0.0
Kyle Kingsbury,Kingsbu,11.0,6.0,0,42.0,17,0.15,0.4,2.64,0.41,0.0,76,79,0.0,2.97,11.366666666666667,3.81,0.51,0.52
Kyle Nelson,The Monster,16.0,5.0,1,33.0,80,0.0,0.45,1.1,0.2,0.6,71,71,3.0,3.65,10.6,4.69,0.52,0.73
Kyle Noke,546,22.0,10.0,1,44.0,71,0.38,0.5,1.53,0.54,0.8,73,76,1.0,3.23,9.05,2.09,0.64,0.66
Kyle Prepolec,Killshot,12.0,7.0,0,34.0,80,0.0,0.34,0.0,0.0,0.0,70,70,1.0,3.2,15.0,4.7,0.54,0.4
Kyle Stewart,Gunz Up,11.0,3.0,0,35.0,17,0.0,0.35,1.32,0.2,0.0,72,76,0.0,1.41,7.583333333333333,2.42,0.43,0.6
Kyler Phillips,The Matrix,12.0,2.0,0,29.0,17,0.48,0.45,2.41,0.46,0.5,68,72,0.0,5.72,11.666666666666666,3.38,0.61,0.75
Kyoji Horiguchi,322,19.0,2.0,0,33.0,35,0.53,0.45,2.0,0.44,0.0,65,66,0.0,3.6,14.083333333333334,2.45,0.62,0.55
Kyron Bowen,Bullseye,9.0,5.0,0,30.0,17,0.0,0.57,0.0,0.0,0.0,75,73,0.0,2.73,1.4666666666666668,2.05,0.4,0.0
Kyung Ho Kang,Mr Perfect,19.0,10.0,0,36.0,22,0.37,0.48,1.87,0.57,0.8,69,73,0.0,3.35,12.316666666666666,3.33,0.55,0.68
Lance Benoist,63,7.0,2.0,0,35.0,17,0.25,0.51,1.5,0.33,0.0,71,72,1.0,3.68,15.0,2.7,0.56,0.61
Lance Lawrence,The Tornado,4.0,1.0,0,30.0,17,0.0,0.5,1.0,1.0,0.0,73,74,0.0,5.87,15.0,9.8,0.24,0.5
Lando Vannata,Groovy,12.0,7.0,2,32.0,17,0.5,0.45,1.09,0.37,0.3,69,71,0.0,4.52,11.65,4.76,0.55,0.69
