name,nickname,wins,losses,draws,age,nation,knockdown_avg,sig_str_accuracy,takedown_average,takedown_accuracy,subs_attempted_average,height,reach,stance,sig_str_landed_per_min,average_fight_time,sig_str_absorbed_per_min,sig_str_defense,takedown_defense
Dennis Siver,720,23.0,11.0,0,45.0,51,0.47,0.32,0.87,0.32,0.3,66,70,0.0,3.87,10.683333333333334,2.67,0.65,0.65
Denys Bondar,Psycho,14.0,5.0,0,31.0,79,0.0,0.5,3.99,0.58,0.0,66,69,0.0,4.59,8.783333333333333,5.16,0.56,0.62
Dequan Townsend,The Tarantula,21.0,12.0,0,38.0,17,0.0,0.34,0.0,0.0,0.0,75,79,0.0,1.23,12.233333333333333,3.92,0.38,0.46
Derek Brunson,The One,23.0,9.0,0,40.0,17,0.54,0.47,3.14,0.33,0.6,73,77,1.0,3.51,8.616666666666667,3.05,0.51,0.85
Deron Winn,824,7.0,3.0,0,35.0,17,0.0,0.44,4.28,0.52,0.0,66,70,0.0,4.55,13.333333333333334,6.21,0.46,0.4
Derrick Krantz,DRock,22.0,12.0,0,36.0,17,0.0,0.37,3.18,0.5,0.8,70,72,0.0,2.07,9.433333333333334,4.03,0.5,0.0
Derrick Lewis,The Black Beast,28.0,12.0,0,39.0,17,0.57,0.5,0.57,0.26,0.0,75,79,0.0,2.48,9.15,2.48,0.4,0.52
Desmond Green,The Predator,23.0,8.0,0,34.0,17,0.16,0.46,1.62,0.5,0.0,70,73,1.0,3.7,13.266666666666667,2.51,0.69,0.75
Desmond Torres,782,7.0,2.0,0,27.0,17,0.0,0.64,0.0,0.0,0.0,66,69,0.0,4.8,4.583333333333333,11.78,0.48,1.0
Devin Clark,Brown Bear,14.0,9.0,0,34.0,17,0.23,0.54,2.17,0.32,0.1,72,75,0.0,3.03,11.4,3.24,0.44,0.58
Devin Powell,608,9.0,4.0,0,36.0,17,0.32,0.41,0.0,0.0,0.6,72,73,0.0,2.88,11.716666666666667,3.67,0.51,0.0
Devin Smyth,725,4.0,2.0,0,28.0,17,0.0,0.68,4.0,0.26,0.0,70,72,3.0,2.6,15.0,6.73,0.25,1.0
Devonte Smith,King Kage,11.0,4.0,0,30.0,17,1.04,0.53,0.35,0.25,0.3,69,76,0.0,4.55,6.183333333333334,3.91,0.49,0.85
Dhiego Lima,430,17.0,9.0,0,35.0,17,0.32,0.39,1.26,0.34,0.6,74,75,0.0,3.12,8.666666666666666,3.88,0.58,0.73
Diana Belbita,The Warrior Princess,15.0,9.0,0,27.0,40,0.18,0.42,0.91,0.62,0.0,67,68,0.0,6.54,11.816666666666666,6.55,0.51,0.65
Diego Brandao,DB,22.0,11.0,0,37.0,57,0.57,0.47,3.21,0.68,0.6,67,64,0.0,2.94,7.933333333333334,3.38,0.62,0.8
Diego Ferreira,225,19.0,5.0,0,39.0,57,0.32,0.39,0.96,0.3,0.6,69,74,0.0,5.04,9.416666666666666,3.43,0.56,0.6
Diego Lopes,435,24.0,6.0,0,29.0,57,1.51,0.58,0.0,0.0,5.0,71,72,0.0,3.22,5.966666666666667,4.73,0.37,0.42
Diego Nunes,The Gun,19.0,7.0,0,41.0,57,0.27,0.43,1.18,0.44,0.6,66,67,0.0,2.72,15.0,2.59,0.58,0.65
Diego Rivas,Pitbull,10.0,2.0,0,32.0,88,0.3,0.4,1.79,0.6,0.9,68,69,0.0,1.37,12.6,2.14,0.52,0.64
Diego Sanchez,Nightmare,31.0,13.0,0,42.0,17,0.25,0.37,1.51,0.24,0.8,70,72,1.0,2.69,11.9,3.02,0.56,0.46
Dione Barbosa,The Witch,7.0,2.0,0,32.0,57,0.0,0.54,2.3,0.25,3.1,66,66,0.0,2.2,9.8,2.86,0.66,0.0
Dmitrii Smoliakov,The Lifeguard,9.0,3.0,0,41.0,41,0.0,0.42,0.0,0.0,0.0,74,74,3.0,1.44,4.633333333333333,3.81,0.55,0.75
Dmitry Sosnovskiy,Wicked Machine,11.0,0.0,0,34.0,51,0.0,0.7,3.16,0.66,3.2,75,77,0.0,2.95,9.483333333333333,2.53,0.35,1.0
Domingo Pilarte,Son of Fire,8.0,3.0,0,34.0,17,0.0,0.47,1.2,0.42,0.8,72,73,1.0,1.31,9.383333333333333,2.96,0.4,0.54
Dominic Waters,Sho Nuff,9.0,5.0,0,35.0,17,0.0,0.23,4.07,0.52,0.0,73,79,0.0,0.48,11.066666666666666,2.53,0.39,0.28
Dominick Cruz,The Dominator,24.0,4.0,0,39.0,17,0.05,0.33,2.82,0.42,0.1,68,68,0.0,3.91,16.85,2.61,0.7,0.83
Dominick Reyes,The Devastator,13.0,4.0,0,34.0,17,1.04,0.5,0.35,0.28,0.3,76,77,1.0,4.87,7.833333333333333,3.75,0.48,0.8
Dominique Steele,NonStop ActionPacked,14.0,9.0,0,36.0,17,0.63,0.49,2.95,0.42,0.0,70,74,0.0,2.32,11.866666666666667,2.42,0.5,0.76
Don Madge,Magic Man,9.0,3.0,1,33.0,75,1.48,0.52,2.22,0.25,0.7,72,72,1.0,2.08,10.116666666666667,0.74,0.67,0.8
Don Shainis,Shameless,12.0,5.0,0,33.0,17,0.0,0.5,0.97,0.25,1.9,66,67,0.0,3.42,7.75,5.87,0.31,0.2
DonTale Mayes,Lord Kong,11.0,6.0,0,32.0,17,0.3,0.43,0.71,0.43,0.0,78,81,0.0,3.69,12.3,3.96,0.47,0.6
Donald Cerrone,Cowboy,36.0,17.0,0,41.0,17,0.81,0.46,1.16,0.33,1.2,73,73,0.0,4.41,9.666666666666666,4.48,0.53,0.73
Dong Hyun Kim,Stun Gun,22.0,4.0,1,42.0,22,0.3,0.49,2.93,0.43,0.6,74,76,1.0,2.12,11.083333333333334,1.89,0.58,0.71
Dong Hyun Ma,Maestro,16.0,11.0,3,35.0,22,0.3,0.41,1.27,0.53,0.0,71,70,0.0,2.84,11.083333333333334,4.1,0.54,0.33
Dongi Yang,The Ox,13.0,3.0,0,39.0,22,0.49,0.51,1.7,0.41,0.5,70,73,1.0,3.55,12.316666666666666,3.21,0.63,0.61
Dooho Choi,The Korean Superboy,14.0,4.0,1,33.0,22,1.16,0.53,0.29,0.2,0.0,70,70,0.0,4.74,7.383333333333334,4.91,0.54,0.5
Douglas Silva de Andrade,D Silva,29.0,6.0,0,38.0,57,0.55,0.38,0.55,0.42,0.2,67,68,0.0,3.54,12.516666666666667,3.93,0.57,0.72
Drakkar Klose,383,15.0,2.0,1,36.0,17,0.23,0.55,1.58,0.26,0.0,69,70,0.0,4.37,12.116666666666667,3.46,0.51,0.69
Drako Rodriguez,641,7.0,3.0,0,28.0,17,0.0,0.36,2.93,0.66,0.7,68,69,0.0,3.37,6.816666666666666,4.4,0.58,0.75
Drew Dober,177,27.0,13.0,0,35.0,17,0.71,0.4,0.71,0.18,0.1,68,70,1.0,4.34,7.95,4.23,0.51,0.56
Drew Fickett,The Master,42.0,21.0,0,44.0,17,0.24,0.41,1.3,0.35,2.2,70,70,0.0,2.33,9.016666666666667,2.29,0.57,0.3
Drew McFedries,The Massacre,12.0,7.0,0,45.0,17,4.27,0.51,1.42,1.0,0.7,72,72,1.0,5.13,2.3333333333333335,4.56,0.52,0.56
Dricus Du Plessis,Stillknocks,21.0,2.0,0,30.0,75,0.75,0.5,3.0,0.51,0.8,73,76,3.0,6.49,11.45,4.77,0.55,0.4
Duane Ludwig,Bang,21.0,14.0,0,45.0,17,0.43,0.44,0.43,0.25,0.1,70,70,0.0,4.62,6.4,3.05,0.57,0.59
Duda Santana,Cowboyzinha,3.0,1.0,0,28.0,57,0.0,0.39,6.44,0.6,0.0,67,73,0.0,6.01,6.983333333333333,2.72,0.73,0.0
Dustin Hazelett,McLovin,12.0,7.0,0,38.0,17,0.0,0.4,0.55,0.5,4.1,73,76,0.0,2.24,5.433333333333334,3.51,0.46,0.25
Dustin Jacoby,The Hanyak,19.0,9.0,1,36.0,17,0.45,0.47,0.36,0.25,0.0,75,76,0.0,5.5,10.433333333333334,4.14,0.57,0.6
Dustin Joynson,358,5.0,0.0,0,38.0,80,0.0,0.53,0.0,0.0,0.0,78,78,0.0,3.28,2.1333333333333333,5.63,0.47,0.0
Dustin Kimura,The Diamond,11.0,3.0,0,35.0,17,0.0,0.21,0.93,0.37,2.2,67,71,0.0,1.33,9.633333333333333,3.82,0.51,0.5
Dustin Ortiz,563,19.0,8.0,0,35.0,17,0.17,0.44,3.01,0.36,0.1,65,65,0.0,2.94,11.95,2.17,0.56,0.52
Dustin Pague,The Disciple,12.0,11.0,0,36.0,17,0.0,0.53,1.03,0.44,2.6,69,74,0.0,1.65,9.733333333333333,2.96,0.41,0.55
Dustin Poirier,The Diamond,30.0,9.0,0,35.0,17,0.62,0.5,1.24,0.36,1.3,69,72,1.0,5.3,10.283333333333333,4.33,0.52,0.64
Dustin Stoltzfus,741,15.0,6.0,0,32.0,17,0.2,0.44,2.45,0.41,1.0,72,75,0.0,3.51,9.2,3.4,0.47,0.46
Dwight Grant,The Body Snatcher,11.0,6.0,0,39.0,17,0.61,0.36,0.61,1.0,0.0,73,76,3.0,3.29,10.966666666666667,2.66,0.6,0.66
Dylan Andrews,The Villain,18.0,7.0,0,44.0,71,1.21,0.5,2.83,0.5,0.4,73,74,3.0,2.21,7.416666666666667,2.72,0.46,0.57
Dylan Budka,The Mindless Hulk,7.0,3.0,0,24.0,17,0.0,0.6,3.38,0.38,0.7,72,75,3.0,1.04,11.116666666666667,1.8,0.34,1.0
Dylan Lockard,432,6.0,2.0,0,32.0,17,1.16,0.53,2.31,0.4,1.2,69,72,0.0,1.31,12.983333333333333,3.31,0.52,0.28
Dylan Potter,Big Poppa,10.0,6.0,0,29.0,17,0.0,0.48,0.0,0.0,1.1,74,77,3.0,3.1,13.85,5.78,0.46,0.33
Dylan Salvador,673,5.0,2.0,0,31.0,97,0.0,0.37,0.0,0.0,0.0,69,69,1.0,4.34,2.7666666666666666,11.57,0.46,0.0
Ed Herman,Short Fuse,27.0,16.0,0,43.0,17,0.23,0.48,1.96,0.47,1.0,73,77,0.0,3.31,9.633333333333333,3.71,0.42,0.59
Eddie Alvarez,The Underground King,29.0,6.0,0,40.0,17,0.47,0.41,2.92,0.36,0.5,69,69,0.0,4.32,9.883333333333333,4.39,0.55,0.92
Eddie Gordon,Truck,8.0,4.0,0,40.0,17,0.39,0.32,1.93,0.83,0.0,72,76,0.0,2.03,9.733333333333333,2.57,0.6,0.63
Eddie Sanchez,The Manic Hispanic,15.0,8.0,0,41.0,17,1.13,0.43,1.13,0.26,0.0,74,74,0.0,3.45,8.833333333333334,3.3,0.43,0.42
Eddie Wineland,823,24.0,16.0,1,39.0,17,0.88,0.29,0.34,0.33,0.1,67,69,0.0,3.4,9.633333333333333,3.76,0.68,0.86
Edgar Chairez,Puro Chicali,11.0,5.0,0,28.0,26,0.42,0.48,0.0,0.0,1.7,67,71,0.0,2.69,9.016666666666667,4.1,0.43,0.41
Edgar Garcia,249,14.0,5.0,0,40.0,26,0.55,0.29,2.21,0.57,0.6,70,71,0.0,3.16,5.433333333333334,4.23,0.6,0.5
Edivan Santos,Pe De Sapo,12.0,3.0,1,32.0,57,0.0,0.48,0.0,0.0,0.0,76,78,0.0,1.55,11.0,7.09,0.26,0.25
Edmen Shahbazyan,The Golden Boy,13.0,4.0,0,26.0,17,0.93,0.52,2.24,0.38,0.6,74,75,0.0,3.6,7.316666666666666,4.09,0.45,0.63
Edson Barboza,Junior,24.0,12.0,0,38.0,57,0.66,0.44,0.45,0.5,0.1,71,75,0.0,4.11,12.2,4.65,0.56,0.72
Edson Gomez,271,6.0,2.0,0,33.0,97,0.0,0.32,0.0,0.0,0.0,68,69,3.0,2.66,7.516666666666667,8.78,0.45,0.0
Eduarda Moura,Ronda,10.0,1.0,0,30.0,57,0.0,0.57,5.15,0.3,0.6,66,66,0.0,3.09,8.75,2.1,0.51,1.0
Eduardo Neves,Bebezao,7.0,2.0,0,24.0,97,0.0,0.65,5.77,0.66,0.0,74,78,0.0,7.69,2.6,6.15,0.55,0.0
Edwin Figueroa,El Feroz,9.0,5.0,0,39.0,17,0.4,0.39,0.2,1.0,0.6,67,69,0.0,2.57,12.533333333333333,3.06,0.51,0.37
Efrain Escudero,Hecho En Mexico,28.0,12.0,0,38.0,26,0.5,0.44,1.31,0.4,0.8,69,71,0.0,2.92,12.416666666666666,2.3,0.63,0.66
Eli Aronov,The Israeli Tank,6.0,1.0,0,28.0,20,0.0,0.68,12.16,1.0,0.0,70,72,0.0,8.92,1.2333333333333334,6.49,0.38,0.0
Elias Garcia,250,6.0,2.0,0,31.0,17,0.68,0.27,0.68,0.14,1.4,65,67,1.0,1.59,11.0,5.05,0.5,0.33
Elias Silverio,Xuxu,13.0,3.0,0,37.0,17,0.2,0.49,1.62,0.38,0.2,71,73,0.0,3.67,14.866666666666667,2.97,0.51,0.85
Elias Theodorou,The Spartan,16.0,3.0,0,36.0,80,0.0,0.42,1.27,0.28,0.0,73,75,0.0,4.19,13.983333333333333,2.39,0.53,0.59
Elias Urbina,790,3.0,1.0,0,30.0,17,0.0,0.37,0.0,0.0,0.0,75,77,1.0,3.85,7.783333333333333,6.17,0.5,0.0
Eliot Marshall,Fire,10.0,4.0,0,43.0,17,0.24,0.27,0.47,0.33,0.9,74,77,0.0,1.93,10.616666666666667,2.39,0.67,0.79
Elise Reed,626,7.0,4.0,0,31.0,17,0.19,0.49,0.58,0.6,0.0,63,63,0.0,2.66,11.0,3.06,0.52,0.42
Elizabeth Phillips,599,6.0,6.0,0,37.0,17,0.0,0.33,0.75,0.25,0.2,66,65,0.0,2.6,15.0,3.07,0.58,0.53
Elizeu Zaleski dos Santos,Capoeira,24.0,8.0,1,37.0,57,0.16,0.42,0.71,0.2,0.5,71,73,0.0,4.3,12.7,3.42,0.56,0.68
Elves Brener,92,16.0,4.0,0,26.0,57,0.63,0.47,1.59,0.31,0.0,70,72,0.0,4.19,11.833333333333334,4.82,0.52,0.75
Elvis Mutapcic,The King,15.0,6.0,1,37.0,97,0.0,0.4,0.0,0.0,0.0,72,72,0.0,3.41,12.816666666666666,4.27,0.38,0.81
Elvis Sinosic,The King of Rock n Rumble,7.0,11.0,2,53.0,71,0.31,0.37,0.0,0.0,1.2,75,77,0.0,1.13,6.95,4.6,0.53,0.0
Emil Meek,Valhalla,9.0,5.0,1,35.0,7,0.0,0.39,0.25,0.33,1.0,71,74,3.0,2.52,15.0,2.53,0.38,0.47
Emily Ducote,Gordinha,13.0,9.0,0,30.0,17,0.0,0.52,0.2,0.14,0.0,62,63,0.0,7.45,15.0,7.84,0.57,0.94
Emily Whitmire,Spitfire,4.0,5.0,0,33.0,17,0.0,0.31,1.9,0.66,0.5,65,63,0.0,2.5,5.266666666666667,2.98,0.54,0.7
Emrah Sonmez,Anatolian Wolf,14.0,5.0,0,31.0,115,0.0,0.46,5.0,0.21,0.0,70,71,0.0,1.47,15.0,1.73,0.48,0.0
Enrique Barzola,El Fuerte,17.0,5.0,2,35.0,47,0.0,0.41,4.2,0.45,0.3,67,70,0.0,3.91,15.0,2.97,0.68,0.66
Eric Schafer,Red,14.0,8.0,2,46.0,17,0.0,0.34,1.81,0.36,1.8,75,76,0.0,1.89,8.283333333333333,3.38,0.56,0.5
Eric Shelton,Showtime,12.0,6.0,0,33.0,17,0.0,0.42,2.83,0.51,0.2,66,68,0.0,2.57,15.0,1.88,0.63,0.46
Eric Spicely,Zebrinha,12.0,6.0,0,37.0,17,0.0,0.45,1.31,0.2,1.0,73,73,0.0,3.71,6.55,5.72,0.55,0.75
Erick Gonzalez,The Ghost Pepper,14.0,8.0,0,32.0,17,0.0,0.36,6.0,0.55,0.0,71,75,0.0,2.4,4.166666666666667,8.08,0.4,0.5
Erick Montano,Perry,7.0,5.0,0,38.0,26,0.0,0.44,2.29,0.36,0.0,72,73,0.0,2.79,8.733333333333333,2.06,0.64,0.66
Erick Silva,The Tiger,19.0,9.0,0,39.0,57,0.42,0.48,0.85,0.35,1.4,72,74,0.0,2.5,7.066666666666666,4.18,0.49,0.56
Erik Koch,Phoenix,16.0,6.0,0,35.0,17,0.34,0.42,1.02,0.42,1.0,70,71,1.0,2.33,9.466666666666667,2.82,0.47,0.81
Erik Perez,Goyito,17.0,6.0,0,34.0,26,0.5,0.4,3.16,0.55,0.2,68,68,0.0,3.16,10.033333333333333,2.09,0.66,0.69
Erik Silva,The King,9.0,3.0,0,37.0,0,0.0,0.7,3.76,0.8,0.0,69,71,0.0,2.07,5.316666666666666,1.57,0.4,0.62
Erin Blanchfield,Cold Blooded,12.0,2.0,0,25.0,17,0.0,0.45,2.05,0.33,1.0,64,66,0.0,5.47,12.55,4.34,0.58,0.81
Erisson Ferreira,Gato,12.0,2.0,0,33.0,97,0.0,0.32,1.11,1.0,1.7,66,70,0.0,1.75,13.466666666666667,2.75,0.56,0.66
Ernest Chavez,EJ,10.0,2.0,0,40.0,17,0.0,0.4,0.89,0.33,0.0,68,70,0.0,2.79,11.233333333333333,3.89,0.59,0.5
Eryk Anders,Ya Boi,16.0,8.0,0,37.0,17,0.5,0.47,1.79,0.26,0.1,73,75,1.0,3.41,12.316666666666666,4.17,0.5,0.79
Esteban Ribovics,El Gringo,13.0,1.0,0,28.0,81,1.4,0.52,0.93,0.66,0.5,70,69,0.0,6.2,8.033333333333333,3.49,0.53,0.6
Evan Dunham,192,18.0,9.0,1,42.0,17,0.13,0.39,1.82,0.33,1.0,70,70,1.0,5.33,10.966666666666667,3.54,0.61,0.79
Evan Elder,The Phenom,8.0,2.0,0,27.0,17,0.74,0.48,0.74,0.22,0.4,70,72,3.0,4.75,13.55,5.0,0.57,0.28
Evan Tanner,767,32.0,8.0,0,53.0,17,0.13,0.59,2.55,0.43,1.3,72,74,0.0,3.05,7.45,2.64,0.56,0.25
Everett Sims,Sexual Chocolate,4.0,1.0,0,35.0,17,0.0,0.66,0.0,0.0,1.2,77,77,1.0,0.81,12.333333333333334,2.19,0.3,0.42
Fabio Cherant,Water Buffalo,7.0,4.0,0,29.0,17,0.0,0.4,0.0,0.0,0.0,73,74,1.0,1.35,6.483333333333333,4.89,0.38,0.0
Fabio Maldonado,Caipira de Aco,23.0,11.0,0,44.0,57,0.11,0.58,0.44,0.57,0.6,73,75,0.0,5.29,12.316666666666666,4.31,0.53,0.61
Fabricio Camoes,Morango,14.0,9.0,1,45.0,57,0.0,0.33,2.34,0.32,1.5,70,71,0.0,1.29,7.816666666666666,1.85,0.61,0.2
Fabricio Werdum,Vai Cavalo,24.0,9.0,1,46.0,57,0.31,0.52,1.75,0.31,1.2,76,77,0.0,3.59,10.466666666666667,2.64,0.55,0.31
Farid Basharat,Ferocious,12.0,0.0,0,26.0,32,0.0,0.58,3.96,0.41,0.6,68,71,0.0,4.47,12.316666666666666,2.44,0.57,0.83
Felice Herrig,Lil Bulldog,14.0,10.0,0,39.0,17,0.0,0.37,1.08,0.28,0.8,64,65,0.0,3.84,11.083333333333334,5.19,0.48,0.75
Felicia Spencer,FeeNom,9.0,3.0,0,33.0,80,0.0,0.48,1.18,0.18,0.2,66,68,0.0,3.21,12.733333333333333,4.54,0.45,0.27
Felipe Arantes,Sertanejo,18.0,10.0,1,36.0,57,0.1,0.45,0.93,0.47,0.7,68,73,0.0,2.37,12.05,2.66,0.64,0.41
Felipe Bunes,Felipinho,13.0,7.0,0,34.0,57,0.0,0.54,3.15,0.33,0.0,67,69,0.0,5.25,9.516666666666667,8.72,0.41,0.0
Felipe Colares,Cabocao,10.0,4.0,0,30.0,57,0.0,0.45,1.88,0.24,0.5,68,69,0.0,2.17,14.666666666666666,4.65,0.36,0.43
Felipe Silva,713,8.0,2.0,0,40.0,57,2.0,0.5,1.0,1.0,0.0,72,77,0.0,5.4,5.0,1.8,0.59,0.71
Felipe dos Santos,Lipe Detona,8.0,1.0,0,23.0,57,0.0,0.34,0.0,0.0,0.5,67,70,0.0,4.53,15.0,5.07,0.4,0.16
Fernando Padilla,El Valiente,16.0,5.0,0,27.0,26,1.54,0.42,0.0,0.0,0.8,73,76,0.0,6.48,6.483333333333333,5.25,0.53,1.0
Fernie Garcia,251,10.0,5.0,0,32.0,17,0.28,0.34,0.28,0.5,0.6,67,67,0.0,2.04,10.866666666666667,3.79,0.48,0.5
Forrest Griffin,285,19.0,7.0,0,45.0,17,0.16,0.36,1.05,0.48,0.7,75,77,0.0,4.38,10.3,2.81,0.61,0.57
Forrest Petz,The Meat Cleaver,26.0,10.0,0,48.0,17,0.93,0.29,1.3,1.0,0.0,69,71,0.0,2.27,11.583333333333334,2.2,0.57,0.66
Francimar Barroso,Bodao,19.0,7.0,0,44.0,17,0.0,0.52,2.22,0.24,0.0,73,75,0.0,2.77,12.75,3.07,0.59,0.83
Francis Carmont,Limitless,25.0,12.0,0,42.0,87,0.12,0.42,1.79,0.36,0.6,75,78,0.0,2.22,11.333333333333334,1.64,0.59,0.73
Francis Marshall,Fire,7.0,2.0,0,25.0,17,0.37,0.33,3.29,0.5,0.7,69,72,0.0,3.66,10.266666666666667,4.07,0.53,0.0
Francis Ngannou,The Predator,17.0,3.0,0,37.0,34,1.22,0.41,0.76,0.62,0.3,76,83,0.0,2.33,7.016666666666667,2.16,0.41,0.71
Francisco Figueiredo,Sniper,13.0,5.0,1,34.0,57,0.0,0.61,2.51,0.75,0.4,66,68,1.0,2.04,8.966666666666667,2.59,0.61,0.76
Francisco Prado,610,12.0,2.0,0,22.0,81,0.44,0.41,0.0,0.0,0.4,70,69,0.0,4.58,11.366666666666667,5.66,0.52,0.25
Francisco Rivera,Cisco,11.0,7.0,0,42.0,17,0.72,0.41,1.01,0.63,0.6,68,70,0.0,4.07,8.633333333333333,3.16,0.68,0.68
Francisco Trevino,Sitkayan,13.0,3.0,0,42.0,17,0.0,0.42,0.97,0.22,0.0,69,70,0.0,2.65,10.316666666666666,2.42,0.64,0.41
Francisco Trinaldo,Massaranduba,28.0,9.0,0,45.0,57,0.23,0.45,0.98,0.42,0.5,69,70,1.0,3.13,12.383333333333333,2.67,0.6,0.6
Frank Camacho,The Crank,22.0,10.0,0,35.0,17,0.0,0.46,1.11,0.31,0.0,70,73,0.0,6.56,8.433333333333334,7.44,0.51,0.73
Frank Mir,498,18.0,11.0,0,45.0,17,0.77,0.47,2.02,0.4,2.0,75,79,1.0,2.18,5.766666666666667,3.84,0.38,0.54
Frank Trigg,Twinkle Toes,21.0,9.0,0,52.0,17,0.55,0.46,2.35,0.47,0.8,69,71,1.0,2.79,3.9166666666666665,1.9,0.56,0.75
Frankie Edgar,The Answer,23.0,11.0,1,42.0,17,0.09,0.4,2.29,0.31,0.3,66,68,0.0,3.77,15.9,2.82,0.65,0.65
Frankie Perez,590,10.0,4.0,0,35.0,17,0.35,0.41,1.75,0.41,0.3,71,73,0.0,1.64,10.7,2.17,0.54,0.5
Frankie Saenz,662,13.0,7.0,0,43.0,17,0.23,0.47,1.74,0.31,0.1,66,66,0.0,3.94,12.933333333333334,3.5,0.52,0.61
Fredson Paixao,Freddy Passion,10.0,5.0,0,45.0,57,0.0,0.54,0.62,0.11,2.2,66,66,0.0,1.71,9.7,2.31,0.62,0.1
Fredy Serrano,El Profe,3.0,2.0,0,44.0,23,0.35,0.26,2.84,0.25,0.0,63,65,0.0,1.58,10.583333333333334,1.89,0.61,0.84
Gabe Green,Gifted,11.0,5.0,0,31.0,17,0.55,0.45,0.83,0.5,0.3,70,73,3.0,6.28,10.85,6.95,0.47,0.53
Gabriel Benitez,Moggly,23.0,13.0,0,36.0,26,0.43,0.41,0.22,0.5,0.9,68,71,1.0,5.26,9.266666666666667,4.49,0.63,0.55
Gabriel Bonfim,Marretinha,15.0,1.0,0,26.0,57,0.0,0.4,4.75,0.71,3.8,73,72,0.0,4.87,3.95,5.25,0.59,1.0
Gabriel Gonzaga,Napao,17.0,11.0,0,45.0,57,0.7,0.45,2.8,0.39,1.1,74,76,0.0,2.12,6.516666666666667,2.94,0.57,0.66
Gabriel Miranda,Fly,17.0,6.0,0,34.0,57,0.0,0.51,4.8,0.4,2.4,71,71,0.0,3.52,3.1333333333333333,6.88,0.39,0.0
Gabriel Santos,Mosquitinho,10.0,2.0,0,27.0,57,0.0,0.55,4.34,0.46,1.2,69,70,0.0,4.46,12.116666666666667,6.03,0.44,0.66
Gabriel Silva,714,8.0,2.0,0,29.0,57,0.0,0.34,1.5,0.25,0.5,66,71,0.0,1.3,15.0,3.47,0.45,0.38
Gabriella Fernandes,Gabi,9.0,3.0,0,30.0,57,0.0,0.49,0.67,0.22,0.0,66,66,1.0,3.73,15.0,5.56,0.47,0.59
Gadzhi Omargadzhiev,557,13.0,2.0,0,31.0,51,0.0,0.39,1.35,0.3,0.5,73,71,3.0,1.8,11.083333333333334,2.2,0.39,0.6
Gadzhimurad Antigulov,35,20.0,8.0,0,37.0,51,0.0,0.55,5.08,0.36,1.4,71,70,0.0,2.08,3.45,4.21,0.4,0.0
Gaetano Pirrello,El Tigre,15.0,7.0,1,32.0,16,0.0,0.55,0.0,0.0,0.0,67,65,0.0,0.99,5.533333333333333,2.44,0.42,0.3
Galore Bofando,78,5.0,3.0,0,42.0,97,2.37,0.45,2.37,1.0,0.0,71,72,3.0,3.63,3.1666666666666665,3.63,0.54,0.5
Garett Whiteley,Goodnight,7.0,3.0,0,43.0,17,0.0,0.48,0.0,0.0,0.9,72,72,0.0,3.72,11.3,4.04,0.46,0.27
Garreth McLellan,Soldier Boy,13.0,6.0,0,41.0,75,0.0,0.54,1.15,0.22,0.9,73,72,1.0,3.56,10.4,2.94,0.45,0.34
Garrett Armfield,41,10.0,4.0,0,27.0,17,0.76,0.55,0.0,0.0,0.4,66,70,0.0,5.59,9.833333333333334,3.3,0.57,0.6
Gasan Umalatov,Cobra,17.0,4.0,2,41.0,51,0.0,0.39,0.75,0.17,0.0,71,71,0.0,2.23,15.0,4.1,0.59,0.9
Gaston Bolanos,The Dreamkiller,7.0,4.0,0,31.0,47,0.0,0.43,0.0,0.0,0.0,67,69,0.0,3.88,11.75,3.49,0.49,0.5
Gavin Tucker,Guvnor,13.0,3.0,0,38.0,80,0.0,0.44,3.13,0.44,1.5,66,66,1.0,4.29,10.283333333333333,4.18,0.57,0.53
Geane Herrera,La Pulga,9.0,3.0,0,34.0,17,0.28,0.31,0.83,0.37,0.6,65,66,0.0,1.51,13.616666666666667,5.07,0.52,0.38
Gegard Mousasi,520,42.0,6.0,2,38.0,62,0.33,0.5,1.59,0.6,1.1,74,76,0.0,3.75,7.833333333333333,1.21,0.68,0.59
Genaro Valdez,Rayadito,10.0,3.0,0,32.0,26,0.77,0.3,1.54,0.44,0.4,69,72,0.0,4.08,9.75,7.16,0.48,0.36
Geoff Neal,Handz of Steel,15.0,6.0,0,33.0,17,0.91,0.5,0.46,0.44,0.1,71,75,1.0,4.97,10.966666666666667,5.47,0.57,0.87
George Hardwick,King,12.0,2.0,0,27.0,53,0.0,0.38,0.0,0.0,0.0,70,72,0.0,3.6,15.0,4.6,0.71,0.83
George Roop,646,15.0,13.0,1,42.0,17,0.26,0.34,1.05,0.57,0.1,73,72,0.0,3.43,10.75,2.47,0.6,0.59
George Sotiropoulos,733,14.0,7.0,0,46.0,71,0.14,0.27,2.32,0.31,1.6,70,71,0.0,2.61,9.55,2.52,0.67,0.53
George Sullivan,The Silencer,17.0,7.0,0,43.0,17,0.0,0.39,1.37,0.2,0.7,72,73,0.0,3.53,9.383333333333333,2.42,0.57,0.38
Georges StPierre,Rush,26.0,2.0,0,43.0,80,0.37,0.53,4.16,0.74,1.1,71,76,0.0,3.78,13.15,1.4,0.72,0.83
Gerald Harris,Hurricane,23.0,5.0,0,44.0,17,0.66,0.29,2.96,0.54,0.0,71,77,1.0,1.41,11.45,1.58,0.62,0.72
